Name,Description,Model,Predictions
HBM699.QHSP.975,snatacseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Biology	Human genetics	Sequence analysis
"
HBM632.MXJF.562,autofluorescence microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"Cell biology	Gastroenterology	Molecular biology
"
HBM646.ZRTZ.549,multiplex ion beam imaging data from the uterus of a 24.8-year-old black or african american female,gpt-3.5-turbo,"Cell biology	Genetics	Human biology
"
HBM342.JZBJ.636,snatacseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"Genetics	Taxonomy	Molecular biology
"
HBM689.XCBK.436,scrna-seq (10x genomics) [salmon] data from the spleen of a 18-year-old white male,gpt-3.5-turbo,"Human biology	Human genetics	Gastroenterology
"
HBM422.GKTR.735,bulk atac-seq data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Genomics   RNA   Human biology
"
HBM578.XJZQ.389,codex [cytokit + sprm] data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Genetics	Age-related biology	Kidney
"
HBM625.PTSS.252,scirna-seq data from the heart of a 55-year-old white female,gpt-3.5-turbo,"Cell biology   Biomarkers   Biology
"
HBM452.BLWZ.786,snatac-seq (snare-seq2) [snapatac] data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"RNA, Genetics, Gastroenterology
"
HBM239.XXRN.647,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Anatomy   Biomolecular simulation   Biomedical science
"
HBM749.WHLC.649,scrna-seq (10x genomics v3) data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"Anatomy  	Biology  	Reproductive health
"
HBM283.ZHQS.286,multiplex ion beam imaging data from the uterus of a 24.5-year-old asian female,gpt-3.5-turbo,"Bioinformatics	Microbial ecology	Gastroenterology
"
HBM868.CXJM.449,snrna-seq [salmon] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"DNA; Genomics; Anatomy
"
HBM822.KRLC.323,slide-seq [salmon] data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"Anatomy	Medical biotechnology	Molecular biology
"
HBM729.HSHS.983,snrna-seq (10x genomics v3) data from the kidney (left) of a 41-year-old white male,gpt-3.5-turbo,"Anatomy	Gynaecology and obstetrics	Microbiology
"
HBM882.XFHR.889,snrnaseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Genetics	Genomics	Human biology
"
HBM666.RBCG.529,codex data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Transcriptomics   Genetics   Biology
"
HBM582.DFHH.268,snatac-seq data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Biomedical science   Genetics   Genomics
"
HBM538.PHSC.677,scrna-seq (10x genomics) [salmon] data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"Genetics	Developmental biology	Human biology
"
HBM534.XNJK.939,whole genome sequencing data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Genetics	Pharmacology	Gastroenterology
"
HBM376.HGHN.536,ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Microbiology	Molecular biology	Gastroenterology
"
HBM286.FJBP.622,maldi ims data from the kidney (left) of a 58-year-old black or african american male,gpt-3.5-turbo,"""RNA"", ""Genomics"", ""Human genetics""
"
HBM347.RFGL.437,snatacseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Cell biology	Genetics	Immunology
"
HBM878.CBFK.324,ms data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"Bioinformatics	Computational biology	Microbiology
"
HBM675.RHMB.532,multiplex ion beam imaging data from the uterus of a 25.1-year-old black or african american female,gpt-3.5-turbo,"Genetics	Gastroenterology	Human biology
"
HBM758.DMQJ.492,snatac-seq [snapatac] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"Anatomy	Molecular biology	Immunology
"
HBM883.SPLD.238,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Biology	Genetics	Geriatric medicine
"
HBM623.BNWW.574,pas stained microscopy data from the kidney (left) of a 20-year-old black or african american male,gpt-3.5-turbo,"Anatomy    Genetics    Medicine
"
HBM468.XHTW.756,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Medicine	Microscopy
"
HBM657.XWQQ.636,snrna-seq (10x genomics v3) data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Genomics    Genetics    Bioinformatics
"
HBM687.SQJV.939,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Cell biology\tHuman biology\tBiology
"
HBM544.SCBX.327,maldi ims data from the kidney (left) of a 76-year-old white female,gpt-3.5-turbo,"""Genetics""	""Pulmunology""	""Human biology""
"
HBM349.QCWZ.339,snrna-seq [salmon] data from the kidney (right) of a 29.0-year-old white male,gpt-3.5-turbo,"Anatomy	Animal study	Gastroenterology
"
HBM396.BXSQ.568,codex [cytokit + sprm] data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"Cell biology	Data acquisition	Genetics
"
HBM467.RQDN.922,snrna-seq [salmon] data from the kidney (left) of a 41-year-old white male,gpt-3.5-turbo,"Genomics	Tissue collection	Biomedical science
"
HBM852.XVLR.482,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"RNA	Cell biology	Biology
"
HBM226.BZMV.852,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,"DNA""
"
HBM366.TWHT.638,bulk atac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Genetics""
"
HBM543.RSRV.265,codex data from the spleen of a 17-year-old unknown male,gpt-3.5-turbo,"Omics""
"
HBM623.RPMC.638,pas stained microscopy data from the kidney (left) of a 61-year-old white female,gpt-3.5-turbo,"Genomic imprinting	Genetics	Anatomy
"
HBM768.GGMW.763,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Genomics	Epigenomics	Human genetics
"
HBM776.KFMZ.755,multiplex ion beam imaging data from the uterus of a 33.2-year-old unknown female,gpt-3.5-turbo,"Biology	Molecular biology	Genetics
"
HBM526.JMWM.852,snatacseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"Anatomy		Cell biology		Medicine
"
HBM825.PBVN.284,codex data from the spleen of a 10-year-old white male,gpt-3.5-turbo,"Genetics	Phenomics	Molecular biology
"
HBM593.JLCT.283,snrna-seq [salmon] data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Anatomy	Animal study	Gynaecology and obstetrics
"
HBM223.RVJG.329,snrna-seq [salmon] data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Genetics	Population genetics	Biology
"
HBM547.PWMC.589,multiplex ion beam imaging data from the uterus of a 20.1-year-old black or african american female,gpt-3.5-turbo,"Anatomy	I""mmunology	P""ubMed
"
HBM594.GWVL.995,multiplex ion beam imaging data from the uterus of a 27.1-year-old unknown female,gpt-3.5-turbo,"Transcriptomics	Cell biology	Gastroenterology
"
HBM787.WSCS.874,snrna-seq [salmon] data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Transcriptomics     Immunology     Human biology
"
HBM423.MMGW.744,codex [cytokit + sprm] data from the large intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Anatomy	Cell biology	Human biology
"
HBM945.QNRF.244,snrna-seq (10x genomics v3) data from the heart of a 61-year-old white male,gpt-3.5-turbo,"Anatomy   Human biology   Biology
"
HBM344.VNRB.528,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Biology	Computational biology	Genetics
"
HBM342.QHMH.584,imaging mass cytometry (2d) data from the lymph node of a 18-year-old black or african american male,gpt-3.5-turbo,"Microbiology   Genetics   Human biology
"
HBM657.JXDD.239,snrna-seq [salmon] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Transcriptomics    Biology    Biomedical science
"
HBM438.JXJW.249,codex data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Genetics   Molecular biology   Human biology
"
HBM475.ZQFV.863,autofluorescence microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"Immunology	Medicine	Biology
"
HBM879.DFQN.248,snrna-seq (10x genomics v3) data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Bioinformatics   Genetics   Biology
"
HBM279.SLFX.335,scrna-seq (10x genomics) [salmon] data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"Microbiology	Molecular biology	Human biology
"
HBM894.NXBD.956,multiplex ion beam imaging data from the uterus of a 31.5-year-old unknown female,gpt-3.5-turbo,"Anatomy	Cell biology	Microbiology
"
HBM562.BDQQ.934,multiplex ion beam imaging data from the uterus of a 23.3-year-old black or african american female,gpt-3.5-turbo,"Bioinformatics	Genomics	Molecular biology
"
HBM526.VJKT.388,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Cell biology	Genetics	Immunology
"
HBM624.PPVM.948,snatac-seq [snapatac] data from the small intestine of a 30-year-old white male,gpt-3.5-turbo,"Anatomy	Cell biology	Biology
"
HBM455.HBZX.789,snrna-seq [salmon] data from the bladder of a 37-year-old unknown male,gpt-3.5-turbo,"Anatomy\tImaging\tHuman biology
"
HBM678.RQXR.362,lc-ms data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Transcriptomics    Immunology    Genetics
"
HBM265.NXDR.935,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Biology	Computational biology	Epigenetics
"
HBM979.DRXV.239,snrna-seq (10x genomics v3) data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics   Genomics   Medicine
"
HBM894.JLHG.557,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Human biology 	Gastroenterology	Microbiology
"
HBM367.RBFR.728,lc-ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Genetics	Cell biology	Medicine
"
HBM942.FHXM.733,lc-ms data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"Transcriptomics   Genetics   Bioinformatics
"
HBM373.RTKK.586,scrna-seq (10x genomics v3) data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"Genetics	Immunology	Bioinformatics
"
HBM535.KPZS.733,snatac-seq data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Biochemistry	Molecular biology	Genetics
"
HBM727.DMKG.675,codex data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Biomedical science	Proteomics	Microbiology
"
HBM892.QSFS.952,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Cell biology   Immunology   Biology
"
HBM684.XVPK.336,slide-seq data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"Genetics    Immunology    Biology
"
HBM852.FNJG.394,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Anatomy   Biomarkers   Microbiology
"
HBM224.RCHM.744,multiplex ion beam imaging data from the uterus of a 23.3-year-old black or african american female,gpt-3.5-turbo,"Cell biology   Molecular biology   Genetics
"
HBM654.NXWL.946,snatac-seq [snapatac] data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Genetics	Computational biology	Molecular biology
"
HBM669.VQFV.937,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Biomedical science	Human genetics	Molecular biology
"
HBM848.MJVK.888,multiplex ion beam imaging data from the uterus of a 24.1-year-old unknown female,gpt-3.5-turbo,"Anatomy\tBiology\tBiomedical science
"
HBM335.VRBP.555,sciatac-seq [snapatac] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"Genomics   Genetics    Medicine
"
HBM344.SXNJ.874,slide-seq [salmon] data from the kidney (left) of a 55-year-old white female,gpt-3.5-turbo,"Genetics	Epigenetics	Molecular biology
"
HBM862.VSGP.648,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Anatomy\tBioinformatics\tCell biology
"
HBM575.XFCT.276,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Genomics	Sequence analysis	Data submission, annotation, and curation
"
HBM794.ZFKH.622,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Anatomy   Biomarkers	  Biology
"
HBM393.GHXD.627,ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Microbiology	Molecular biology	Human biology
"
HBM728.XZQC.342,ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Biology	Medicine	Genetics
"
HBM238.MHWZ.654,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Genetics	Cell biology	Biology
"
HBM322.XJQZ.894,snrna-seq [salmon] data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"Human genetics
"
HBM348.KSHK.482,multiplex ion beam imaging data from the uterus of a 27.9-year-old white female,gpt-3.5-turbo,"Microbiology
"
HBM972.VRNF.956,scirna-seq data from the heart of a 43-year-old white male,gpt-3.5-turbo,"Geriatric medicine
"
HBM557.VZPM.253,snrna-seq (10x genomics v3) data from the large intestine of a 24-year-old white male,gpt-3.5-turbo,"Metagenomics	Microbiology	Human biology
"
HBM895.FSVF.555,snrna-seq (10x genomics v3) data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics 	Genetics	Biology
"
HBM688.SMXJ.943,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Transcriptomics	Zoology	Human biology
"
HBM786.RRSH.472,snrna-seq (10x genomics v3) data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Anatomy	Imaging	Reproductive health
"
HBM477.SGMX.842,snrnaseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Cell biology   Genetics   Human biology
"
HBM727.VZCG.863,multiplex ion beam imaging data from the uterus of a 39.3-year-old unknown female,gpt-3.5-turbo,"Transcriptomics     Genetics     Biology
"
HBM373.LDGF.766,codex [cytokit + sprm] data from the thymus of a 11-year-old white male,gpt-3.5-turbo,"""Genetics\t
"
HBM793.KFWG.238,lc-ms bottom up data from the kidney (right) of a 62-year-old white male,gpt-3.5-turbo,"RNA\t
"
HBM549.VSNH.445,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Biology""
"
HBM664.LQSH.693,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Genetics	Molecular biology	Gene expression
"
HBM292.MTQK.563,snrna-seq [salmon] data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Transcriptomics   Genetics   Gastroenterology
"
HBM562.WTFG.364,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"Biomedical science  	Biology	Genomics
"
HBM937.DWCD.722,snrna-seq [salmon] data from the bladder of a 42-year-old black or african american female,gpt-3.5-turbo,"Anatomy\tBioengineering\tBiomedical science
"
HBM482.PNPS.853,scrna-seq (10x genomics v2) data from the liver of a 41-year-old white female,gpt-3.5-turbo,"Immunology	Molecular biology	Genetics
"
HBM793.TLPP.486,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Biochemistry   	Biology   	Human biology
"
HBM576.HCWQ.728,multiplex ion beam imaging data from the uterus of a 39.6-year-old american indian or alaska native female,gpt-3.5-turbo,"Cell biology\tDNA\tGenetics
"
HBM282.BKRZ.254,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Cell biology\tGenetics\tHuman biology
"
HBM277.PZLF.957,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Biomedical science    Bioinformatics    Genetics
"
HBM376.QCCJ.269,codex data from the thymus of a 14-year-old black or african american female,gpt-3.5-turbo,"Human genetics    Genomics    Transcriptomics
"
HBM362.JVGH.934,snrna-seq [salmon] data from the small intestine of a 30-year-old white male,gpt-3.5-turbo,"Transcriptomics   Genetics   Medicine
"
HBM583.PJBG.338,imaging mass cytometry (2d) data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"Biomedical science	Cell biology	Genomics
"
HBM492.ZVKW.999,multiplex ion beam imaging data from the uterus of a 15.7-year-old asian female,gpt-3.5-turbo,"Genetics	Transcriptomics	Kidney
"
HBM882.HGGT.859,lc-ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Anatomy  	Genetics  	Imaging
"
HBM226.QHVG.797,slide-seq data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Biology	Medicine	Genetics
"
HBM678.FRJC.827,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Genetics	Epigenomics	Transcriptomics
"
HBM572.PHZP.966,imaging mass cytometry (2d) data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"Genetics	Immunology	Anatomy
"
HBM396.KGDR.538,pas stained microscopy data from the kidney (left) of a 73-year-old white female,gpt-3.5-turbo,"RNA    Small molecules    Transcriptomics
"
HBM264.QCGR.632,snatac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Immunology  	Cell biology  	Biology
"
HBM835.TVMC.668,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Anatomy   Biomedical science   Genetics
"
HBM264.KNSL.465,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"Microbiology   Genetics   Human biology
"
HBM789.XSZP.797,multiplex ion beam imaging data from the uterus of a 30.2-year-old black or african american female,gpt-3.5-turbo,"Biology	Cell biology	Genomics
"
HBM636.GVWP.354,pas stained microscopy data from the kidney (left) of a 58-year-old black or african american male,gpt-3.5-turbo,"Genomics	Molecular biology	Human biology
"
HBM674.SNZJ.944,lc-ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Cell biology\tImmunology\tAnatomy
"
HBM839.TQNM.958,snrna-seq (10x genomics v3) data from the kidney (right) of a 59-year-old white female,gpt-3.5-turbo,"Anatomy	Microscopy	Age-related studies
"
HBM873.FRQB.759,autofluorescence microscopy data from the kidney (left) of a 76-year-old white female,gpt-3.5-turbo,"Biomedical science  	Biology	Gastroenterology
"
HBM366.RVSS.338,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Microbiology	Proteomics	Gastroenterology
"
HBM439.BQLR.867,snrna-seq [salmon] data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Genetics	Human biology	Medicine
"
HBM356.DLHG.383,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Anatomy	Medicine	Biology
"
HBM525.LRPL.332,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Anatomy	Medicine	Biology
"
HBM576.GRBW.848,multiplex ion beam imaging data from the uterus of a 33.8-year-old black or african american female,gpt-3.5-turbo,"Human biology	Microbiology	Genetics
"
HBM433.TSNT.433,snrna-seq (10x genomics v3) data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Biomedical science   	Biology   	Genetics
"
HBM784.HVPG.384,multiplex ion beam imaging data from the uterus of a 15.7-year-old asian female,gpt-3.5-turbo,"Anatomy   Cell biology   Microscopy
"
HBM334.RPTP.997,codex [cytokit + sprm] data from the small intestine of a 30-year-old white male,gpt-3.5-turbo,"RNA   Genetics   Human biology
"
HBM833.DBGG.252,pas stained microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"Biology	Molecular biology	Genetics
"
HBM772.TKCN.287,codex data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"Microbiology   Molecular biology   Human biology
"
HBM264.XSVF.528,pas stained microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"Cell biology   Epigenetics   Genetics
"
HBM398.THRG.589,snatac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Anatomy	Animal study	Gynaecology and obstetrics
"
HBM523.ZFKM.398,codex data from the lymph node of a 18-year-old white male,gpt-3.5-turbo,"Genomics	Gastroenterology	Biology
"
HBM397.LPDS.629,snatac-seq data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"Anatomy   Genetics   Biomedical science
"
HBM729.XTBN.693,codex data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"Cell biology   Biochemistry   Genetics
"
HBM276.ZMTV.784,lc-ms bottom up data from the kidney (left) of a 44-year-old white female,gpt-3.5-turbo,"Anatomy  	Clinical study  	Microscopy
"
HBM569.KMPP.778,lc-ms bottom up data from the kidney (left) of a 38-year-old white female,gpt-3.5-turbo,"Cell biology	Epigenomics	Genetics
"
HBM583.SKGC.358,sciatac-seq data from the spleen of a 60-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Cell biology	Human biology
"
HBM272.KQDJ.873,slide-seq data from the kidney (left) of a 55-year-old white female,gpt-3.5-turbo,"Biology	Microbiology	Gastroenterology
"
HBM393.FCNB.633,snrna-seq (10x genomics v3) data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Cell biology	Immune Response	Anatomy
"
HBM228.NLNS.669,multiplex ion beam imaging data from the uterus of a 21.8-year-old black or african american female,gpt-3.5-turbo,"Cell biology	Immunology	Gastroenterology
"
HBM758.BBRR.263,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Microbiology	Taxonomy	Gastroenterology
"
HBM375.THCD.382,snrna-seq [salmon] data from the bladder of a 19-year-old unknown male,gpt-3.5-turbo,"Biochemistry	Molecular biology	Human biology
"
HBM566.ZCSF.285,multiplex ion beam imaging data from the uterus of a 24.8-year-old black or african american female,gpt-3.5-turbo,"Anatomy\tBiology\tProteomics
"
HBM237.KGFH.483,slide-seq data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"Genetics	Cell biology	Immunology
"
HBM262.HJSQ.643,imaging mass cytometry (2d) data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"Cell biology   Genetics   Human biology
"
HBM499.GPFC.894,slide-seq data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"""Genomics""	""RNA""	""Biomedical Science""
"
HBM935.XGNV.348,multiplex ion beam imaging data from the uterus of a 26.9-year-old unknown female,gpt-3.5-turbo,"Anatomy	Urology and nephrology	Gynaecology and obstetrics
"
HBM647.MFQB.496,codex data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"""Genetics""	""Human biology""	""Omics""
"
HBM389.MDVM.457,snrna-seq [salmon] data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics	Cell biology	Biology
"
HBM275.QMQP.839,snatac-seq (snare-seq2) [snapatac] data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"Anatomy      	Bioinformatics	Biomedical science
"
HBM476.NNFJ.275,snrna-seq (snare-seq2) [lab processed] data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Biomedical science	Cell biology	Human biology
"
HBM782.XQRG.998,bulk atac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Anatomy	Animal study	Biology
"
HBM962.KFBF.598,ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Genetics	Immunology	Medicine
"
HBM884.QXRH.554,lc-ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"Anatomy	Human biology	Biology
"
HBM725.RHWH.487,scirna-seq data from the heart of a 45-year-old white male,gpt-3.5-turbo,"Bioinformatics	Molecular biology	Genetics
"
HBM244.QJFT.664,snrna-seq [salmon] data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics      Microbiology      Human biology
"
HBM965.HZTB.328,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"Cell biology	Tissue analysis	Genetics
"
HBM928.TDFC.686,lc-ms data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Cell biology	Molecular biology	Genomics
"
HBM262.LMHQ.472,snrna-seq [salmon] data from the bladder of a 25-year-old white male,gpt-3.5-turbo,"Epigenetics	Molecular biology	Gastroenterology
"
HBM928.THDD.545,snrna-seq [salmon] data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Human genetics  	Gastroenterology	  	Microbiology
"
HBM589.HHJP.477,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Cell biology\tBiochemistry\tHuman biology
"
HBM248.CCGT.382,multiplex ion beam imaging data from the uterus of a 21.6-year-old black or african american female,gpt-3.5-turbo,"Cell biology	Genetics	Human biology
"
HBM355.JDLK.244,codex data from the spleen of a 14-year-old black or african american female,gpt-3.5-turbo,"RNA   Respiratory medicine   Human biology
"
HBM284.PMDZ.547,autofluorescence microscopy data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Microbiology   Human biology   Biological
"
HBM793.LCCQ.642,snrna-seq (10x genomics v3) data from the large intestine of a 30-year-old white male,gpt-3.5-turbo,"Gastroenterology	Microbiology	Human biology
"
HBM536.BTZP.293,snrna-seq [salmon] data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"RNA    Genetics    Biology
"
HBM232.KNBD.954,snrna-seq (10x genomics v3) data from the kidney (right) of a 59-year-old white female,gpt-3.5-turbo,"RNA   Genetics   Human genetics
"
HBM839.HLVL.259,lc-ms data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Genomics	Molecular biology	Respiratory medicine
"
HBM528.QSDN.323,pas stained microscopy data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"Anatomy\tBiomedical science\tHuman biology
"
HBM534.ZDNW.945,multiplex ion beam imaging data from the uterus of a 28.2-year-old white female,gpt-3.5-turbo,"Anatomy	Genomics	Human biology
"
HBM294.RHDS.354,multiplex ion beam imaging data from the uterus of a 35.9-year-old asian female,gpt-3.5-turbo,"Anatomy	Cell biology	Microscopy
"
HBM433.XXZF.683,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"Transcriptomics   Genomics   Human biology
"
HBM896.NFGF.839,ms data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"Transcriptomics  	Genetics  	Biology
"
HBM475.DZSR.334,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"RNA     Genetics    Biology
"
HBM796.TZPX.595,multiplex ion beam imaging data from the uterus of a 29.3-year-old unknown female,gpt-3.5-turbo,"Bioinformatics	Microbiology	Genomics
"
HBM492.LXSS.627,codex data from the lymph node of a 18-year-old white male,gpt-3.5-turbo,"Anatomy	Microscopy	Human biology
"
HBM932.RZJW.322,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Animal study	Biology
"
HBM235.BMKX.955,snatac-seq (snare-seq2) [snapatac] data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"Anatomy	Cell biology	Biology
"
HBM525.JLPD.977,multiplex ion beam imaging data from the uterus of a 31.5-year-old unknown female,gpt-3.5-turbo,"Genetics	Personalised medicine	Biology
"
HBM563.PTWZ.467,bulk atac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"Cell biology\tHuman biology\tMicrobiology
"
HBM747.RHFN.588,multiplex ion beam imaging data from the uterus of a 28.1-year-old unknown female,gpt-3.5-turbo,"Genomics	Anatomy	Molecular biology
"
