Model,Abstract,Ground Truth,Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against Ground Truth),Missing Labels (Predictions against Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5)
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Diagnostic and prognostic evaluation of chronic lymphocytic leukemia (CLL) involves blood cell counts, immunophenotyping, IgVH mutation status, and cytogenetic analyses. We generated B-cell associated gene-signatures (BAGS) based on six naturally occurring B-cell subsets within normal bone marrow. Our hypothesis is that by segregating CLL according to BAGS, we can identify subtypes with prognostic implications in support of pathogenetic value of BAGS. Microarray-based gene-expression samples from eight independent CLL cohorts (1,024 untreated patients) were BAGS-stratified into pre-BI, pre-BII, immature, naïve, memory, or plasma cell subtypes; the majority falling within the memory (24.5-45.8%) or naïve (14.5-32.3%) categories. For a subset of CLL patients (n = 296), time to treatment (TTT) was shorter amongst early differentiation subtypes (pre-BI/pre-BII/immature) compared to late subtypes (memory/plasma cell, HR: 0.53 [0.35-0.78]). Particularly, pre-BII subtype patients had the shortest TTT among all subtypes. Correlates derived for BAGS subtype and IgVH mutation (n = 405) revealed an elevated mutation frequency in late vs. early subtypes (71% vs. 45%, P < .001). Predictions for BAGS subtype resistance towards rituximab and cyclophosphamide varied for rituximab, whereas all subtypes were sensitive to cyclophosphamide. This study supports our hypothesis that BAGS-subtyping may be of tangible prognostic and pathogenetic value for CLL patients.","{'Human biology', 'Gene regulation', 'Gene expression', 'Physiology', 'Drug metabolism'}","{'Human genetics', 'Gene regulation', 'Proteins', 'Genotype and phenotype', 'Cytogenetics', 'Human biology', 'Gene expression', 'Biomarkers', 'Cell biology'}",set(),0.2727272727272727,0.3333333333333333,0.6,"{'Human genetics', 'Genotype and phenotype', 'Cytogenetics', 'Proteins', 'Biomarkers', 'Cell biology'}","{'Physiology', 'Drug metabolism'}","{'Human genetics', 'Gene regulation', 'DNA mutation', 'Gene expression', 'Immunogenetics', 'Human biology', 'Antimicrobial Resistance', 'Proteins'}","{'Genetics', 'Oncology', 'Genomics', 'Cytogenetics', 'Biotechnology', 'Molecular biology', 'Biomarkers', 'Bioinformatics'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"CTCF is a key insulator-binding protein, and mammalian genomes contain numerous CTCF sites, many of which are organized in tandem.","{'Medicinal chemistry', 'Biochemistry', 'DNA binding sites', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism'}","{'Transcription factors and regulatory sites', 'DNA binding sites', 'Gene regulation'}","{'features and motifs', 'Nucleic acid sites'}",0.1111111111111111,0.3333333333333333,0.14285714285714285,"{'Transcription factors and regulatory sites', 'Gene regulation'}","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Protein binding sites', 'Drug metabolism', 'Biochemistry'}","{'Gene expression', 'Transcription factors and regulatory sites', 'DNA replication and recombination'}","{'Molecular biology', 'Genetics', 'Genomics'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Adipocytes arise from the commitment and differentiation of adipose precursors in white adipose tissue (WAT). In studying adipogenesis, precursor markers, including Pref-1 and PDGFRα, are used to isolate precursors from stromal vascular fractions of WAT, but the relation among the markers is not known. Here, we used the Pref-1 promoter-rtTA system in mice for labeling Pref-1<sup>+</sup> cells and for inducible inactivation of the Pref-1 target Sox9. We show the requirement of Sox9 for the maintenance of Pref-1<sup>+</sup> proliferative, early precursors. Upon Sox9 inactivation, these Pref-1<sup>+</sup> cells become PDGFRα<sup>+</sup> cells that express early adipogenic markers. Thus, we show that Pref-1<sup>+</sup> cells precede PDGFRα<sup>+</sup> cells in the adipogenic pathway and that Sox9 inactivation is required for WAT growth and expansion. Furthermore, we show that in maintaining early adipose precursors, Sox9 activates Meis1, which prevents adipogenic differentiation. Our study also demonstrates the Pref-1 promoter-rtTA system for inducible gene inactivation in early adipose precursor populations.","{'Biomarkers', 'Protein binding sites', 'Zoology', 'Drug metabolism'}","{'Laboratory animal science', 'Sequence analysis', 'Regenerative medicine', 'Proteins', 'Zoology', 'Animal study', 'Small molecules'}",set(),0.1,0.14285714285714285,0.25,"{'Laboratory animal science', 'Sequence analysis', 'Regenerative medicine', 'Proteins', 'Animal study', 'Small molecules'}","{'Biomarkers', 'Protein binding sites', 'Drug metabolism'}","{'Laboratory animal science', 'Drug metabolism', 'Cell culture collection', 'DNA binding sites', 'Proteins', 'Zoology', 'Animal study'}","{'Genetics', 'Physiology', 'Genomics', 'Proteomics', 'Cell biology', 'Molecular biology', 'Bioinformatics'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Tumor suppressive microRNA (miR)-150 inhibits metastasis by combining with the C-C chemokine receptor 6 (CCR6) ""seed sequence"" mRNA of the 3'-untranslated region (3'-UTR) in advanced cutaneous T-cell lymphoma (CTCL). Because the histone deacetylase inhibitor (HDACI) vorinostat showed excellent outcomes for treating advanced CTCL, HDACIs may reduce the metastasis of CTCL by targeting miR-150 and/ or CCR6. To examine whether these candidate molecules are essential HDACI targets in advanced CTCL, we used the My-La, HH, and HUT78 CTCL cell lines for functional analysis because we previously demonstrated that their xenografts in NOD/Shi-scid IL-2γnul mice (CTCL mice) induced multiple metastases. We found that pan- HDACIs (vorinostat and panobinostat) inhibited the migration of CTCL cells and downregulated CCR6. The miRNA microarray analysis against CTCL cell lines demonstrated that these pan-HDACIs commonly upregulated 161 miRNAs, including 34 known tumor suppressive miRNAs such as miR-150. Although 35 miRNAs possessing the CCR6 ""seed sequence"" were included in these 161 miRNAs, miR-150 and miR-185-5p were downregulated in CTCL cells compared to in normal CD4+ T-cells. The transduction of 12 candidate miRNAs against CTCL cells revealed that miR-150 most efficiently inhibited their migration capabilities and downregulated CCR6. Quantitative reverse transcriptase-polymerase chain reaction demonstrated that miR-150 was downregulated in advanced but not early CTCL primary cases. Finally, we injected miR-150 or siCCR6 into CTCL mice and found that mouse survival was significantly prolonged. These results indicate that miR-150 and its target, CCR6, are essential therapeutic targets of pan-HDACIs in advanced CTCL with metastatic potential.","{'Gene regulation', 'Genetics', 'Drug metabolism', 'Pathology', 'Human biology', 'Pharmacology', 'Gene expression', 'Zoology'}","{'Human genetics', 'Laboratory animal science', 'Sequence analysis', 'Protein binding sites', 'Cell biology', 'Software engineering', 'Cell culture collection', 'Nucleic acids', 'Human biology', 'RNA', 'Proteins', 'Zoology', 'Animal study', 'Small molecules'}",set(),0.1,0.14285714285714285,0.25,"{'Human genetics', 'Laboratory animal science', 'Proteins', 'Sequence analysis', 'Protein binding sites', 'Software engineering', 'Cell culture collection', 'Nucleic acids', 'RNA', 'Cell biology', 'Animal study', 'Small molecules'}","{'Gene regulation', 'Genetics', 'Drug metabolism', 'Pathology', 'Pharmacology', 'Gene expression'}","{'Human genetics', 'Protein disordered structure', 'Laboratory animal science', 'Gene regulation', 'Sequence analysis', 'Gene expression', 'Cell culture collection', 'Plant biology', 'Mapping', 'Human biology', 'Microfluidics', 'Proteins', 'Zoology', 'Animal study'}","{'Genetics', 'Genomics', 'Biochemistry', 'Cell biology', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Bacterial genes that change in expression upon environmental disturbance have commonly been seen as those that must also phenotypically matter. However, several studies suggest that differentially expressed genes are rarely phenotypically important. We demonstrate, for Gram-positive and Gram-negative bacteria, that these seemingly uncoordinated gene sets are involved in responses that can be linked through topological network analysis. However, the level of coordination is stress dependent. While a well-coordinated response is triggered in response to nutrient stress, antibiotics trigger an uncoordinated response in which transcriptionally and phenotypically important genes are neither linked spatially nor in their magnitude. Moreover, a gene expression meta-analysis reveals that genes with large fitness changes during stress have low transcriptional variation across hundreds of other conditions, and vice versa. Our work suggests that cellular responses can be understood through network models that incorporate regulatory and genetic relationships, which could aid drug target predictions and genetic network engineering.","{'Medicinal chemistry', 'Gene regulation', 'Chemistry', 'Genotype and phenotype', 'Genetics', 'Drug metabolism', 'Biochemistry', 'Pharmacology', 'Gene expression'}","{'Genetic engineering', 'Microbial collection', 'Gene regulation', 'Infectious disease', 'Gene expression', 'Microbiology', 'Microbial ecology'}",{'Bacteria'},0.14285714285714285,0.2857142857142857,0.2222222222222222,"{'Microbial collection', 'Genetic engineering', 'Infectious disease', 'Microbiology', 'Microbial ecology'}","{'Medicinal chemistry', 'Chemistry', 'Genotype and phenotype', 'Genetics', 'Drug metabolism', 'Biochemistry', 'Pharmacology'}","{'Human genetics', 'Gene regulation', 'Human biology', 'Gene expression', 'Genetic variation', 'Microbial ecology', 'Biodiversity'}","{'Molecular biology', 'Genetics', 'Systems biology', 'Bioinformatics'}"
gpt-3.5-turbo,"While microarray experiments generate voluminous data, discerning trends that support an existing or alternative paradigm is challenging. To synergize hypothesis building and testing, we designed the Pathogen Associated Drosophila MicroArray (PADMA) database for easy retrieval and comparison of microarray results from immunity-related experiments (www.padmadatabase.org). PADMA also allows biologists to upload their microarray-results and compare it with datasets housed within PADMA. We tested PADMA using a preliminary dataset from Ganaspis xanthopoda-infected fly larvae, and uncovered unexpected trends in gene expression, reshaping our hypothesis. Thus, the PADMA database will be a useful resource to fly researchers to evaluate, revise, and refine hypotheses.","{'Genetics', 'Zoology', 'Computational biology'}","{'Immunology', 'Gene expression', 'Genomics', 'Bioinformatics'}","{'Databases', 'Pathogen', 'Microarray', 'Hypothesis'}",0.0,0.0,0.0,"{'Immunology', 'Gene expression', 'Genomics', 'Bioinformatics'}","{'Genetics', 'Zoology', 'Computational biology'}",N/A,N/A
gpt-3.5-turbo,"Pea powdery mildew (PM) is an important fungal disease caused by an obligate biotroph, Erysiphe pisi (Ep), which significantly impacts pea production worldwide. The phytopathogen secretes a plethora of effectors, primarily through specialized infection structures termed haustoria, to establish a dynamic relationship with its host. To identify Ep effector candidates, a cDNA library of enriched haustoria from Ep-infected pea leaves was sequenced. The Ep transcriptome encodes 622 Ep candidate secreted proteins (CSPs), of which 167 were predicted to be candidate secreted effector proteins (CSEPs). Phylogenetic analysis indicates that Ep CSEPs are highly diverse, but, unlike cereal PM CSEPs, exhibit extensive sequence similarity with effectors from other PMs. Quantitative real-time PCR of a subset of EpCSEP/CSPs revealed that the majority are preferentially expressed in haustoria and exhibit infection stage-specific expression patterns. The functional roles of EpCSEP001, EpCSEP009 and EpCSP083 were probed by host-induced gene silencing (HIGS) via a double-stranded (ds) RNA-mediated RNAi approach. Foliar application of individual EpCSEP/CSP dsRNAs resulted in a marked reduction in PM disease symptoms. These findings were consistent with microscopic and molecular studies, suggesting that these Ep CSEP/CSPs play important roles in pea PM pathogenesis. Homology modelling revealed that EpCSEP001 and EpCSEP009 are analogous to fungal ribonucleases and belong to the RALPH family of effectors. This is the first study to identify and functionally validate candidate effectors from the agriculturally relevant pea PM, and highlights the utility of transcriptomics and HIGS to elucidate the key proteins associated with Ep pathogenesis.","{'Medicinal chemistry', 'Gene regulation', 'Chemistry', 'Proteins', 'Genetics', 'Drug metabolism', 'Biochemistry', 'Structural biology', 'Gene expression', 'Microbiology', 'Transcriptomics'}","{'Comparative genomics', 'Agricultural science', 'Genetics', 'Genomics', 'Functional genomics', 'Biotechnology', 'Data integration and warehousing', 'Cell biology', 'Microbiology', 'Bioinformatics', 'Biology', 'Transcriptomics'}",set(),0.15,0.25,0.2727272727272727,"{'Comparative genomics', 'Agricultural science', 'Genomics', 'Biology', 'Biotechnology', 'Data integration and warehousing', 'Cell biology', 'Bioinformatics', 'Functional genomics'}","{'Medicinal chemistry', 'Gene regulation', 'Chemistry', 'Gene expression', 'Drug metabolism', 'Biochemistry', 'Structural biology', 'Proteins'}",N/A,N/A
gpt-3.5-turbo,"Differentiation proceeds along a continuum of increasingly fate-restricted intermediates, referred to as canalization<sup>1,2</sup>. Canalization is essential for stabilizing cell fate, but the mechanisms that underlie robust canalization are unclear. Here we show that the BRG1/BRM-associated factor (BAF) chromatin-remodelling complex ATPase gene Brm safeguards cell identity during directed cardiogenesis of mouse embryonic stem cells. Despite the establishment of a well-differentiated precardiac mesoderm, Brm<sup>-/-</sup> cells predominantly became neural precursors, violating germ layer assignment. Trajectory inference showed a sudden acquisition of a non-mesodermal identity in Brm<sup>-/-</sup> cells. Mechanistically, the loss of Brm prevented de novo accessibility of primed cardiac enhancers while increasing the expression of neurogenic factor POU3F1, preventing the binding of the neural suppressor REST and shifting the composition of BRG1 complexes. The identity switch caused by the Brm mutation was overcome by increasing BMP4 levels during mesoderm induction. Mathematical modelling supports these observations and demonstrates that Brm deletion affects cell fate trajectory by modifying saddle-node bifurcations<sup>2</sup>. In the mouse embryo, Brm deletion exacerbated mesoderm-deleted Brg1-mutant phenotypes, severely compromising cardiogenesis, and reveals an in vivo role for Brm. Our results show that Brm is a compensable safeguard of the fidelity of mesoderm chromatin states, and support a model in which developmental canalization is not a rigid irreversible path, but a highly plastic trajectory.","{'Sequence assembly', 'Gene regulation', 'Gene expression', 'Genotype and phenotype', 'Genetics', 'Zoology', 'Drug metabolism'}","{'Developmental biology', 'Genetics', 'Genomics', 'Transcription factors and regulatory sites', 'Proteomics', 'Regenerative medicine', 'Epigenetics', 'Protein interactions', 'Molecular genetics', 'Gene expression', 'Molecular biology', 'Systems biology', 'Cell biology', 'Mouse clinic', 'Transcriptomics'}",{'Stem cells'},0.1,0.13333333333333333,0.2857142857142857,"{'Developmental biology', 'Transcription factors and regulatory sites', 'Genomics', 'Proteomics', 'Regenerative medicine', 'Epigenetics', 'Protein interactions', 'Molecular genetics', 'Cell biology', 'Molecular biology', 'Systems biology', 'Mouse clinic', 'Transcriptomics'}","{'Gene regulation', 'Sequence assembly', 'Genotype and phenotype', 'Drug metabolism', 'Zoology'}",N/A,N/A
gpt-3.5-turbo,"The annual migration of a bird can involve thousands of kilometres of nonstop flight, requiring accurately timed seasonal changes in physiology and behaviour. Understanding the molecular mechanisms controlling this endogenous programme can provide functional and evolutionary insights into the circannual biological clock and the potential of migratory species to adapt to changing environments. Under naturally timed photoperiod conditions, we maintained captive Swainson's thrushes (Catharus ustulatus) and performed RNA sequencing (RNA-Seq) of the ventral hypothalamus and optic chiasma to evaluate transcriptome-wide gene expression changes of individuals in migratory condition. We found that 188 genes were differentially expressed in relation to migratory state, 86% of which have not been previously linked to avian migration. Focal hub genes were identified that are candidate variables responsible for the occurrence of migration (e.g. CRABP1). Numerous genes involved in cell adhesion, proliferation and motility were differentially expressed (including RHOJ, PAK1 and TLN1), suggesting that migration-related changes are regulated by seasonal neural plasticity.","{'Gene expression', 'Genetics', 'Zoology', 'Transcriptomics'}","{'Genetics', 'Genomics', 'Molecular biology', 'Animal study', 'Biology'}",{'Neuroscience'},0.125,0.2,0.25,"{'Biology', 'Molecular biology', 'Genomics', 'Animal study'}","{'Gene expression', 'Zoology', 'Transcriptomics'}",N/A,N/A
gpt-3.5-turbo,"The utilization of methane, a potent greenhouse gas, is an important component of local and global carbon cycles that is characterized by tight linkages between methane-utilizing (methanotrophic) and nonmethanotrophic bacteria. It has been suggested that the methanotroph sustains these nonmethanotrophs by cross-feeding, because subsequent products of the methane oxidation pathway, such as methanol, represent alternative carbon sources. We established cocultures in a microcosm model system to determine the mechanism and substrate that underlay the observed cross-feeding in the environment. Lanthanum, a rare earth element, was applied because of its increasing importance in methylotrophy. We used co-occurring strains isolated from Lake Washington sediment that are involved in methane utilization: a methanotroph and two nonmethanotrophic methylotrophs. Gene-expression profiles and mutant analyses suggest that methanol is the dominant carbon and energy source the methanotroph provides to support growth of the nonmethanotrophs. However, in the presence of the nonmethanotroph, gene expression of the dominant methanol dehydrogenase (MDH) shifts from the lanthanide-dependent MDH (XoxF)-type, to the calcium-dependent MDH (MxaF)-type. Correspondingly, methanol is released into the medium only when the methanotroph expresses the MxaF-type MDH. These results suggest a cross-feeding mechanism in which the nonmethanotrophic partner induces a change in expression of methanotroph MDHs, resulting in release of methanol for its growth. This partner-induced change in gene expression that benefits the partner is a paradigm for microbial interactions that cannot be observed in studies of pure cultures, underscoring the importance of synthetic microbial community approaches to understand environmental microbiomes.","{'Drug metabolism', 'Pharmacology', 'Proteins', 'Gene expression', 'Carbon cycle'}","{'Environmental sciences', 'Gene regulation', 'Carbon cycle', 'Gene expression', 'Microbiology'}","{'Gene expression profiles', 'Methanol', 'Microcosm model system', 'Methanotroph', 'Synthetic microbial community'}",0.25,0.4,0.4,"{'Microbiology', 'Environmental sciences', 'Gene regulation'}","{'Proteins', 'Pharmacology', 'Drug metabolism'}",N/A,N/A
gpt-3.5-turbo,"We designed and constructed a genome-wide microarray with 22,987 70-mer oligonucleotides covering the presently known and predicted genes in the silkworm genome, and surveyed the gene expression in multiple silkworm tissues on day 3 of the fifth instar. Clusters of tissue-prevalent and tissue-specific genes and genes that are differentially expressed in different tissues were identified, and they reflect well major tissue-specific functions on the molecular level. The data presented in this study provide a new resource for annotating the silkworm genome.","{'Medicinal chemistry', 'Biochemistry', 'Chemistry', 'Genetics', 'Zoology', 'Drug metabolism'}","{'Gene expression', 'Molecular biology', 'Genomics', 'Bioinformatics'}",set(),0.0,0.0,0.0,"{'Gene expression', 'Molecular biology', 'Genomics', 'Bioinformatics'}","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Drug metabolism', 'Biochemistry', 'Zoology'}",N/A,N/A
gpt-3.5-turbo,"Influenza A viruses (IAVs) quickly adapt to new environments and are well known to cross species barriers. To reveal a molecular basis for these phenomena, we compared the Ser/Thr and Tyr phosphoproteomes of murine lung epithelial cells early and late after infection with mouse-adapted SC35M virus or its nonadapted SC35 counterpart. With this analysis we identified a large set of upregulated Ser/Thr phosphorylations common to both viral genotypes, while Tyr phosphorylations showed little overlap. Most of the proteins undergoing massive changes of phosphorylation in response to both viruses regulate chromatin structure, RNA metabolism, and cell adhesion, including a focal adhesion kinase (FAK)-regulated network mediating the regulation of actin dynamics. IAV also affected phosphorylation of activation loops of 37 protein kinases, including FAK and several phosphatases, many of which were not previously implicated in influenza virus infection. Inhibition of FAK proved its contribution to IAV infection. Novel phosphorylation sites were found on IAV-encoded proteins, and the functional analysis of selected phosphorylation sites showed that they either support (NA Ser178) or inhibit (PB1 Thr223) virus propagation. Together, these data allow novel insights into IAV-triggered regulatory phosphorylation circuits and signaling networks.<b>IMPORTANCE</b> Infection with IAVs leads to the induction of complex signaling cascades, which apparently serve two opposing functions. On the one hand, the virus highjacks cellular signaling cascades in order to support its propagation; on the other hand, the host cell triggers antiviral signaling networks. Here we focused on IAV-triggered phosphorylation events in a systematic fashion by deep sequencing of the phosphoproteomes. This study revealed a plethora of newly phosphorylated proteins. We also identified 37 protein kinases and a range of phosphatases that are activated or inactivated following IAV infection. Moreover, we identified new phosphorylation sites on IAV-encoded proteins. Some of these phosphorylations support the enzymatic function of viral components, while other phosphorylations are inhibitory, as exemplified by PB1 Thr223 modification. Our global characterization of IAV-triggered patterns of phospho-proteins provides a rich resource to further understand host responses to infection at the level of phosphorylation-dependent signaling networks.","{'Medicinal chemistry', 'Chemistry', 'Genetics', 'Physiology', 'Sequence analysis', 'Drug metabolism', 'Human biology', 'Biochemistry', 'Molecular genetics', 'Pharmacology', 'Proteins', 'Zoology'}","{'Virology', 'Infectious disease', 'Genetics', 'Proteomics', 'Cell biology', 'Molecular biology', 'Bioinformatics'}","{'Host-pathogen interaction', 'Phosphorylation', 'Signal transduction'}",0.05555555555555555,0.14285714285714285,0.08333333333333333,"{'Virology', 'Infectious disease', 'Proteomics', 'Cell biology', 'Molecular biology', 'Bioinformatics'}","{'Medicinal chemistry', 'Chemistry', 'Sequence analysis', 'Physiology', 'Drug metabolism', 'Human biology', 'Biochemistry', 'Molecular genetics', 'Pharmacology', 'Proteins', 'Zoology'}",N/A,N/A
gpt-3.5-turbo,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","{'DNA mutation', 'Immunology', 'Immunoinformatics', 'Genetics', 'Physiology', 'Drug metabolism', 'Immunogenetics', 'Human biology', 'Pharmacology', 'Gene expression', 'Zoology'}","{'Immunology', 'Genetics', 'Oncology', 'Genomics', 'Proteomics', 'Biotechnology', 'Pharmacology', 'Molecular biology', 'Bioinformatics'}",set(),0.17647058823529413,0.3333333333333333,0.2727272727272727,"{'Oncology', 'Genomics', 'Proteomics', 'Biotechnology', 'Molecular biology', 'Bioinformatics'}","{'DNA mutation', 'Immunoinformatics', 'Physiology', 'Drug metabolism', 'Immunogenetics', 'Human biology', 'Gene expression', 'Zoology'}",N/A,N/A
gpt-3.5-turbo,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","{'Genetics', 'Zoology', 'DNA replication and recombination'}","{'DNA replication and recombination', 'Comparative genomics', 'Genomics', 'DNA'}","{'Sex evolution', 'Hybrid incompatibilities', 'Sequence homology', 'Genome evolution', 'Molecular basis'}",0.16666666666666666,0.25,0.3333333333333333,"{'Comparative genomics', 'Genomics', 'DNA'}","{'Genetics', 'Zoology'}",N/A,N/A
gpt-3.5-turbo,"Newborns are frequently affected by mucocutaneous candidiasis. Th17 cells essentially limit mucosal invasion by commensal <i>Candida</i> spp. Here, we sought to understand the molecular basis for the developmental lack of Th17 cell responses in circulating blood neonatal T cells. Naive cord blood CD4 T cells stimulated in Th17-differentiating conditions inherently produced high levels of the interleukin-22 immunoregulatory cytokine, particularly in the presence of neonatal antigen-presenting cells. A genome-wide transcriptome analysis comparing neonatal and adult naïve CD4 T cells <i>ex vivo</i> revealed major developmental differences in gene networks regulating Small Drosophila Mothers Against Decapentaplegic (SMAD) and Signal Transducer and Activator of Transcription 3 (STAT3) signaling. These changes were functionally validated by experiments showing that the requirement for TGF-β in human Th17 cell differentiation is age-dependent. Moreover, STAT3 activity was profoundly diminished while overexpression of the <i>STAT3</i> gene restored Th17 cell differentiation capacity in neonatal T cells. These data reveal that Th17 cell responses are developmentally regulated at the gene expression level in human neonates. These developmental changes may protect newborns against pathological Th17 cell responses, at the same time increasing their susceptibility to mucocutaneous candidiasis.","{'Immunogenetics', 'Human biology', 'Immunology', 'Genetics', 'Drug metabolism'}","{'Developmental biology', 'Immunology', 'Genetics', 'Cell biology', 'Molecular biology', 'Biology'}","{'Pediatrics', 'clinical immunology and immunotherapeutics', 'Allergy'}",0.2222222222222222,0.3333333333333333,0.4,"{'Cell biology', 'Molecular biology', 'Developmental biology', 'Biology'}","{'Immunogenetics', 'Human biology', 'Drug metabolism'}",N/A,N/A
gpt-3.5-turbo,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","{'Gene regulation', 'Epigenomics', 'Genetics', 'Genomics', 'Drug metabolism', 'Pathology', 'Human biology', 'Gene expression'}","{'Translational medicine', 'Genetics', 'Oncology', 'Genomics', 'Biotechnology', 'Molecular biology', 'Bioinformatics', 'Biology', 'Transcriptomics'}",set(),0.13333333333333333,0.2222222222222222,0.25,"{'Translational medicine', 'Oncology', 'Biotechnology', 'Molecular biology', 'Bioinformatics', 'Biology', 'Transcriptomics'}","{'Gene regulation', 'Epigenomics', 'Drug metabolism', 'Pathology', 'Human biology', 'Gene expression'}",N/A,N/A
gpt-3.5-turbo,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","{'Developmental biology', 'Drug development', 'Gene regulation', 'DNA mutation', 'Genetics', 'Drug metabolism', 'RNA', 'Gene expression', 'Zoology', 'Biology'}","{'Developmental biology', 'Neurobiology', 'Gene regulation', 'Genetics', 'Epigenetics', 'Embryology', 'Gene expression'}","{'RNA-Seq', 'WNT signaling pathway', 'Methylcytosine dioxygenase', 'Epigenetic determinant', 'Neural tube defects', 'Craniofacial development'}",0.3076923076923077,0.5714285714285714,0.4,"{'Epigenetics', 'Embryology', 'Neurobiology'}","{'Drug development', 'DNA mutation', 'Drug metabolism', 'RNA', 'Zoology', 'Biology'}",N/A,N/A
