Name,Description,Model,Predictions
Screen for Balamuthia growth inhibitors,"Secondary Assay: Identification of growth inhibitors of Balamuthia mandrillaris via luminescence cell-based assay
Purpose
Balamuthia mandrillaris is an opportunistic pathogen, generally entering through broken skin or through the respiratory pathway, where it can cause lesions. Infection of the brain is thought to occur secondarily from these sites after penetration of the blood-brain barrier, and can cause GAE with a mortality rate up to 95%. In our screen we incubated the B. mandrillaris trophozoites with the compounds for 72 hours and assessed viability using CellTiter-Glo Luminescent Cell Viability Assay (Promega). The antiparasitic activity is calculated based on the reduction of luminescence signal compared to the neutral control, DMSO.
Protocol
The compounds were screened against Balamuthia mandrillaris following an ATP-bioluminescence based assay for cell growth and survival. For 8-point dose response study, 30 uL of B. mandrillaris (3,000 trophozoites) were added to plated compounds to yield final concentrations spanning from 0.26 uM - 33 uM. Negative controls in the screen plates contained 0.5% DMSO. Assay plates were incubated for 72 h at 37?C B. mandrillaris and at the end of incubation 20 uL of CellTiter-Glo Luminescent Cell Viability Assay (Promega) were added in each well of the 96-well plates to induce cell lysis. The resulting ATP-bioluminescence of the trophozoites was measured at room temperature using a Tecan plate reader from PerkinElmer. 
Readout
We are measuring luminescence after addition of CellTiter Glo. Signal is proportional to cell viability after exposure with the ReFRAME compounds. Background is the signal with media and reagent. Maximum signal is obtained with cells treated with DMSO. 
Detection Method
luminescence
Detection Reagents
CellTiter Glo
Components
Balamuthia mandrillaris, CellTiter Glo
Drug Concetration
33  Ã‚ÂµM - 0.26  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Compound libraries and screening	Drug discovery
Inhibition of Bodipy-GTP binding to small g-proteins in multiplex,"A microsphere-based screen that simultaneously interrogates GTP binding to a set of small G-proteins. Eight GST~G-proteins are coupled to bead sets of varying fluorescence intensity. Flow Cytometry is used to discriminate individual bead bound G-proteins and evaluate Bodipy-GTP binding.
Purpose
Small GTPases that include the Ras and Rho families regulate a wide range of cell signaling pathways by alternating between GTP-bound and GDP-bound states. In normal physiological conditions, their activities are tightly controlled and aberrant behavior related to an increased presence of GTP-bound forms contributes to tumorigenesis and other diseases. For this reason, the identification of small, cell-permeable molecules capable of modulating GTP-binding in a specific and reversible manner could prove therapeutically useful.
This 384-well flow cytometric assay is capable of measuring Bodipy-GTP binding to nine small G-proteins simultaneously  (KRas WT, G13D, G12V, G12D, Q61H; Rac1 WT, CDC42 WT; Rab7 WT; RhoA). Chimeric GST~fusion proteins are bound to glutathione bead sets that are discriminated by differing intensities of red fluorescence of a fixed wavelength. Bodipy-GTP binding is detected using a separate green-wavelength channel. This format allows for the potential identification of selective modulators of GTP binding to particular G-proteins. Both increased and decreased fluorescence of bound Bodipy-GTP can be quantified.  

Protocol
Bead sets (4µM) that have been pre-coupled with GST~GTPase constructs overnight are washed to remove unbound proteins and are kept on ice until use. Assay plates with pre-spotted compounds (10µM for the primary screen, 100µM top concentration for the concentration-dependent analyses) and DMSO controls are assembled by adding 5µL of assay buffer followed by 5µL of the coupled bead set mixtures. The final concentration of each bead set is 200 beads/µL. Compounds are incubated with GTPase~coupled beads for 30 minutes followed by the addition 100 nL of Bodipy-GTP to a final concentration of 10 nL followed by incubation for 1 hour. Assay plates are sampled using a high-throughput flow cytometry platform that delivers air-separated samples to a flow cytometer. Data from individual assay plates are acquired as single files that are subsequently parsed into individual bins with associated fluorescence signatures.   
Readout
Bodipy-GTP fluorescence associated with each individual bead set is measured after one hour of incubation. Positive and negative control wells are used to calculate Zâ€™ statistics and active hit compounds are selected based on % signal deviation from control well averages.  
Detection Method
flow cytometry
Detection Reagents
Bodipy-GTP
Components
GSH-modified 4 uM beads; GST-GTPase fusion proteins; Bodipy-GTP
Drug Concetration
10ÂµM, 10nL.",gpt-3.5-turbo,Biotechnology	Molecular biology	Drug discovery
Macrophage cytotoxicity,"Secondary assay: A high content microscopy assay to determine cytotoxicity of drugs against macrophages
Purpose
Mycobacterium tuberculosis, the causative agent of tuberculosis, exists in a complex set of environments both intracellularly and extracellularly in the host. Most drug screening for tuberculosis has been performed on extracellular bacteria. We are screening for drugs that inhibit M. tuberculosis growth inside macrophages, a primary cell type in which the bacteria reside. This is a high-content image-based assay. Total fluorescence intensity of DsRed-producing M. tuberculosis and nucleic acid-stained macrophages are readouts of growth or survival.
Protocol
RAW 264.7 cells are propagated in RMPI ( RPMI-1640, 10% FBS, 2 mM Glutagro, 1 mM sodium pyruvate medium) in a humidified atmosphere of 37Â°C, 5% CO2. RAW 264.7 cells are infected with M. tuberculosis (H37Rv DREAM8 strain which constitutively expresses DsRed) at multiplicity of infection of 1.0 overnight. Compounds are diluted in RPMI-1640, 5% FBS with Glutagro and 1 mM sodium pyruvate. Infected RAW 264.7 cells are harvested with Accumax solution, washed twice with PBS to remove extracellular bacilli and resuspended in RPMI-1640 with Glutagro and sodium pyruvate (no FBS). Infected cells are  seeded in 384-well plates containing compounds at 3.3 x 10^3 cells per well, resulting in a final assay concentration of 2.5% FBS. After a 72 hour incubation period, SYBR Green I dye is diluted in PBS and added to a final concentration of 5x to stain macrophage nuclei. Cells are imaged on an ImageXpress Micro with a 4x objective. Macrophage nuclei are imaged using a FITC filter set and M. tuberculosis are imaged using a Texas Red filter set. This method has been published: https://www.sciencedirect.com/science/article/pii/S1046202316303619?via%3Dihub
Readout
Images were analyzed by setting a lower bound for pixel intensity for each channel to define nuclei and bacteria above background.The integrated pixel intensity of each channel above this threshold was then determined as a measure of macrophage or M. tuberculosis  growth. Raw data were normalized to the average integrated intensity value from DMSO treated wells and expressed as % growth.
Detection Method
high content imaging
Detection Reagents
SYBR Green dye, DsRed
Components
RAW 264.7 cells, M. tuberculosis (H37Rv DREAM8 strain)
Drug Concetration
10  Ã‚ÂµM",gpt-3.5-turbo,Cell biology\tDrug discovery\tImmunology
Repurposing Medicinal Drugs for Human Adenovirus (ADV) ,"Infections with human adenovirus (ADV) can cause life-threatening disease in immunosuppressed patients, in particular in children receiving a stem cell transplant. There are no good drugs with broad activity against different human adenovirus species. We aim to identify small molecule inhibitors that show broad activity against different adenovirus species. We will screen the ReFrame library with a recombinant human adenovirus type 5 carrying an mCherry marker. Confirmed â€˜hitsâ€™ will subsequently be tested against clinical ADV isolates representing different ADV types and species, taking advantage of the ADV strain collection in the Institute of Virology of Hannover Medical School, which hosts the German National Reference Centre for Adenoviruses. 
Purpose
Antigen-antibody reactions are one of the most specific biological interactions. Antibody based detection of viral antigen represents one of the best ways to confirm viral infection. We use this method as a specific, scalable and quantifiable technique to measure viral infection. Cells (of choice) are treated with compounds at predetermined conditions (concentration, time, sequence) followed by challenge with the virus. After the predetermined time window, when sufficient viral protein is detectable, cells are fixed. Either fluorescently conjugated antibodies specific to viral protein/s or specific primary antibody followed by fluorescently labeled secondary antibody are used to detect viral antigen. Fluorescent DNA or cell membrane binding dyes are used to get an estimate of total cell numbers. Cells stained with these reagents are imaged on an automated microscope. Image analysis software is used to count the number of cells that are positive for viral antigen (a direct correlate of infection), level of fluorescence (bright or dim: another parameter indicative of the level of replication) and total cell numbers. Comparison of these parameters among treated and untreated groups gives the estimate of compound activity. If different doses for treatment of cells are used, dose response curves can be generated that enable estimation of IC-50s and IC-90s. 
Protocol
A549 cells are seeded in black/clear 384-well plates. Compounds are added together with Ad5-Virus (MOI 0.5). After 72h p.i supernatants are harvested and used to inoculate A549 cells, seeded one day before in black/clear 384-well plates. MTT-Assay is performed on A549 cells of the 1st infection to determine cell viability. The mCherry intensitiy in A549 cells is measured 72h p.i.(1st infection) and 48h p.i. (2nd infection)
Readout
high content fluorescence measurement
Detection Method
72h p.i. a549 cells are washed with pbs twice. mcherry signals are measured in life cells using a biotek cytation 3 cell imaging multi-mode reader; the same imaging reader is used to measure an mtt assay used to determine cell viability. the 2nd infection is treated and measured as the 1st infection.


Detection Reagents
mCherry fluorescent protein (mCherry), MTT substrate (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl tetrazolium bromide)
Components
Human A549 cells
Drug Concetration
5  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Immunology	Infectious disease
Viral Inhibition screen for DENV transmission blocking molecules (U4.4 cells),"High Throughput Screening for DENV transmission blocking molecules in U4.4_DENV1 stable cell line (mosquito cell line)
Purpose
We aim to screen for molecules that target mosquito host cell factors playing a role in the viral replication, consequently inhibiting the replication of virus in the mosquito. The screen will be carried out in Aedes albopictus U4.4 cells (Argo knockout) expressing DENV1 replicon with a Nanoluciferase based reporter. The U4.4-DENV1 replicon cell line has been stably and successfully maintained for over 30 passages without significant loss of reporter signal. Screen will be done on a 384-well plate using cryopreserved cells, frozen at the same passage. This will save time on culturing cells throughout the screen and will reduce any variations that may be caused due to different cell passages. Luminescence generated by Nanoluciferase will be the read-out for viral replication inhibition in this assay.
The screen will be carried out in 2 steps
-Single point screen at 10uM compound concentrations on U4.4_DENV1 cells
- 10 point Dose response screen on U4.4_DENV1 and BHK_DENV1 cell lines 
Protocol
Primary single point screen: Prespotted assay plates including the positive and negative controls on solid white 384- wells plate ( Catalog number: Greiner Bio-one, 781080). 40 nl of compound to a final concentration of 10 µM is added to each plate in a final volume of 40 µl. 
10 point dose response screen (Hits only): Prespotted assay plates including the positive and negative controls on solid white 384- wells plate ( Catalog number: Greiner Bio-one, 781080). 
U4.4_DENV1 cryopreserved cells are added to each well (1000 cells/40µl). Plates are incubated at 26°C for 72 hours. 40µl of Nanoluciferase substrate with lysis buffer is added to each well and read after 10 mins incubation.
Readout
40 µl of Nanoluciferase substrate with lysis buffer is added to each well and read after 10 mins incubation. Data is normalized to Ribavirin, which is used as the viral inhibitor control. Z prime is calculated for each assay plate to verify the robustness of the assay. 
Detection Method
luminescence
Detection Reagents
NanoGlo reagent provided by Promega
Components
Nanoluciferase, Dengue non-infectious virus (replicon)
Drug Concetration
Primary single point screen: 40 nl (10mM) in a total volume of 40 µl to give a final concentration of 10µMNeutral Control (Position on plate, description, and amount transferred in nL)column 23, 40nl (DMSO) in a total volume of 40 µl to give 0.1% DMSO",gpt-3.5-turbo,Antimicrobial Resistance	Compound libraries and screening	ImmunoInformatics
Development of preclinical candidates for the treatment of NTM disease - M. abscessus Bamboo,"In vitro high-throughput phenotypic screen to identify small molecule inhibitors with activity against both Mycobacterium abscessus and Mycobacterium avium species, ideally also active against Mycobacterium tuberculosis.
Purpose
This is an in vitro high-throughput phenotypic screen to identify new orally bioavailable preclinical development candidate compounds for the treatment of non-tuberculous mycobacteria (NTM) lung disease caused by both Mycobacterium abscessus and Mycobacterium avium species. NTM are diverse and ubiquitous in the environment and are increasingly being identified globally in association with serious, usually opportunistic, infections in humans. M. abscessus, one of the most commonly identified NTM species responsible for severe respiratory, skin and mucosal infections in humans, is intrinsically resistant to available antibiotics, underscoring the need to identify novel therapeutic strategies for the treatment of NTM lung disease.
Protocol
Mid-log (OD600 = 0.4-0.6) cultures of M. abscessus Bamboo and M. avium 11 grown in Middlebrook 7H9 liquid medium are diluted to OD600 = 0.05 prior to incubation in the presence of the compounds at 37Â°C with shaking at 110 rpm for 3 and 4 days, respectively. Following incubation, percentage growth inhibition is calculated by normalization to Day 0 data and DMSO negative controls as reference. Compounds displaying >85% growth inhibition against both M. abscessus Bamboo and M. avium 11 species are followed up in secondary dose-response screens to identify those with the most potent activity against both organisms. Following selection of the most promising candidate compounds, carried out in consultation with Calibr, further in vitro and in vivo characterization is carried out to facilitate target deconvolution and to determine efficacy in the mouse model of NTM infection. 
Readout
Read out will measure cell growth as a function of absorbance at OD600; data are normalized to the DMSO carrier in the absence of compound.
Detection Method
absorbance measured at od600; clarithromycin is used as a positive control; dmso is the negative control, used for normalization of bacterial cell growth.
Components
M. abscessus Bamboo; M. avium 11
Drug Concetration
40nL for 20uL assay volume at 20 Ã‚ÂµM",gpt-3.5-turbo,Drug development	Pharmacology	Microbiology
XDR Klebsiella pneumoniae amikacin potentiation in the presence of a fixed concentration of amikacin ,"Identification of potentiators of amikacin against XDR Klebsiella pneumoniae via growth inhibition assay
Purpose
The goal of this screen is to identify compounds in the ReFRAME library that potentiate the efficacy of the aminoglycoside amikacin against extensively drug-resistant (XDR) K. pneumoniae. Aminoglycosides such as amikacin are important therapeutic options for treating nosocomial Gram-negative infections, but resistant isolates are increasingly reported. Mechanistically, aminoglycosides have the dual advantage of inhibiting protein synthesis, thereby decreasing the expression of bacterial toxins and resistance-mediating enzymes, and permeabilizing the outer membrane. The 384-well screen identifies inhibitors of globally prevalent XDR K. pneumoniae strains, either through potentiation of amikacin and/or direct growth inhibition. This screen is performed following the European Committee on Antimicrobial Susceptibility Testing (EUCAST) guidelines, which recommends using the International Organization for Standardization (ISO) reference methods for drug susceptibility testing (ISO 20776-1:2019). These guidelines were adapted to 384-well format to accommodate high-throughput screening and primary screening at single concentration.
Protocol
Compounds will be pre-spotted onto 384 well microtiter plate (columns 3-22) at 20 ÂµM for primary screen and 40 ÂµM top concentration for dose response together with a fixed concentration of amikacin corresponding to approximately 1/4 x MIC against the XDR K. pneumoniae strains. 5 x 105 CFU/mL of bacteria in Cation-Adjusted Mueller-Hinton Broth (CAMHB) are then dispensed to wells in columns 1-23 to a final volume of 50 Âµl per well. CAMHB only is added to wells in column 24. Control conditions are bacteria only (16 wells, column 1), bacteria plus amikacin at 1/4x MIC (16 wells, columns 2), bacteria plus positive drug control apramycin (2 times 8-pt dose-response, column 23) and CAMHB only wells (16 wells, column 24). Plate are incubated for 18h at 37Â°C and optical density at 600 nm (OD600) read with a multimode plate reader.
Readout
Growth inhibition after 18h incubation measured by OD600
Detection Method
optical density at 600 nm (od600)
Detection Reagents
None
Components
Klebsiella pneumoniae
Drug Concetration
20  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Public health and epidemiology	Microbiology
XDR Acinetobacter baumannii amikacin potentiation,"Identification of potentiators of amikacin against XDR Acinetobacter baumannii via growth inhibition assay
Purpose
The goal of this screen is to identify compounds in the ReFRAME library that potentiate the efficacy of the aminoglycoside amikacin against extensively drug-resistant (XDR) A. baumannii. Aminoglycosides such as amikacin are important therapeutic options for treating nosocomial Gram-negative infections, but resistant isolates are increasingly reported. Mechanistically, aminoglycosides have the dual advantage of inhibiting protein synthesis, thereby decreasing the expression of bacterial toxins and resistance-mediating enzymes, and permeabilizing the outer membrane. The 384-well screen identifies inhibitors of globally prevalent XDR A. baumannii strains, either through potentiation of amikacin and/or direct growth inhibition. This screen is performed following the European Committee on Antimicrobial Susceptibility Testing (EUCAST) guidelines, which recommends using the International Organization for Standardization (ISO) reference methods for drug susceptibility testing (ISO 20776-1:2019). These guidelines were adapted to 384-well format to accommodate high-throughput screening and primary screening at single concentration.
Protocol
Compounds will be pre-spotted onto 384 well microtiter plate (columns 3-22) at 20 ÂµM for primary screen and 40 ÂµM top concentration for dose response together with a fixed subinhibitory concentration of amikacin corresponding to approximately 1/3 x MIC50 against the XDR A. baumannii strains. 5 x 105 CFU/mL of bacteria in Cation-Adjusted Mueller-Hinton Broth (CAMHB) are then dispensed to wells in columns 1-24 to a final volume of 50 Î¼l per well. Control conditions are bacteria only with DMSO (negative control), bacteria plus amikacin at the selected combination screen concentration (to be determined) and bacteria plus positive drug control apramycin (at 4x MIC). Plate are incubated for 20h at 37Â°C and optical density at 600 nm (OD600) read with a multimode plate reader.
Readout
Growth inhibition after 20h incubation measured by OD600
Detection Method
optical density at 600 nm (od600)
Detection Reagents
None
Components
Acinetobacter baumannii
Drug Concetration
20 ÂµM final concentration in A3-P22 (100 nL dispensed from 10 mM stock); Backfill with 400 nL DMSO for total volume in the well of 500 nL",gpt-3.5-turbo,Antimicrobial Resistance	Iinfectious disease	Drug discovery
Compound cytotoxicity on HEp2 cells,"Secondary. The high throughput cell-based HTS-system based on recombinant hRSV-A_GFP has been developed to identify anti-hRSV compounds. At the same time, compound induced cytotoxicity in infected cells was measured using an MTT assay.
Purpose
The cell-based HTS-system based on a recombinant hRSV-A strain including a GFP reporter that reflects viral replication has been developed to identify anti-hRSV compounds. Total GFP signal is used as readout to determine, whether a compound reduces viral abundance. In parallel, a MTT (Thiazolyl Blue Tetrazolium Bromide) assay is conducted to distinguish between viral inhibitors and compounds reducing the GFP signal due to cytotoxicity. Thereby false positive results shall be excluded. When MTT is added to viable cells, the substrate is metabolized which leads to a measureable color change.
Protocol
Hep-2 cells are seeded in a clear bottom 384-well plates. Compounds are added together with the virus (MOI 0.5) 24h post seeding and same volume of DMSO is used as the neutral control.
Readout
48h p.i. supernatant is removed and PBS is added to the cells to measure the viral GFP signal. Afterwards, MTT containing medium is added for 30 minutes. The cells are then lysed in DMSO and cell metabolism induced color change is measured using a Biotek Cytation 3 Cell Imaging Multi-Mode Reader to determine cell viability.
Detection Method
high content photometric measurement
Detection Reagents
MTT substrate (3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl tetrazolium bromide)
Components
HEp2 (human epithelial cell line)
Drug Concetration
60 nl from 10 mM source mixed with 15 µl medium and 15 µl virus solution of which 20 µl are added to 60 µl cell supernatant = 5 µM screening concentration",gpt-3.5-turbo,Compound libraries and screening	Taxonomy	Toxicology
Small Molecule Inducer of MDS Stem Cell Differentiation,"Primary CD34+ stem cells isolated from bone marrow of MDS patient or MDS cell line will be used for this assay. GlyA will be used as a marker of erythrocyte lineage differentiation. 


Purpose
In MDS, some of the cells in the bone marrow are abnormal (dysplastic) and have problems making new blood cells. Many of the blood cells formed by these bone marrow cells are defective. Defective cells often die earlier than normal cells, and the body also destroys some abnormal blood cells, leaving the person without enough normal blood cells. Currently, the therapeutic treatment for MDS is limited to chemotherapy therapies or epigenetic modulators and response rate is fairly low. Due to the cause of MDS is primarily defect in cell differentiation, strategy that alters MDS stem cell differentiation potential with small molecule holds promise to treat MDS disease.


Protocol
In screening with primary MDS cells, CD34+ selection from bone marrow biopsy of MDS patient will be performed to isolate MDS stem cell.  MDS stem cells will be cultured in expansion media for 4 days and switch to myeloid/erythroid differentiation media for another 3 days. Cells will be seeded at 2000 cells/well in 50 uL differentiation media and exposed to compound at 2 uM for 4 days. This is an imaging based assay, by the end of day 4, cells will be stained with anti GlyA antibody and scanned with cellomics. Increase in percentage of GlyA+ cells are expected with hit compounds. In screening to MDS cell line (similar to primary MDS cells), increase in GlyA+ cells are expected with hits. Different than with primary cells, this assay is a flow cytometry based assay and the cells will be seeded at 20,000 cells/well in 50 uL.

Readout
GlyA+ cell population
Detection Method
imaging and flow cytometry
Detection Reagents
Antibody
Components
Human
Drug Concetration
2  Ã‚ÂµM",gpt-3.5-turbo,Cell biology	Drug development	Immunology
Screening for PLD3 enzyme inhibitors,"PLD3 and PLD4 are endolysosomal exonucleases that appear to behave as negative regulators of nucleic acid sensing. Inhibitors may be useful as immunological adjuvants for vaccine or cancer applications.
Purpose
The screen we have developed has been assessed using the LOPAC library. Our assay relies on the exonuclease activity of PLD3 and PLD4. A short oligonucleotide carrying a fluorescein adduct on one base along with a fluorescence quencher (Iowa Black) on the 3 prime end emits enhanced fluorescence upon digestion by PLD3 or PLD4. Inhibitors will suppress this signal. We plan to introduce into plates that are pre-dotted with compounds to be screened a buffer containing enzyme but no substrate. After a 15 min room temperature incubation, the substrate will be added in an equal volume of butter and the reaction allowed to continue for 2 hours at 37oC. FITC fluorescence is then read. We propose to use PLD3 at 2 nM, PLD4 at 100 nM, and substrate at 2 uM. Final concentration of the ReFrame compound inhibitors will be 2 uM. 
Protocol
Clear 384-well plates are spotted with 10 nl compounds (final conc 2 uM). Then 5 ul enzyme in 1X buffer is added and the plates pre-incubated with compunds for 15 min at room temperature. Next, 5 ul 1X buffer containing fluorogenic substrate (4 uM) is added, and cultured at 37oC for 2 h. One copy of the spotted library will be incubated with 2 uM PLD3, substrate and its optimal buffer. A second copy of the spotted library will be incubated with PLD4, substrate along with its buffer. Assays will be carried out simultaneously to identify selective inhibitors of each isoform.
Readout
Plates are read in a fluorimeter for FITC (FAM) fluorescence.
Detection Method
assay is read on a 384-well plate fluorimeter.
Detection Reagents
Oligonucleotide FRET probe carrying FITC and quencher on different nucleotides.
Components
Oligonucleotide FRET probe carrying FITC and quencher on different nucleotides.
Drug Concetration
10 nL compound from 2 mM source to 10 ÂµL assay volume.  2 ÂµM final concentration",gpt-3.5-turbo,Compound libraries and screening	Purification and separation	Biochemistry
Toxicity screen on Hit compounds for DENV transmission blocking molecules,"Secondary assay for A00378. High Throughput luciferase interference screening for Hit compounds from the primary screen on U4.4_DENV1 stable cell line (mosquito cell line)

Purpose
We aim to screen the hit compounds from the primary screen (done previously) to identify the false positives. For this purpose, cytotoxicity assay will be used as the deselection assay. The screen will be carried out in Aedes albopictus U4.4 cells (Argo knockout) expressing DENV1 replicon with a Nanoluciferase based reporter. The U4.4-DENV1 replicon cell line has been stably and successfully maintained for over 30 passages without significant loss of reporter signal. Screen will be done on a 384-well plate using cryopreserved cells, frozen at the same passage. This will save time on culturing cells throughout the screen and will reduce any variations that may be caused due to different cell passages. Fluorescent signal generated by conversion of Resazurin to resoflurin will be used as the measure of viability of the cells.
Toxicity assay will be carried out as a dose response screen after the primary single point viral inhibition screen. 
Protocol
8 point dose response screen (Hits only): Prespotted assay plates including the positive and negative controls on solid black 384- wells plate ( Catalog number: Greiner Bio-one, 781086). X nl of compound to a final concentration ranging from 10 ÂµM- 3 nM is added to each plate in a final volume of 40 Âµl.
U4.4_DENV1 cryopreserved cells are added to each well (5000 cells/40Âµl). Plates are incubated at 26Â°C for 48 hours. 20Âµl of Resazurin substrate is added to each well and fluorescence is measured after 24 hours incubation at 26Â°C.
Readout
20Âµl of 2100ÂµM Resazurin solution is added to each well and fluorescence is measured after 24 hours incubation at 26Â°C. Data is normalized to cycloheximide, which is used as the toxicity control. Z prime is calculated for each assay plate to verify the robustness of the assay. 
Detection Method
fluorescence
Detection Reagents
2100ÂµM Resazurin solution
Components
Resazurin, U4.4_DENV1 cells
Drug Concetration
Dose response screen: 10 ÂµM-3 nM for a final volume of 40 Âµl",gpt-3.5-turbo,Toxicology	Molecular biology	Cell biology
HTS screening for MEF2C transcriptional activators in hiPSC-derived neurons,"Luciferase-based screening of MEF2C transcriptional activity, using hiPSC-derived neuronal progenitor cells. 
Purpose
Myocyte enhancer factor 2 (MEF2) is a family of transcription factors that play a role in development, cell differentiation, and organogenesis. Our group previously discovered the Mef2c gene and showed that heterozygosity or brain-specific knockout using a Nestin-Cre driver produces mice with immature electrophysiological network properties, excitatory/inhibitory (E/I) imbalance, and behavioral deficits reminiscent of ASD, and Rett syndrome (RTT) in particular. Recent human genetic studies have established an association between MEF2C mutations and a form of ASD now known as MEF2C Haploinsufficiency Syndrome (MHS). Moreover, MEF2C reportedly functions as a coregulator of ASD-associated gene networks, We have generated human induced pluripotent stem cells (hiPSCs) from MHS patients, and generated neuronal progenitor cells (NPC). Activating the normal copy of MEF2C, may prevent some of the deficiencies observed using this â€œdisease-in-a-dishâ€ disease model. Since MEF2C is a coregulator of ASD-associated gene networks gene in neurodevelopment exerting transcriptional control over many other critical ASD candidate genes, our approach may lead to personalized therapies for multiple forms of ASD.
Protocol
hiPSCs are differentiated to NPCs using the dual SMAD inhibition protocol. The NPCs are cultures in high density in DMEM/F12 supplemented with BSA, N2 and B27. The cells are cultures on the following substrate: PEI, PDLO and Laminin.
Cells are transfected with Luciferase-MEF2C reporter plasmid using electroporation method (Nucleofector, Lonza stem cell transfection kit). 
First, Compounds are added to each well at a final concentration of 10uM. Then, cells are added to the 1536 wells, at a concentration of 5,000 cells per well, with a final volume of 5uL. 24 hours later, Luciferase activity is measured using Steady-Glo Luciferase kit (Promega).

Day -1: Coat plates with 6uL of Ornithine
Day 0: Bluecat Wash 4x with water and add 6uL of Laminin (can store for up to a week)
Day 1: Spin out Laminin on Bluecat wash and seed 5uL of cells and echo cmopounds
Day 2: 2uL of steady glo and read

Readout
Luciferase activity is measured in the cells, and normalized to untreated cells, and compared to a positive control. Hits that show more than 3-fold increase will be screened further for dose response
Detection Method
luciferase activity
Detection Reagents
Steady-Glo (Promega)
Components
human
Drug Concetration
50 nL from 1mM source to 5 ul assay volume = 10 Ã‚ÂµM",gpt-3.5-turbo,Biochemistry	Molecular biology	Neurobiology
The compounds reverse the high palmitate-induced beta cell dysfunction,"This is cell-based phenotypic screen using Endobeta C cells carrying Nano-Luc. This assay will identify the drug candidates that reverse high palmitate-induced beta cell dysfunction.
Purpose
Diabetes is a polygenetic and chronic disease affecting approximately 346 million people worldwide. Uncontrolled diabetes results in hyperglycemia, which overtime leads to serious damages to many organs. More than 90% diabetic population have type 2 diabetes mellitus (T2DM). The classic pathogenesis of T2DM involves insulin resistance and pancreatic beta cell dysfunction, marked by impaired glucose stimulated insulin section. Only 40-50% of individuals with insulin resistance progress to T2DM. The pivotal defect in those who progress is that pancreatic beta cells fail to compensate for insulin resistance, become dysfunctional and eventually die. Thus, pancreatic beta cell dysfunction is a key step in the progression from metabolic impairments to a disease state. 
Protocol
Briefly, EndobetaC cells, a human pancreatic beta cell line, were labelled with nano-luciferase. EndobetaC nano-Luc cells were plated on 384-well plate and treated with compound plus 2 mM palmitate for 72 hours. After washing, the cells will be treated with 2 mM and 20 mM glucose respectively. The supernatant will be used for luciferase-based assay.
Readout
The fold change, which is the luciferase signal at 20 mM glucose divided by the luciferase signal at 2 mM glucose.
Detection Method
luminescence
Detection Reagents
Luciferase substrate.
Components
Human
Drug Concetration
80 nL from 10 mM source to 80 Î¼L assay volume = 10 Î¼Mâ€)",gpt-3.5-turbo,Cell biology    Drug discovery   Diabetes
XDR Klebsiella pneumoniae amikacin potentiation in the absence of amikacin,"Secondary screen for A00385 Identification of potentiators of amikacin against XDR Klebsiella pneumoniae via growth inhibition assay
Purpose
The goal of this screen is to identify compounds in the ReFRAME library that potentiate the efficacy of the aminoglycoside amikacin against extensively drug-resistant (XDR) K. pneumoniae. Aminoglycosides such as amikacin are important therapeutic options for treating nosocomial Gram-negative infections, but resistant isolates are increasingly reported. Mechanistically, aminoglycosides have the dual advantage of inhibiting protein synthesis, thereby decreasing the expression of bacterial toxins and resistance-mediating enzymes, and permeabilizing the outer membrane. The 384-well screen identifies inhibitors of globally prevalent XDR K. pneumoniae strains, either through potentiation of amikacin and/or direct growth inhibition. This screen is performed following the European Committee on Antimicrobial Susceptibility Testing (EUCAST) guidelines, which recommends using the International Organization for Standardization (ISO) reference methods for drug susceptibility testing (ISO 20776-1:2019). These guidelines were adapted to 384-well format to accommodate high-throughput screening and primary screening at single concentration.
Protocol
Compounds will be pre-spotted onto 384 well microtiter plate (columns 3-22) at 20 ÂµM for primary screen and 40 ÂµM top concentration for dose response together with a fixed concentration of amikacin corresponding to approximately 1/4 x MIC against the XDR K. pneumoniae strains. 5 x 105 CFU/mL of bacteria in Cation-Adjusted Mueller-Hinton Broth (CAMHB) are then dispensed to wells in columns 1-23 to a final volume of 50 Âµl per well. CAMHB only is added to wells in column 24. Control conditions are bacteria only (16 wells, column 1), bacteria plus amikacin at 1/4x MIC (16 wells, columns 2), bacteria plus positive drug control apramycin (2 times 8-pt dose-response, column 23) and CAMHB only wells (16 wells, column 24). Plate are incubated for 18h at 37Â°C and optical density at 600 nm (OD600) read with a multimode plate reader.
Readout
Growth inhibition after 18h incubation measured by OD600
Detection Method
optical density at 600 nm (od600)
Detection Reagents
None
Components
Klebsiella pneumoniae
Drug Concetration
20  Ã‚ÂµM",gpt-3.5-turbo,Antimicrobial Resistance	Taxonomy	Microbiology
