Name,Description,Model,Predictions,Hallucinations
Transcriptome of mouse bone marrow derived macrophages infected by Wild-Type and gra18 mutant strains of T. gondii,Transcriptome of mouse bone marrow derived macrophages infected by Wild-Type and gra18 mutant strains of T. gondii,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'RNA'}",set()
Transcriptional responses to macrophage phagocytosis,Transcriptional responses to macrophage phagocytosis by Candida tropicalis,gpt-3.5-turbo,"{'Biomarkers', 'Animal study', 'Transcriptomics'}",{'Animal Study'}
<i>Cryptococcus gattii VGI</i> EJB2 Genome Sequence and Annotation,Cryptococcus gattii EJB2 Genome Sequence and Annotation,gpt-3.5-turbo,"{'Data acquisition', 'Environmental sciences'}",{'Vector-borne diseases'}
PCF and BSF Surface Proteomics,T. brucei proteomics of the cell surface from both PCF and BSF stages,gpt-3.5-turbo,"{'Public health and epidemiology', 'Zoology', 'Infectious disease'}",{''}
Intracellular Amastigotes (MNYC/BZ/62/M379),Proteomic analysis of intracellular Leishmania mexicana.,gpt-3.5-turbo,"{'Zoology', 'Parasitology', 'Environmental sciences'}",set()
"Infected ileum and cecum of IFN-gamma negative, STAg treated mice",Transcriptome of Cryptosporidium parvum from the ileum and cecum of IFN-gamma negative mice during treatment with or without STAg.,gpt-3.5-turbo,"{'Cell biology', 'Parasitology', 'Molecular biology'}",set()
The effect of permethrin resistance on transcriptome following ingestion of Zika virus infected blood,"Aedes aegypti (L.) is the primary vector of many emerging arboviruses. Insecticide resistance among mosquito populations is a consequence of the application of insecticides for mosquito control. We used RNA-Seq to compare transcriptomes between permethrin resistant and susceptible strains of Florida Ae. aegypti in response to Zika virus infection.  Overall design: Ae. aegypti larvae were collected from Key West (24.55 N, 81.78 W), Florida, USA and maintained at the Florida Medical Entomological Laboratory (FMEL) in Vero Beach, FL since 2011. The parental collection of Ae. aegypti from the field was initially tested for permethrin resistance, then subjected to permethrin selection for 15 generations (see below) and again assayed for resistance (referred to as the resistant strain). The Orlando strain of Ae. aegypti was collected from Orlando (28.53 N, 81.37 W), Florida, USA and reared in the Mosquito and Fly Research Unit, Center for Medical, Agricultural and Veterinary Entomology, ARS-USDA in Gainesville, FL since 1952. The Orlando strain is recognized as a permethrin susceptible strain of Ae. aegypti. Four-day-old female adults were fed defibrinated bovine blood containing either ZIKV (treatment) or blood lacking virus (control). The ZIKV infected and control mosquitoes from two Ae. aegypti strains were harvested for a time course study. Individual mosquitoes were dissected into body and legs and tested to confirm susceptibility to infection and disseminated infection rates, respectively. Ten mosquitoes (12 hours and 7 days post ZIKV infection) were pooled for each sample for RNA-Seq.",gpt-3.5-turbo,"{'Public health and epidemiology', 'Medical informatics', 'Infectious disease'}",set()
International Centers of Excellence for Malaria Research,An NIH program establishing a network of independent research centers in malaria-endemic settings.,gpt-3.5-turbo,"{'Genomics', 'Biology'}",{'Annotation'}
Post-translationally modified proteins during differentiation,"Proteomes of post-translationally modified proteins (glycosylated, acetylated, methylated and phosphorylated) from L. infantum promastigotes, amastigotes and differentiating promastigotes.",gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Infectious disease'}",set()
ChIP-Seq in MORC WT and MORC KD parasites,ChIP-Seq in MORC WT and MORC KD T. gondii,gpt-3.5-turbo,"{'Genetic variation', 'Genetics', 'Infectious disease'}",set()
SNP calls of C. auris collected from apples,Seasonal tropical and temperate fruits were screened for C. auris. Colonies of C. auris were obtained from the surfaces of stored apples.,gpt-3.5-turbo,"{'Zoology', 'Public health and epidemiology'}",{'Entomology'}
"Reduced-representation sequencing identifies small effective population sizes of
Anopheles gambiae in the north-western Lake Victoria basin, Uganda","478 Anopheles gambiae mosquitoes were collected from six locations and a subset (N=96) was selected for RADseq. The resulting SNP marker set was analysed for effective size, connectivity and population structure.",gpt-3.5-turbo,"{'Parasitology', 'Biology', 'Biochemistry'}",set()
"Mosquito surveillance in Orange County, Florida, USA. 2015",Mosquito surveillance from the Orange County Mosquito Control District Vector Surveillance program to survey mosquito populations. (MapVEu VBP0000260),gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Biology'}",set()
CalCEN: Candida albicans co-expression Network v1.0.0,Raw reads from 853 RNA-seq runs of 18 large-scale candida Albicans studies were collected from NCBI and re-mapped to 6226 open reading frames of the SC5314 strain. The CalCEN co-expression network was then estimated by the pairwise spearman rank-correlation of FPKM expression values across all runs.,gpt-3.5-turbo,"{'Zoology', 'Transcriptomics', 'Molecular biology'}",set()
North Dakota State Department of Health mosquito data for 2011,"2011 mosquito data from North Dakota, collected by the North Dakota State Department of Health. (MapVEu VBP0000535)",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Genomics'}",set()
Aligned genomic sequence reads - strain IQ07,"Whole genome resequencing data from  P. vivax strain IQ7 were used to call SNPs 
       and determine CNV at the gene and chromosome level.",gpt-3.5-turbo,"{'Genomics', 'Biology', 'Sequence analysis'}",set()
<i>Trypanosoma cruzi</i> strain S162a Genome Sequence,Genome Sequence for Trypanosoma cruzi strain S162a,gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Molecular genetics'}",set()
"Pyrethroid susceptibility & enzyme activity in two malaria vectors, Anopheles stephensi (Liston) & A. culicifacies (Giles) from Mysore, India.",Insecticide resistance study imported from IRBase. (MapVEu VBP0000036),gpt-3.5-turbo,"{'Ribosome Profiling', 'Sequence analysis', 'RNA'}","{'seqeuence analysis', 'splicing'}"
Over-expressed proteins in ΔprtT mutant,Proteome analysis of the protease-deficient ΔprtT mutant in Aspergillus fumigatus.,gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Immunology'}",set()
WGS of C. parvum isolates from human (PRJNA634014) (C. hominis aligned),Whole genome sequencing of C. parvum isolates retrieved from human hosts. Isolates were aligned to C. hominis,gpt-3.5-turbo,"{'Taxonomy', 'Bioinformatics', 'Parasitology'}",set()
Comparative transcriptomics of C. neoformans mutants defective in heterochromatin regulation,"Stranded RNA-Seq profiles of WT, ezh2Δ, msl1Δ, ccc1Δ, clr4Δ, and ccc1-W52A 
		aromatic cage mutant.",gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Sequence analysis'}",set()
Deep RNA-Seq under diverse growth conditions,"Growth conditions tested: hyphae-inducing, tissue culture medium buffered to different pH's, high oxidative stress, low oxidative stress, nitrosative stress, and cell wall damage–inducing.",gpt-3.5-turbo,"{'Genetics', 'Toxicology', 'Environmental sciences'}",set()
Parasite transcriptome during infection in mouse brain.,Transcriptome of Toxoplasma gondii from injected mouse neurons,gpt-3.5-turbo,"{'Cell biology', 'Immunology', 'RNA'}",set()
Parasite infected erythrocyte surface proteins (PIESP) (3D7),"Intact parasite-infected P. falciparum 3D7 erythrocytes were biotin labeled and 
      purified surface proteins were analyzed by MudPIT.",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'DNA'}",set()
ESTs in TvCS library,T. vaginalis G3 EST sequences,gpt-3.5-turbo,"{'Parasitology', 'Proteomics'}",{'Mitochondria'}
<i>Anopheles maculatus</i> maculatus3 Genome Sequence and Annotation,Genome Sequence and Annotation for Anopheles maculatus maculatus3,gpt-3.5-turbo,"{'Genetics', 'Population genetics', 'Molecular biology'}",set()
<i>Trypanosoma cruzi</i> strain 231 Genome Sequence,Genomic Sequence of Trypanosoma cruzi strain 231.,gpt-3.5-turbo,"{'RNA', 'Transcriptomics', 'Infectious disease'}",set()
Generic RNA-Seq for gene prediction (aligned to SDA-500 strain),RNA-Seq of 15 genomes of Anopheles,gpt-3.5-turbo,"{'Genomics', 'Pathology'}",{'Annotation'}
Whole male vs female (from non-lactating vs lactating),The transcriptomes included in this project include information derived from whole male and whole female tsetse flies. Female samples include those from non-lactating and lactating females.,gpt-3.5-turbo,"{'Public health and epidemiology', 'Microbiology', 'Medicine'}",set()
Community structure and insecticide resistance of malaria vectors in northern-central Myanmar,"During October and November 2019, larvae and adult females of Anopheles mosquitoes were collected in three sentinel villages of Banmauk township in northern Myanmar. Adult female mosquitoes collected by cow-baited tent collection and adults reared from field-collected larvae were used to determine mortality rates and knockdown resistance against deltamethrin using the standard WHO susceptibility test. Molecular species identification was performed by multiplex PCR and ITS2 PCR, followed by DNA sequencing. The kdr mutation at position 1014 of the voltage-gated sodium channel gene was genotyped by DNA sequencing for all Anopheles species tested.",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Parasitology'}",set()
<i>Anopheles aquasalis</i> idAnoAquaMG-Q_19 Genome Sequence and Annotation,Genome Sequence and Annotation of Anopheles aquasalis idAnoAquaMG-Q_19,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Infectious disease'}",set()
Living at the edge: biogeographic patterns of habitat segregation conform to speciation by niche expansion in Anopheles gambiae,"A total of 5597 Anopheles gambiae mosquitoes were collected during 2005 at various sites in Burkina Faso, Africa.  Individuals were assigned to molecular form and inversion karyotypes were determined by light microscopy. (MapVEu VBP0000006)",gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Molecular biology'}",set()
Fine scale spatial investigation of multiple insecticide resistance and underlying target-site and metabolic mechanisms in Anopheles gambiae in central C&#244;te d&#8217;Ivoire,"As part of a cluster randomised controlled trial evaluating a novel insecticide-based intervention in central Côte d’Ivoire, resistance and its underlying mechanisms in Anopheles gambiae populations from a subset of trial villages was assessed. (MapVEu VBP0000725)",gpt-3.5-turbo,{'Genetic variation'},set()
Human brain transcriptome during incubation with parasite-infected erythrocyte specific protein 2 (PIESP2),"RNA Seq comparison of human brain culture (hCMEC/D3) cells treated with the Plasmodium virulence factor, parasite-infected erythrocyte specific protein 2 (PIESP2). PIESP2, BSA and blank controls were assayed with 3 biological replicates.",gpt-3.5-turbo,set(),{'Insecticide resistance'}
SNP calls on WGS of Cryptococcus neoformans Zambian environmental and clinical isolates,Forty five isolates were sequenced using Illumina HiSeq 2000.,gpt-3.5-turbo,{'Molecular biology'},set()
<i>Plasmodium falciparum</i> SD01 Genome Sequence and Annotation,Genome Sequence and annotation for Plasmodium falciparum SD01,gpt-3.5-turbo,"{'Genomics', 'Evolutionary biology', 'Infectious disease'}",set()
<i>Cladophialophora psammophila</i> CBS 110553 Genome Sequence and Annotation,Genome Sequence and Annotation of Cladophialophora psammophila CBS 110553,gpt-3.5-turbo,"{'Public health and epidemiology', 'Zoology', 'Infectious disease'}",{'Entomology'}
Transcriptomics of fungal condinia and hyphae,Transcription in fungal conidia (3 and 17 days) and hyphae.,gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Infectious disease'}",set()
Pyrethroid and organophosphates resistance in Anopheles (N.) nuneztovari Gabald&#243;n populations from malaria endemic areas in Colombia,"Evaluation of insecticide susceptibility status for Anopheles nuneztovari in Colombia using WHO Bioassays, CDC bottleassays and microplate biochemical assays. (MapVEu VBP0000117)",gpt-3.5-turbo,"{'Tropical medicine', 'Transcription factors and regulatory sites', 'Immunology'}",set()
"Transgenic Metarhizium pingshaense synergistically ameliorates pyrethroid-resistance in wild-caught, malaria-vector mosquitoes","WHO tubes are used to compare the impact on insecticide resistance of Met-Hybrid with red fluorescent M. pingshaense (Met-RFP), used as a proxy for the wild-type fungus. (MapVEu VBP0000321)",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Biology'}",set()
Comparative transcriptome analyses of deltamethrin resistant and susceptible mosquitoes,Comparison of the transcriptome of Anopheles gambiae mosquitoes that are phenotypically resistant or suscpetible to deltamethrin.,gpt-3.5-turbo,{'Proteomics'},set()
Life cycle expression data (3D7),"Nine different stages during the development of P. falciparum 3D7 were assayed by 
      oligonucleotide microarray analysis.",gpt-3.5-turbo,{'Cell biology'},set()
Merozoite Gene Expression,Microarray gene expression profile of merozoites,gpt-3.5-turbo,{'Parasitology'},set()
<i>Trypanosoma cruzi</i> Sylvio X10/1-2012 Genome Sequence and Annotation,Trypanosoma cruzi Sylvio X10/1-2012 Sequence and Annotation,gpt-3.5-turbo,"{'Microbiology', 'Parasitology', 'Proteomics'}",set()
<i>Trypanosoma congolense</i> IL3000 2019 Genome Sequence and Annotation,Genome sequence and annotation for Trypanosoma congolense IL3000 2019 genome sequence and annotation.,gpt-3.5-turbo,"{'Transcriptomics', 'Immunology', 'Infectious disease'}",set()
<i>Spironucleus salmonicida</i> ATCC50377 Genome Sequence and Annotation,Genome Sequence and Annotation for Spironucleus salmonicida ATCC50377,gpt-3.5-turbo,"{'Zoology', 'Transcriptomics', 'Infectious disease'}",set()
<i>Thermothelomyces thermophilus</i> ATCC 42464 Genome Sequence and Annotation,Genome Sequence and Annotation for Thermothelomyces thermophilus ATCC 42464,gpt-3.5-turbo,"{'Tropical medicine', 'Public health and epidemiology', 'Infectious disease'}",set()
"Mosquito surveillance in City of Suffolk, Virginia, USA. 23434, 2015",Mosquito surveillance from City of Suffolk Mosquito Control 2015. (MapVEu VBP0000544),gpt-3.5-turbo,"{'Genomics', 'Biochemistry', 'Proteomics'}",set()
"DNA barcode sequences used to identify Aedes (Stegomyia) albopictus (Diptera: Culicidae) in La Tebaida (Quind&#237;o, Colombia)",DNA barcoding used to identify Aedes albopictus mosquitoes in Colombia (MapVEu VBP0000355),gpt-3.5-turbo,"{'Genetics', 'Parasitology', 'Genomics'}",set()
Spatio-temporal variation in environmental features predicts the distribution and abundance of Ixodes scapularis,"A systematic investigation the occurrence and abundance of nymphal Ixodes scapularis ticks at 532 sampling locations throughout New York State (NY), USA, between 2008 and 2018.",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'DNA'}",set()
CHORI105 BAC End sequence,T. cruzi  BAC end-sequences from library CHORI-105,gpt-3.5-turbo,"{'Genetics', 'Population genetics', 'Biodiversity'}",set()
<i>Cryptosporidium hominis</i> UKH1 Genome Sequence,Genome sequence and assembly for Cryptosporidium hominis UKH1,gpt-3.5-turbo,"{'Parasitology', 'Environmental sciences', 'Public health and epidemiology'}",set()
First detection of the malaria vector Anopheles arabiensis Patton 1905 in C&#244;te d&#8217;Ivoire: urbanization in question,Adult mosquitoes were sampled using the human landing catch sampling method in Bouaké. They were collected for 216 nights between 2019 and 2020 in six districts representative of the diversity in urban landscape. Sampling points were selected along the water network crossing the city and monitored from 2020 to 2021 to detect the presence of anopheline larvae.,gpt-3.5-turbo,"{'""Molecular interactions, pathways and networks""', 'Bioinformatics', 'RNA'}",set()
Acanthamoeba castellanii NEFF transcripts from build 56 models,Transcripts for Acanthamoeba castellanii NEFF build 56 models,gpt-3.5-turbo,"{'Environmental sciences', 'Infectious disease', 'Public health and epidemiology'}",set()
<i>Trypanosoma cruzi</i> strain Esmeraldo Genome Sequence,Genome sequence for Trypanosoma cruzi Esmeraldo strain cl3,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Genomics'}",set()
Transcript Profiling of Host-parasite Interactions,G. lamblia Assemblage A array profiles of host-parasite interactions,gpt-3.5-turbo,"{'Genetics', 'Parasitology', 'Genomics'}",set()
Intact flagellar proteome of procyclic form (Tb427),"Proteome of detached intact flagella from Trypanosoma brucei Lister 427 procyclic form parasites.
                       Peptides are aligned to T. brucei TREU 927.",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Parasitology'}",set()
"UK Culicoides surveillance, Pirbright Institute, UK, 2006","A UK surveillance network for Culicoides biting midges was ran up by The Pirbright Institute from 2006 to 2011 using 8W ultraviolet Onderstepoort Veterinary Institute (OVI) light-suction traps. Traps were set from dusk until dawn one day a week. Culicoides were categorised into groups using wing patterns and metrics. Male members of the subgenus Avaritia were identified to species level based on their genital morphology, whilst females were treated as a single group and sub-divided according to the appearance of their abdomen (unpigmented, pigmented, gravid and blood-fed). Development of pigmentation in female Culicoides is broadly indicative of aging, but direct extrapolation to parity is not recommended. For larger samples, a subsampling technique was used. 17 trapping sites are georeferenced to the county level. In most cases, there was a single trap per county. For higher resolution georeferencing, please contact the authors. (MapVEu VBP0000435)",gpt-3.5-turbo,"{'Cell biology', 'Microbiology', 'Proteomics'}",set()
<i>Coccidioides posadasii</i> RMSCC 3700 Genome Sequence,Genome sequence for Coccidioides posadasii RMSCC 3700,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Infectious disease'}",set()
SNP calls on WGS of clinical and environmental isolates of Aspergillus fumigatus in Germany,Genome sequencing of environmental Aspergillus fumigatus isolates collected from farms in central Germany and clinical isolates submitted to the German National Reference Center for Invasive Fungal Disease.,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Transcriptomics'}",set()
<i>Kluyveromyces marxianus</i> DMKU3-1042 Genome Sequence and Annotation,Genome Sequence and Annotation of Kluyveromyces marxianus DMKU3-1042,gpt-3.5-turbo,"{'Environmental sciences', 'Transcriptomics', 'Biology'}",set()
IEC18 cells infected with T. gondii,Rat intestinal epithelial cells (IEC18) infected with T. gondii tachyzoites and sporozoites for 8hrs.,gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'Parasitology'}",set()
"A comprehensive gene expression atlas of sex- and tissue-specificity in the malaria vector, Anopheles gambiae",This is the MozAtlas dataset. A number of tissues dissected from adult male and female Anopheles gambiae mosquitoes are assayed on the Affymetrix Plasmodium/Anopheles microarray.,gpt-3.5-turbo,"{'Microbiology', 'Parasitology', 'Proteomics'}",set()
Transcriptomics of Mucor circinelloides NCRIP deficient spores phagocytosed by mouse macrophages,Transcriptomics of R3B2 and RDRP1 fungal spores and fungal spore-macrophage coculture.,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Molecular biology'}",set()
<i>Coccidioides posadasii</i> RMSCC 2133 Genome Sequence,Genome sequence for Coccidioides posadasii RMSCC 2133,gpt-3.5-turbo,"{'Genomics', 'Biology'}",{'Annotation'}
<i>Thelohania contejeani</i> T1 Genome Sequence and Annotation,Genome Sequence and Annotation of Thelohania contejeani T1,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Parasitology'}",set()
Rhodnius prolixus CDC transcripts from build 54 models,Transcripts for Rhodnius prolixus CDC build 54 models,gpt-3.5-turbo,"{'Bioinformatics', 'Gene expression', 'RNA'}",set()
"Patterns of insecticide resistance and knock down resistance (kdr) in malaria vectors An. arabiensis, An. coluzzii and An. gambiae from sympatric areas in Senegal","Sibling species identification and kdr mutation detection were determined using polymerase chain reaction on mosquitoes collected using pyrethrum sprays collection in 20 sites belonging to two transects with differential insecticide selection pressure. The WHO tube test was used to determine phenotypic resistance of An. gambiae s.l. to DDT, deltamethrin, lambdacyholothrin, permethrin, bendiocarb and malathion in four representative sites. (MapVEu VBP0000156)",gpt-3.5-turbo,"{'Biotechnology', 'Animal study', 'Transcriptomics'}",set()
Concanavalin A-enriched Glycoproteins from Trophozoite,Concanavalin A-enriched Glycoproteins from Trophozoite,gpt-3.5-turbo,"{'Public health and epidemiology', 'Molecular biology', 'Infectious disease'}",set()
"Susceptibility profile of Aedes aegypti from Santiago Island, Cabo Verde, to insecticides","This study aimed to assess the susceptibility of A. aegypti populations from Santiago, Cabo Verde to insecticides and identify the mechanisms of resistance. Samples of A. aegypti eggs were obtained at two different time periods (2012 and 2014), using ovitraps in different locations in Santiago Island to establish the parental population. F1 larvae were exposed to different concentrations of insecticides (Bacillus thuringiensis var israelensis (Bti), diflubenzuron and temephos) to estimate the lethal concentrations (LC90) and calculate the respective rate of resistance (RR90). Semi-field tests using temephos-ABATE® were performed to evaluate the persistence of the product. Bottle tests using female mosquitoes were carried out to determine the susceptibility to the adulticides malathion, cypermethrin and deltamethrin. Biochemical and molecular tests were performed to investigate the presence of metabolic resistance mechanisms, associated with the enzymes glutathione S-transferases (GSTs), esterases and mixed-function oxidases (MFO) and to detect mutations or alterations in the sodium channel and acetylcholinesterase genes. (MapVEu VBP0000361)",gpt-3.5-turbo,{'Genomics'},"{'Annotation', 'Genome sequencing'}"
Proteome of T vaginalis,"T.vaginalis peptides from Richard Hayes, Patricia Johnson laboratory",gpt-3.5-turbo,"{'Genetics', 'Zoology', 'Parasitology'}",set()
Mega test 1,Mega test 3,gpt-3.5-turbo,"{'Population genetics', 'Infectious disease', 'Public health and epidemiology'}",{'Epidemiology'}
"Mosquito surveillance in Anastasia, Saint Johns County, Florida, USA. 2009",Mosquito surveillance from the Anastasia Mosquito Control District program to survey mosquito populations. (MapVEu VBP0000283),gpt-3.5-turbo,"{'Cell biology', 'Molecular biology', 'Immunology'}",set()
<i>Sarcoptes scabiei</i> Arlian Genome Sequence and Annotation,Genome Sequence and Annotation for Sarcoptes scabiei var. canis Arlian,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Computational biology'}",set()
Transcriptomes of 29 strains during murine macrophage infection,"Comparative transcriptome analysis of 29 different strains of Toxoplasma gondii 
                and the murine macrophages infected with them (HostDB).",gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Sequence analysis'}",set()
Encystation in trophozoites,G. lamblia Assemblage A isolate WB encystation microarray analysis,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Biology'}",set()
SNP calls on WGS of Zymoseptoria tritici from infected wheat fields,"Z. tritici field sampling in Switzerland and Oregon, USA.",gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Transcriptomics'}",set()
"Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2005",Maryland Dept. of Agriculture weekly mosquito population surveillance performed using various traps in 2005. (MapVEu VBP0000751),gpt-3.5-turbo,"{'Zoology', 'Parasitology', 'Environmental sciences'}",set()
"State-wide mosquito surveillance in Iowa, USA, 2011 (New Jersey light trap)","Mosquito collections have been made in various locations in Iowa, USA, using New Jersey light traps. (MapVEu VBP0000378)",gpt-3.5-turbo,"{'Microbiology', 'Environmental sciences'}",{'Vectorology'}
Individual Hawaiian mosquitoes response to the avian malaria parasite Plasmodium relictum,Five Plasmodium-infected and three uninfected individual mosquitoes at three stages of the parasite life cycle: 24 hpf; 5 dpf; 10 dpf,gpt-3.5-turbo,"{'Comparative genomics', 'Transcriptomics', 'Infectious disease'}",set()
Affymetrix PF-Sanger Genechip tiling array,Probe sequences from the Affymetrix P. falciparum  PFSanger Genechip tiling array. Zoom to 20K or less to see the probe glyphs.,gpt-3.5-turbo,"{'Biotechnology', 'Parasitology', 'Molecular biology'}",set()
Oocyst sporozoite global proteome in P. falciparum,Proteomic analysis of Plasmodium falciparum  oocyst sporozoites.,gpt-3.5-turbo,"{'Parasitology', 'Molecular biology', 'Gene expression'}",set()
Patterns of human exposure to early evening and outdoor biting mosquitoes and residual malaria transmission in Ethiopia,"This study assessed vector behavior, patterns of human exposure to vector bites and residual malaria transmission in southwestern Ethiopia. Anopheles mosquitoes were collected monthly from January to December 2018 using human landing catches (HLCs), human-baited double net traps, CDC light traps and pyrethrum spray catches.",gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Molecular biology'}",set()
<i>Leishmania turanica</i> strain LEM423 Genome Sequence and Annotation,Genome Sequence and Annotation for Leishmania turanica strain LEM423,gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Biology'}",set()
Malaria Atlas Project: Global distribution of observed malaria vector species (Africa),Collection and species identification of various malarial mosquito specimens for generating a global map of the dominant vector species of malaria. (MapVEu VBP0000028),gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Biology'}",set()
<i>Trypanosoma cruzi</i> Tula cl2 Genome Sequence,Genome Sequence of Trypanosoma cruzi Tula cl2,gpt-3.5-turbo,"{'Genomics', 'Microbiology'}",{'Genome sequencing'}
5 asexual and sexual stage transcriptomes,"PolyA+ RNA-Seq coverage from five P. berghei ANKA life cycle stages: Ring, Trophozoite, Schizont, Gametocyte and Ookinete.",gpt-3.5-turbo,"{'Zoology', 'Ecology', 'Environmental sciences'}",{'Entomology'}
A-MEXP-863 - LIV A. gambiae DETOX 0.25k v3,"A microarray containing fragments of 254 Anopheles gambiae genes from families associated with metabolic-based insecticide resistance was constructed. These gene fragments included 103 cytochrome P450s, 31 esterases, 35 glutathione S-transferases, 47 red/ox genes, 5 ATP-binding cassette transporters, tissue specific genes and housekeeping genes. Each gene represented on the microarray was either obtained by PCR amplification or artificially synthesized as a 70-mer oligo.",gpt-3.5-turbo,"{'Zoology', 'Ecology', 'DNA'}",{'Entomology'}
Differential Gene Expression regulation in Salivary gland of Anopheles culicifacies during different feeding habits,Differential Gene expression regulation in Salivary gland of Anopheles culicifacies using Next Generation Sequencing Technology on Illumina Platform,gpt-3.5-turbo,"{'Zoology', 'Ecology', 'Environmental sciences'}",set()
CalCENv1 co-expression network UMAP clusters,CalCENv1 co-expression network was projected to two dimensions using UMAP and 18 clusters were identified and annotated through gene set enrichment analysis.,gpt-3.5-turbo,"{'Genomics', 'DNA', 'Genetics'}",set()
Transcriptome of Fusarium graminearum during the infection of wheat,Transcriptome of Fusarium graminearum during the infection of wheat,gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Molecular biology'}",set()
Insecticide resistance status of important malaria vectors in a tribal district of Rajasthan,"Insecticide resistance status of important malaria vector species viz. Anopheles culicifacies, An. annularis and An. stephensi, against insecticides being used under National Malaria Control Programme in two Block Public Health Centres of Banswara district of Rajasthan.",gpt-3.5-turbo,"{'Public health and epidemiology', 'Medical informatics', 'Infectious disease'}",set()
<i>Anopheles moucheti</i> idAnoMoucSN_F20_07 Genome Sequence and Annotation,Genome Sequence and Annotation of Anopheles moucheti idAnoMoucSN_F20_07,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Transcriptomics'}",set()
Generic RNA-Seq for gene prediction,RNA-Seq of 15 genomes of Anopheles,gpt-3.5-turbo,"{'Genomics', 'Parasitology', 'Genetics'}",set()
Generic RNA-Seq for gene prediction,Anopheles 15 Genomes RNA portion,gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Parasitology'}",set()
Transcriptomics of banana pathogen Fusarium oxysporum f.sp. cubense race 1,Strand specific RNA-Seq analysis of Fusarium oxysporum f. sp. cubense infecting Musa acuminata 0h and 48h.,gpt-3.5-turbo,"{'Parasitology', 'Biology', 'Proteomics'}",set()
Fenitrothion (OMS-43) resistance in the taxon Anopheles culicifacies Giles,Insecticide resistance study imported from IRBase. (MapVEu VBP0000044),gpt-3.5-turbo,"{'Zoology', 'Public health and epidemiology'}",{'Entomology'}
RNA-Seq of CPSF4 WT and CPSF4 KD parasites,RNA-Seq of CPSF4 WT and CPSF4 KD T. gondii,gpt-3.5-turbo,"{'Genomics', 'Freshwater biology', 'Genetics'}",set()
"Transcriptomic response to the two industrial feedstocks, corn stover and soybean hulls","mRNA samples were collected from WT, delta xyr1, delta ara1, and delta xki1 strains at 4 , 24 and 48 hr.",gpt-3.5-turbo,"{'Genomics', 'Environmental sciences', 'Infectious disease'}",set()
Genomic diversity in Leishmania donovani in Indian subcontinent,Whole genome sequences from clinical isolates were used to track the evolution and epidemiology of L. donovani from the Indian subcontinent.,gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Molecular biology'}",set()
<i>Babesia caballi</i> USDA-D6B2 Genome Sequence and Annotation,Genome Sequence and Annotation of Babesia caballi USDA-D6B2,gpt-3.5-turbo,"{'Cell biology', 'Parasitology', 'Infectious disease'}",set()
Insecticide resistance in Alabama and Florida mosquito strains of Aedes albopictus,Insecticide resistance study imported from IRBase. (MapVEu VBP0000025),gpt-3.5-turbo,{'Gene expression'},set()
Whole genome tiling array PvivaxLi520507 (Westenberger),"Probe sequences from the Affymetrix  P. vivax whole genome tiling array PvivaxLi520507 (Westenberger). 
      Zoom to 20K or less to see the probe glyphs.",gpt-3.5-turbo,{'Molecular biology'},set()
"Intensity of Insecticide Resistance in the Major Malaria Vector Anopheles Funestus From Chikwawa, Rural Southern Malawi","The study aimed to characterise the intensity of insecticide resistance within a population of Anopheles funestus, a major vector of malaria in this district.",gpt-3.5-turbo,{'Parasitology'},set()
<i>Trypanosoma cruzi</i> strain Ycl6 Genome Sequence,Genome Sequence for Trypanosoma cruzi strain Ycl6,gpt-3.5-turbo,{'Transcriptomics'},set()
