Name,Description,Model,Predictions,Hallucinations
Adult Female_Bacterial metatranscriptome (microbial RNA-Seq),Adult Female_Bacterial metatranscriptome (microbial RNA-Seq). Unmapped bam files.,gpt-3.5-turbo,"{'Microbiology', 'Transcriptomics', 'RNA'}",set()
Adult Female_Host short non-coding RNA (miRNA-Seq),Adult Female_Host short non-coding RNA (miRNA-Seq). The metadata for the raw data files in this folder can be found here: https://www.synapse.org/#!Synapse:syn12179195.1,gpt-3.5-turbo,"{'Bioinformatics', 'Molecular biology', 'RNA'}",set()
"Escherichia coli Genome sequencing and assembly
","Genome sequencing of E. coli clinical isolates
",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Genetic variation'}",set()
"GNPS_UCSD_U01_iARM_Set01_COM02_CA-MHB_Metabolomics_Targeted_HILIC_Amide
","UCSD U01 iARM Set 01 COM 02. Staphylococcus aureus in CA-MHB media. Targeted small molecule HILIC-Amide HRLC-MS/MS. [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Microbiology', 'Biochemistry', 'Metabolomics'}",set()
"Dataset MSV000081918 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081918 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'Data integration and warehousing', '""Data submission, annotation, and curation""', 'Data governance'}",set()
"V4 16S rRNA sequencing of human fecal microbiota Raw sequence reads
","The V4 16S rRNA region was sequenced using Illumina technology from 211 fecal samples collected from 211 healthy human individuals. This dataset is to be used in conjunction with other microbiome studies, providing a cross-sectional data set of healthy human controls",gpt-3.5-turbo,"{'Metagenomics', 'Microbiology', 'Biomedical science'}",{'Health science'}
"Dataset MSV000081783 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.","Dataset MSV000081783 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.",gpt-3.5-turbo,"{'""Data submission, annotation, and curation""', 'Bioinformatics', 'Data governance'}",{''}
"Single Cell Analysis of Pulmonary Fibrotic Mesenchymal Cells Indicates a New Subtype
","Stromal taxonomy consists of multiple cell subtypes that play a critical role in tissue repair or regeneration, fibrosis, inflammation, angiogenesis and tumor formation. However, their identities are not fully understood, as these conventional classified populations have historically been defined by restricted sets of markers. We performed single-cell RNA sequencing to investigate stromal mesenchymal cells (MCs) in normal and fibrotic mouse lung. Interrogated patterns of signature genes, lncRNAs, extracellular and plasma membrane genes, and top transcription factors expression were defined to characterize and classify 7 MC types in normal status. A specific new subset was discovered in fibrotic stage. Delineation of their differentiation trajectory was achieved by a machine learning method. This collection of transcriptional scRNA-seq data uncovered core information and provided a valuable resource for understanding the mesenchymal landscape in fibrotic diseases.
",gpt-3.5-turbo,"{'Cell biology', 'Computational biology', 'Transcriptomics'}",set()
Changes in Microbial Ecology after Fecal Microbiota Transplantation for recurrent C. difficile Infection Depends on Underlying Inflammatory Bowel Disease,"Gut microbiota play a key role in maintaining homeostasis in the human gut and alterations in the gut microbial ecosystem predispose to Clostridium difficile infection (CDI) and gut inflammatory disorders such as inflammatory bowel disease (IBD). Fecal microbiota transplantation (FMT) from a healthy donor can restore gut microbial diversity and pathogen colonization resistance and is being investigated for its ability to improve inflammatory gut conditions such as IBD. In this study, we investigated changes in gut microbiota following FMT in 38 patients with CDI with or without underlying IBD. Following FMT that successfully treated CDI, there was a significant change in gut microbial composition towards the donor microbiota and an overall increase in microbial diversity consistent with previous studies. FMT was successful in treating CDI using a diverse set of donors and varying degrees of donor stool engraftment suggesting donor type and degree of engraftment were not key for successful FMT treatment of CDI. However, in patients with underlying IBD, there was significantly lower expansion of new taxa and higher proportion of original community and more CDI relapses after FMT during a 24-month follow up. Moreover, the need for therapy for IBD did not change following FMT. These results suggest that changes in gut microbial landscape may be important for long term success of CDI treatment in patients with underlying IBD and potentially for improvement of underlying pathophysiology in IBD. ",gpt-3.5-turbo,"{'Gastroenterology', 'Microbial ecology', 'Infectious disease'}",set()
"Intestinal mycobiota and microbiota sampling in allogeneic bone marrow transplant patients
","Gut fungal and bacterial sampling in allogeneic bone marrow transplant patients, including the ITS sequencing and 16S sequencing data of the gut flora, and whole genome sequencing data of isolated organisms.
",gpt-3.5-turbo,"{'Metagenomics', 'Gastroenterology', 'Microbiology'}",set()
"Primary human microvascular endothelial cells lipidome response to an icMERS coronavirus
","lipidomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Biomedical science', 'Cell biology', 'Infectious disease'}",set()
"Human Calu-3 cell lipidome response to a wild type infectious clone of H7N9 and mutant H7N9 viruses
","Lipidomics data from Calu-3 cell culture; Treated with wild-type and mutant H7N9 and mockulum; Time points 0, 3, 7, 12, 18 & 24 h; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Infectious disease'}",set()
"The role of Enterococcus in allo-HCT patient outcome
","This study investigated the role of Enterococcus in the outcome of allogeneic hematopoietic cell transplantation (allo-HCT). Enterococcus expansion is highly prevalent in allo-HCT patients, associated with graft-versus-host disease and mortality",gpt-3.5-turbo,"{'Medical biotechnology', 'Microbiology', 'Infectious disease'}",set()
human metagenome Raw sequence reads,"The gastrointestinal microbiome at intensive care unit admission and risk for death or infection
",gpt-3.5-turbo,"{'Metagenomics', 'Bioinformatics', 'Infectious disease'}",set()
Immortalized Human Hepatocyte (IHH) transcriptome response to wild-type Ebola viruses Zaire Ebola (ZEBOV '76) and Reston Ebola (REBOV '08),The purpose of this experiment was to obtain samples for transcriptome analysis using wild-type viruses: Zaire Ebola (ZEBOV '76) and Reston Ebola (REBOV '08).,gpt-3.5-turbo,"{'Transcriptomics', 'Virology', 'Infectious disease'}",set()
COVA1-18 neutralizing antibody protects against SARS-CoV-2 in three preclinical models,"Viral population sequences in the nasopharyngeal swabs (left panels), tracheal swabs (middle panels) and BAL fluids (right fluids) in NHP at 3 d.p.i. aftter infection with SARS-CoV-2 and treatment with COVA-18 neutralzing antibody",gpt-3.5-turbo,"{'Preclinical and clinical studies', 'Virology', 'Infectious disease'}",set()
Microbiota dynamics in patients treated with fecal microbiota transplantation for recurrent Clostridium difficile infection,"Clostridium difficile causes antibiotic-associated diarrhea and pseudomembraneous colitis and is responsible for a large and increasing fraction of hospital-acquired infections. Fecal microbiota transplantation (FMT) as an alternative treatment option for recurrent C. difficile infection (RCDI) has recently been discussed favorably in the clinical and scientific communities and is receiving increasing public attention. However, short- and long-term health consequences of FMT remain a concern, as the effects of the transplanted microbiota on the patient remain unknown. While patients are generally reported to be free of RCDI-associated symptoms within a few days after FMT, they remain susceptible to relapse after additional antibiotic treatment. To shed light on associated microbial events, we performed fecal microbiota analysis by 16S rRNA gene amplicon pyrosequencing of 14 pairs of healthy donors and RCDI patients treated successfully by FMT. Simultaneous longitudinal sampling of post-FMT patients and healthy donors until up to one year after FMT, including one post-FMT patient who experienced a relapse after antibiotic treatment, allowed us not only to confirm prior reports that RCDI is associated with reduced diversity and compositional changes in the fecal microbiota, but also to characterize previously undocumented post-FMT microbiota dynamics. The taxonomic groups found increased in individual RCDI patient samples differed when compared to healthy patient samples, and included Streptococcaceae, Enterococcaceae, Enterobacteriaceae. Bacteria predicted to be involved in butyrate production (Lachnospiraceae, Ruminococcaceae) were almost uniformly reduced in RCDI patients. Interestingly, the fecal RCDI sample from the relapsing post-FMT patient showed similarities to healthy donor samples, suggesting that the microbiota phenotypes described in other RCDI patients are not sufficient to explain the disease. Moreover, overall microbiota compositions and specifically abundances of the above-mentioned Firmicutes, continued to change in asymptomatic patients for at least 16 weeks after FMT, potentially explaining the increased risk for relapse in post-FMT RCDI patients.",gpt-3.5-turbo,"{'Microbiology', 'Infectious disease'}",{'Microbiota'}
Human Calu-3 cell transcriptome response to a wild type infectious clone of H5N1 Influenza virus and mutant H5N1 viruses [miRNA],"The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in human Calu-3 cells infected with wild-type A/Vietnam/1203/2004 (H5N1; 'VN1203'; derived by reverse genetics), PB2-K627E (627K is a mammalian-adapting mutation that increases polymerase replicatve activity; '627E' is typically found in avian species), and NS1-trunc124 (this 'NS1' protein has a 90 amino acid truncation at the C-terminus).",gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Infectious disease'}",set()
"Human Calu-3 cell transcriptome response to wild-type pandemic H1N1 (A/California/04/2009), natural isolate","The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in human Calu-3 cells infected with wild-type pandemic H1N1 (A/California/04/2009), natural isolate.",gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Infectious disease'}",set()
"Primary human microvascular endothelial cells proteome response to an icMERS coronavirus
","Proteomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Proteomics', 'Infectious disease'}",{'Cell culture'}
"Malaria Host Pathogen Interaction Center (MaHPIC) Experiment 04 (E04) Clinical Results
","Experiment 04: Macaca mulatta infected with Plasmodium cynomolgi B strain to produce and integrate clinical, hematological, parasitological, and omics measures of acute primary infection and relapses. This clinical results dataset contains measures of disease infection including counts and calucations for: CBCs, normoblasts, reticulocytes, parasitemias, and iSTAT. Results also include data and metadata from veterinarians on all facets of animal access, including, but not limited to: treatments, hematology, biochemical analyses, parasitology, bacteriology, and surgery statistics, etc. Data were collected from animal arrival at research facility to end of experiment, including post-100 day curative treatments. Results also include documentation of data collection and analysis methods and supporting clinical matarials that differentiate between 'Idealized' and 'Actual' disease progression. Please see the file 'E04M99MEMmCyDaWB_09212018-README_MULTIPL.txt' for a full description of this dataset and for instructions on how to access other datasets from this experiment. Please see https://plasmodb.org/plasmo/mahpic.jsp for descriptions and locations of all public MaHPIC datasets.",gpt-3.5-turbo,"{'Zoology', 'Animal study', 'Parasitology'}",{'Animal Study'}
"Primary human fibroblasts lipidome response to an icMERS coronavirus
","lipidomics data from cell culture; time points 0, 12, 24, 36 & 48 h [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Lipids', 'Computational biology', 'Cell culture collection'}",set()
The Bacterial and Viral Bioinformatics Resource Center (BV-BRC) Project,"The Bacterial and Viral Bioinformatics Resource Center (BV-BRC) is an information system designed to support the biomedical research community’s work on bacterial and viral infectious diseases via integration of vital pathogen information with rich data and analysis tools. BV-BRC combines the data, technology, and extensive user communities from two long-running centers: PATRIC, the bacterial system , and IRD/ViPR, the viral systems. In addition to hundreds of thousands of bacterial genomes in PATRIC and over a million viral genomes in IRD/ViPR, the two resources host data on protein structure and function, clinical studies, drug targets and resistance, epidemiology, and other features, and provide open source tools for data analysis and genomic annotation.",gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Infectious disease'}",set()
Calu-3 metabolome response to an infectious clone of H7N9 Influenza virus and mutant H7N9 viruses,"ABSTRACT: Metabolomics data from Calu-3 cell culture; Treated with wild-type and mutant H7N9 and mockulum; Time points 0, 3, 7, 12, 18 & 24 h; 5 biological replicates",gpt-3.5-turbo,"{'Molecular biology', 'Metabolomics', 'Infectious disease'}",set()
RT-PCR Measurements of Ebola/Lassa Patients,RT-PCR measurements of suspected or confirmed Ebola or Lassa Fever patients in the acute phase of infection.,gpt-3.5-turbo,"{'Genetics', 'Medicine', 'Infectious disease'}",set()
"GNPS - Human Calu-3 cell lipidome response to H1N1
","Lipidomics data from Calu-3 cell culture; Treated with wild-type and mutant H7N9 and mockulum; Time points 0, 3, 7, 12, 18 & 24 h; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Genetics', 'Cell culture collection', 'Infectious disease'}",{''}
"Identification of A22 and azithromycin hypersensitivity loci in Acinetobacter baumannii
","A. baumannii Tn-seq banks were grown in broth culture in the presence or absence of growth inhibiting concentrations of either A22 or azithromycin. After allowing 7-8 generations of growth, the banks were pooled and subjected to deep sequencing to identify insertions that confer hypersensitivity to antibiotics.
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Biology'}",{'Biological science'}
"Dataset MSV000081919 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081919 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'""Data submission, annotation, and curation""', 'Bioinformatics', 'Medicine'}",set()
"GNPS U01 COM21 LAC in RPMI+10%LB +/-Vancomycin
","Metabolomics, BCP, etc data from UCSD AMR U01 COM21 [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Metabolomics', 'Immunology'}",set()
Role of IFITM3 during primary influenza infection and reinfection,WT or IFITM3-KO mice were infected with PR8 H1N1 influenza virus and reinfected with X31 H3N2 influenza virus,gpt-3.5-turbo,"{'Tropical medicine', 'Immunology', 'Infectious disease'}",set()
"GNPS U01 COM5 Metabolomics TCH1516 RPMI+10%LB July 27th 2017
","U01 COM5 Metabolomics TCH1516 RPMI+10%LB July 27th 2017 Coordinated OMICs data collection as part of UCSD U01 ""Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity"" [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Data integration and warehousing', 'Metabolomics'}",{'OMICS'}
Targeting pH-responsive Transcriptional Regulation of Peptidoglycan Cleavage Potentiates Fast Clearance of Mycobacterium tuberculosis with Frontline Antibiotics,This SuperSeries is composed of the SubSeries listed below.,gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Transcriptomics'}",set()
Mouse lung tissue transcriptome response to influenza H5N1 and mutants [mRNA](Agilent-028005),"The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in mouse lung infected with WT A/Vietnam/1203/2004 (H5N1; 'VN1203') and VN1203-NS1trunc124.",gpt-3.5-turbo,"{'Transcriptomics', 'Virology', 'Infectious disease'}",set()
Human Calu-3 cell micro RNA transcriptome response to a wild type infectious clone of H7N9 Influenza virus and mutant H7N9 viruses,"The purpose is to obtain samples for mRNA, miRNA, proteomics, lipidomics, metabolomics, and histopathology analysis in human Calu-3 cells infected with WT A/Anhui/1/2013 (H7N9; 'AH1'), and AH - NS1-103F/106M.",gpt-3.5-turbo,"{'Transcriptomics', 'Virology', 'Infectious disease'}",set()
Ultra-low dose aerosol infection provides an improved murine model of tuberculosis,"Tuberculosis (TB) is a heterogeneous disease manifesting in a subset of individuals infected with aerosolized Mycobacterium tuberculosis (Mtb). Unlike human TB, murine infection results in uniformly high lung bacterial burdens and poorly organized granulomas.  To develop a TB model that more closely resembles human disease, we infected mice with an ultra-low dose (ULD) of between 1-3 founding bacteria, reflecting a physiologic inoculum. ULD-infected mice exhibited highly heterogeneous bacterial burdens, well-circumscribed granulomas that shared features with human granulomas, and prolonged Mtb containment with unilateral pulmonary infection in some mice. We identified blood RNA signatures in mice infected with an ULD or a conventional Mtb dose (50-100 CFU) that correlated with lung bacterial burdens and predicted Mtb infection outcomes across species, including risk of progression to active TB in humans. Overall, these findings highlight the potential of the mouse TB model and show that ULD infection recapitulates key features of human TB.",gpt-3.5-turbo,"{'Microbiology', 'Mouse clinic', 'Infectious disease'}",set()
"Clostridioides difficile 630 Genome sequencing
","The goal of the study was to analyze the metabolism of the antibiotic-associated pathogen, Clostridium difficile, in different contexts of in vivo infection with distinct gut environments. Transcriptomic sequencing, performed at the same time point across models, was applied to a genome-scale model of the organism to infer the metabolites most likely to acquired from the environment. This work is relevant to identifying probiotic bacterial species that may compete with C. difficile for nutrients and prevent its colonization and ultimately disease.",gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Infectious disease'}",set()
"Human monocyte-derived macrophage (MDM) cell transcriptome response to infection with H1N1, H3N2, and H5N1 influenza virus.
","Human monocyte-derived macrophages (MDM) serve as a model for resident alveolar macrophages (AM) in the human respiratory tract. mRNA-Seq analysis was used to profile the cellular transcriptome of MDM cells at multiple time points in response to infection with influenza A/California/04/09 (H1N1), A/Wyoming/03/03 (H3N2), and A/Vietnam/1203/04 (H5N1) HALo virus. The Influenza A/Vietnam/1203/04 (H5N1) HALo mutant virus is an attenuated H5N1 virus generated from wild-type Influenza A/Vietnam/1203/04 (H5N1) virus as described in Steel, J., et al. J Virol. 2009 Feb; 83(4):1742-53.",gpt-3.5-turbo,"{'Genetics', 'Immunology', 'Infectious disease'}",set()
"GNPS - Mouse lung metabolome response to H5N1 (and mutants) and H1N1 Influenza viruses
","Metabolomics data from mouse lung; Treated with wild-type and mutant H5N1, H1N1, and mockulum; Time points 1, 2, 4 & 7 days; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Animal study', 'Metabolomics', 'Infectious disease'}",set()
Vital Measurements of Ebola/Lassa Patients,"Vital measurement data of suspected or confirmed Ebola or Lassa Fever patients in the acute phase of infection, or patients and household contacts in a follow-up visit.",gpt-3.5-turbo,"{'Public health and epidemiology', 'Virology', 'Infectious disease'}",set()
FluDyNeMo Parent Project,"Influenza is a major public health issue around the world. Seasonal influenza accounts for approximately 20,000 deaths in the United States per year and pandemic influenza is a major public health concern. In 2009, infections with a novel H1N1 strain resulted in 274,000 hospitalizations and 12,470 deaths. Risk factors for morbidity and mortality include age, co-morbid illness–such as diabetes mellitus–and lower respiratory tract disease. In both human studies and pre-clinical animal models, several biomarkers have been associated with more severe disease. Preliminary studies show that the nasal and lower respiratory tract epithelial cells express receptors for cytokines associated with cell death that turn on specific signaling pathways and induce a unique transcriptome pattern within these cells. Thus, the epithelial transcriptome can be used to mine and understand which signals the epithelium is receiving from mucosal-associated lymphoid cells that are critical in driving influenza pathology. Based on these studies, we predict that epithelial transcriptomics can be used to model influenza severity in a predictive fashion. The overall goal of this project is to identify risk-stratifying prognostic biomarkers that could be used in the development of point-of-care testing that can easily be applied to clinically relevant respiratory samples, such as nasal washes, to identify patients at risk for severe influenza disease.",gpt-3.5-turbo,"{'Public health and epidemiology', 'Transcriptomics', 'Infectious disease'}",set()
Calu-3 lipidome response to an infectious clone of Middle Eastern Respiratory Syndrome coronavirus,"ABSTRACT: Lipidomics data from Calu-3 cell culture; 3 mockulum treated and 9 MERS-CoV treated; Time point, 18 hour",gpt-3.5-turbo,"{'Lipids', 'Infectious disease'}",{'Cell culture'}
"Functional genomic screens to identify host factors for SARS-COV-2, OC43, and 229E","Genome-wide CRISPR knockout screens were performed in Huh7.5.1 hepatoma cells following infections with SARS-CoV-2, OC43, and 229E.",gpt-3.5-turbo,"{'Genomics', 'Functional genomics', 'Infectious disease'}",set()
Piccolo Blood Chemistry of Ebola/Lassa Patients,"Blood chemistry data of suspected or confirmed Ebola or Lassa Fever patients in the acute phase of infection, collected with a Piccolo Xpress Chemistry Analyzer.",gpt-3.5-turbo,"{'Biochemistry', 'Infectious disease', 'Medicine'}",{'Clinical medicine'}
16S rRNA survey of fecal microbiota following fecal microbiota transplantation,"Within the last decade, C. difficile infection has surpassed other bacterial infections to become the leading cause of nosocomial infections. Antibiotic use, which disrupts the gut microbiota and its capability in providing colonization resistance against C. difficile, is a known risk factor in C. difficile infection. In particular, recurrent C. difficile remains difficult to treat with standard antibiotic therapy. Fecal microbiota transplantation (FMT) has provided a successful treatment method for some patients with recurrent C. difficile infection, but its mechanism and long-term effects remain unknown. Our results provide insight into the structural and potential metabolic changes that occur following FMT, which may aid in the development of new treatment methods for C. difficile infection.",gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Drug discovery'}",set()
Mapping and manipulating the M. tuberculosis transcriptome using a transcription factor overexpression-derived regulatory network,"Expression data from transcription factor over expression experiments
(Abstract from paper will be appended after publication)",gpt-3.5-turbo,"{'Molecular biology', 'Transcriptomics', 'Transcription factors and regulatory sites'}",set()
Human Calu-3 cell transcriptome response to human interferon α [mRNA],"The purpose is to obtain samples for mRNA and miRNA analysis with and without interferon α treatment; in parallel, to obtain cell pellets to forward to PNNL for use in top-down proteomics pilot experiments",gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Transcriptomics'}",set()
"Calu-3 cell proteome response to H1N1 virus
","Proteomics data from cell culture; Treated with wild-type H1N1 and mockulum; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Cell biology', 'Proteomics', 'Virology'}",set()
Transcriptome profiling of Mycobacterium tuberculosis H37Rv to primary drugs,This SuperSeries is composed of the SubSeries listed below.,gpt-3.5-turbo,"{'Drug development', 'Microbiology', 'Transcriptomics'}",set()
"Staphylococcus aureus adapted to increased Nafcillin stress
","Application of adaptive laboratory evolution to increase resistance of Staphylococcus aureus to nafcillin, in order to understand the resistance mechanisms in this pathogen. wild type and medium (CA-MHB, and RPMI+10%LB) pre-adapted strains were used in this study.
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Molecular biology'}",set()
Transcriptional response of mce3R induction and ctpD disruption in Mycobacterium tuberculosis CDC1551,"We identified mce3R and ctpD as genes that could alter M tuberculosis (Mtb) response to isoniazid when perturbed using a regulatory network-based TRIP screen [see associated data at PRJNA483505]. To investigate the mechanisms underlying this response, we performed RNAseq on genetically perturbed mutant strains either in the presence or absence of isoniazid.",gpt-3.5-turbo,"{'Genomics', 'Laboratory information management', 'Transcriptomics'}",set()
"Dataset MSV000083219 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000083219 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'""Data submission, annotation, and curation""'}",set()
"The Human Microbiome in Pediatric Abdominal Pain and Intestinal Inflammation
","This project will increase our understanding of the microbes that reside in the intestines of healthy children and children with various intestinal disorders. The findings from this project will enable scientists to determine the nature of beneficial microbial populations in intestines of healthy children, and whether specific differences in groups of microbes may contribute to diseases in children. Ultimately, the discoveries from this project may allow physicians to manipulate microbes in the intestine in order to promote health and cure or prevent disease.",gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Paediatrics'}",{'Pediatrics'}
Human U937 cell transcriptome response to Zaire Ebola virus wild-type in the ΔVP30 background and Δmucin virus [miRNA],The purpose is to obtain samples for microRNA analysis in human U937 cells infected with Zaire Ebola virus wild-type in the ΔVP30 background and Δmucin virus,gpt-3.5-turbo,"{'Transcriptomics', 'Infectious disease', 'RNA'}",{'transcriptomics'}
Calu-3 metabolome response to an infectious clone of Middle Eastern Respiratory Syndrome coronavirus,"ABSTRACT: Metabolomics data from Calu-3 cell culture; 3 mockulum treated and 9 MERS-CoV treated; Time point, 18 hour",gpt-3.5-turbo,"{'Metabolomics', 'Infectious disease'}","{'Cell culture', 'Collection'}"
HUH VP30 cells with and without interferon α and β treatment,"The purpose is to obtain HUH VP30 samples for mRNA analysis with and with out interferon α and β treatment. Huh VP30 cells have been stably transfected with the Ebola VP30 gene, enabling replication of VP30-deficient Ebola virus. PubMed ID 18212124 and 19211761.",gpt-3.5-turbo,"{'Cell culture collection', 'Immunology', 'Infectious disease'}",set()
Studies of intestinal microbiome and infection resistance,The goal of this study is to identify fraction(s) of the intestinal microbiome that confer resistance to infection by Clostridium difficile.,gpt-3.5-turbo,"{'Microbiology', 'Immunology', 'Infectious disease'}",set()
"Mouse lung lipidomics response to H5N1 (and mutants) and H1N1 Influenza viruses
","Lipidomics data from mouse lung; Treated with wild-type and mutant H5N1, H1N1, and mockulum; Time points 1, 2, 4 & 7 days; 5 biological replicates [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Microbiology', 'Animal study', 'Infectious disease'}",set()
"GNPS - Mouse cortex lipidome response to West Nile Virus
","lipidomics data from mouse cortex; Treated with wild-type and mutant WNV, and mockulum [dataset license: CC0 1.0 Universal (CC0 1.0)]
",gpt-3.5-turbo,"{'Animal study', 'Biochemistry', 'Virology'}",set()
"Single-Cell Transcriptomic Analysis of Human Lung Reveals Complex Multicellular Changes During Pulmonary Fibrosis II
","Pulmonary fibrosis is a heterogeneous syndrome in which fibrotic scar replaces normal lung tissue. We performed massively parallel single-cell RNA-Seq on lung tissue from eight lung transplant donors and eight patients with pulmonary fibrosis. Combined with in situ RNA hybridization, with amplification, these data provide a molecular atlas of disease pathobiology. We identified a distinct, novel population of profibrotic alveolar macrophages exclusively in patients with fibrosis. Within epithelial cells, the expression of genes involved in Wnt secretion and response was restricted to non-overlapping cells. We identified rare cell populations including airway stem cells and senescent cells emerging during pulmonary fibrosis. Analysis of a cryobiopsy specimen from a patient with early disease supports the clinical application of single-cell RNA-Seq to develop personalized approaches to therapy.
",gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Gene expression'}",set()
"Dataset MSV000081570 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

","Dataset MSV000081570 is currently private. It has been deposited to MassIVE, but has not yet been publicly released.

",gpt-3.5-turbo,"{'Data governance', '""Data submission, annotation, and curation""', 'Data management'}",set()
Primary human lung fibroblast cells transcriptome response to interferon αβ or interferon γ,To obtain samples for RNA analysis following treatment of primary human lung fibroblasts (FB)) with universal interferon alpha beta or interferon gamma.,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Immunology'}",set()
"Staphylococcus aureus strain:TCH1516 Transcriptome or Gene expression
","RNAseq of S. aureus TCH1516 under treatment with 3 different antibiotics: Nafcillin, Vancomycin and Linezolid
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Transcriptomics', 'Infectious disease'}",set()
Type I interferon response in human HTBE and A549 cells,RNA-seq was used to profile gene expression changes in human tracheobronchial epithelial (HTBE) and A549 cells following type I interferon treatment.,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Immunology'}",set()
"TnSeq analysis of Acinetobacter baumannii grown in presence of imipenem
","Bacterial TnSeq pools were grown in presence of imipenem to identify mutants with altered drug sensitivity profiles
",gpt-3.5-turbo,"{'Antimicrobial Resistance', 'Microbiology', 'Drug discovery'}",set()
C. difficile isolates from asymptomatic carriers and CDI patients,Active Surveillance and Contact Isolation of Asymptomatic Clostridioides (Clostridium) difficile Patients to Prevent C. difficile Infection,gpt-3.5-turbo,"{'Public health and epidemiology', 'Microbiology', 'Infectious disease'}",set()
"Clostridium difficile genomes for use in metabolic modeling
","C. difficile strains were isolated from clinical specimens, their genomes sequenced and utilized to generate a C. difficile metaboloic model.",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Metabolic engineering'}",set()
"Primary human fibroblasts transcriptome response to wild type Mers-CoV (icMERS-CoV EMC2012), MFB002",The purpose is to obtain samples for mRNA analysis in primary human fibroblasts infected with wild type Mers-CoV (icMERS).,gpt-3.5-turbo,"{'Transcriptomics', 'Molecular biology', 'Infectious disease'}",set()
Human U937 cell transcriptome response to Zaire Ebola virus wild-type in the ΔVP30 background and Δmucin virus [mRNA],The purpose is to obtain samples for mRNA analysis in human U937 cells infected with Zaire Ebola virus wild-type in the ΔVP30 background and Δmucin virus.,gpt-3.5-turbo,"{'Transcriptomics', 'Molecular biology', 'Infectious disease'}",set()
"Fecal Microbiome, Metabolites, and Stem Cell Transplant Outcomes: A Single-Center Pilot Study
","Accumulating evidence suggests that the intestinal microbiome may dramatically impact the outcomes of hematopoietic stem cell transplant (HSCT) patients. Providing 16S rRNA based microbiome characterization in a clinically actionable timeframe is currently problematic. Thus, determination of microbial metabolites as surrogates for microbiome composition could offer practical biomarkers.
",gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Biomarkers'}",set()
