Name,Description,Model,Predictions,Hallucinations
HBM324.ZGZM.874,pas stained microscopy data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Bioinformatics'}",set()
HBM797.HSMJ.596,slide-seq data from the kidney (left) of a 55-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Transcriptomics', 'Genetics'}",set()
HBM683.DSMM.562,snrnaseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Immunology'}",{'Single-cell analysis'}
HBM957.TXXZ.387,snrna-seq [salmon] data from the heart of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Gastroenterology', 'Human biology', 'Small molecules'}",set()
HBM475.CVXD.875,snrna-seq (snare-seq2) [salmon] data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Epigenomics', 'Molecular biology'}",set()
HBM535.QNTP.246,codex data from the small intestine of a 24-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Molecular biology'}",set()
HBM938.FTBC.347,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Transcriptomics'}",set()
HBM353.NZVQ.793,codex data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Microbiology', 'Molecular biology', 'Anatomy'}",set()
HBM558.KGML.422,multiplex ion beam imaging data from the uterus of a 33.2-year-old unknown female,gpt-3.5-turbo,"{'Bioinformatics', 'Biology', 'Anatomy'}",set()
HBM473.HNPK.434,bulk atac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Zoology', 'Microbiology', 'Anatomy'}",set()
HBM476.PRMC.228,snrna-seq (10x genomics v3) data from the kidney (left) of a 40-year-old white female,gpt-3.5-turbo,"{'Human biology', 'Biology', 'Medicine'}",set()
HBM332.QJCH.296,codex [cytokit + sprm] data from the lymph node of a 42-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Biomedical science', 'Human genetics'}",set()
HBM754.SJMP.486,slide-seq data from the kidney (left) of a 55-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Transcriptomics'}",set()
HBM739.KSDT.896,snatac-seq data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Transcriptomics'}",set()
HBM536.GZQR.922,scrna-seq (10x genomics) [salmon] data from the spleen of a 1-year-old white male,gpt-3.5-turbo,"{'Human biology', 'Biology', 'Anatomy'}",set()
HBM636.GTZK.259,codex [cytokit + sprm] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Data integration and warehousing', 'Biobank', 'Genetics'}",set()
HBM342.CMHT.948,scirna-seq [salmon] data from the heart of a 55-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Microbiology'}",set()
HBM989.VVXT.224,codex [cytokit + sprm] data from the lymph node of a 18-year-old white male,gpt-3.5-turbo,"{'Medical biotechnology', 'Biology', 'Anatomy'}",set()
HBM743.RNWC.765,snrna-seq [salmon] data from the kidney (left) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Biomedical science'}",set()
HBM798.MXFT.837,codex data from the lymph node of a 32-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Biotechnology', 'Human biology'}",set()
HBM448.WCWB.444,multiplex ion beam imaging data from the uterus of a 25.1-year-old black or african american female,gpt-3.5-turbo,"{'Biochemistry', 'Immunology', 'Medicine'}",set()
HBM825.VPHH.585,scrna-seq (10x genomics) [salmon] data from the knee (right) of a 27-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Computational biology'}",set()
HBM299.VDWT.444,snrna-seq [salmon] data from the kidney (right) of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Bioinformatics'}",set()
HBM472.NTNN.543,scrna-seq (10x genomics v3) data from the spleen of a 1-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Computational biology'}",set()
HBM367.QMZK.885,multiplex ion beam imaging data from the uterus of a 24.8-year-old black or african american female,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology'}",{'White medicine'}
HBM484.RDZR.494,pas stained microscopy data from the kidney (right) of a 62-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Human biology'}",{'genetics'}
HBM344.HKXT.423,lc-ms bottom up data from the kidney (left) of a 62-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Medicine'}",set()
HBM626.VJMB.795,codex data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Omics'}",set()
HBM542.THBC.733,codex [cytokit + sprm] data from the spleen of a 1-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Transcriptomics'}",set()
HBM747.VBFK.754,snatac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Animal study', 'Anatomy'}",set()
HBM743.RMZB.895,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Epigenetics', 'Genomics'}",set()
HBM425.GDJT.648,snrna-seq [salmon] data from the kidney (left) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Biology'}",set()
HBM964.LVPL.638,multiplex ion beam imaging data from the uterus of a 24.1-year-old unknown female,gpt-3.5-turbo,"{'Bioinformatics', 'Microbiology', 'Metabolomics'}",set()
HBM974.JDVS.328,autofluorescence microscopy data from the kidney (left) of a 61-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Gastroenterology', 'Microbiology'}",set()
HBM493.GFHZ.686,scrna-seq (10x genomics v2) data from the liver of a 26-year-old black or african american male,gpt-3.5-turbo,"{'Genomics', 'Molecular biology', 'Human genetics'}",set()
HBM893.CCKX.496,codex [cytokit + sprm] data from the thymus of a 10-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Immunology'}",{'Clinical research'}
HBM872.HWNB.835,pas stained microscopy data from the kidney (right) of a 44-year-old white female,gpt-3.5-turbo,{'Genomics'},"{'Age and ageing', 'Kidney'}"
HBM678.CNWW.847,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Zoology', 'Transcriptomics', 'Biology'}",set()
HBM562.FTNH.728,snatac-seq data from the small intestine of a 24-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Molecular biology'}",set()
HBM467.LMBG.759,multiplex ion beam imaging data from the uterus of a 33.2-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Immunology'}",set()
HBM699.QHSP.975,snatacseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Biology', 'Sequence analysis', 'Human genetics'}",set()
HBM632.MXJF.562,autofluorescence microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Molecular biology', 'Gastroenterology'}",set()
HBM646.ZRTZ.549,multiplex ion beam imaging data from the uterus of a 24.8-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Human biology'}",set()
HBM342.JZBJ.636,snatacseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Taxonomy', 'Molecular biology'}",set()
HBM689.XCBK.436,scrna-seq (10x genomics) [salmon] data from the spleen of a 18-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Human biology', 'Human genetics'}",set()
HBM422.GKTR.735,bulk atac-seq data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Human biology', 'RNA'}",set()
HBM578.XJZQ.389,codex [cytokit + sprm] data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,{'Genetics'},"{'Kidney', 'Age-related biology'}"
HBM625.PTSS.252,scirna-seq data from the heart of a 55-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Biomarkers', 'Biology'}",set()
HBM452.BLWZ.786,snatac-seq (snare-seq2) [snapatac] data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'RNA'}",set()
HBM239.XXRN.647,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Biomolecular simulation', 'Anatomy'}",set()
HBM749.WHLC.649,scrna-seq (10x genomics v3) data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"{'Reproductive health', 'Biology', 'Anatomy'}",set()
HBM283.ZHQS.286,multiplex ion beam imaging data from the uterus of a 24.5-year-old asian female,gpt-3.5-turbo,"{'Microbial ecology', 'Bioinformatics', 'Gastroenterology'}",set()
HBM868.CXJM.449,snrna-seq [salmon] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Genomics', 'DNA', 'Anatomy'}",set()
HBM822.KRLC.323,slide-seq [salmon] data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"{'Medical biotechnology', 'Molecular biology', 'Anatomy'}",set()
HBM729.HSHS.983,snrna-seq (10x genomics v3) data from the kidney (left) of a 41-year-old white male,gpt-3.5-turbo,"{'Gynaecology and obstetrics', 'Microbiology', 'Anatomy'}",set()
HBM882.XFHR.889,snrnaseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Genomics'}",set()
HBM666.RBCG.529,codex data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Biology'}",set()
HBM582.DFHH.268,snatac-seq data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Biomedical science', 'Genetics', 'Genomics'}",set()
HBM538.PHSC.677,scrna-seq (10x genomics) [salmon] data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Developmental biology'}",set()
HBM534.XNJK.939,whole genome sequencing data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Pharmacology'}",set()
HBM376.HGHN.536,ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Molecular biology'}",set()
HBM286.FJBP.622,maldi ims data from the kidney (left) of a 58-year-old black or african american male,gpt-3.5-turbo,"{'Genomics', 'Human genetics', 'RNA'}",set()
HBM347.RFGL.437,snatacseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Immunology'}",set()
HBM878.CBFK.324,ms data from the small intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Microbiology'}",set()
HBM675.RHMB.532,multiplex ion beam imaging data from the uterus of a 25.1-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Human biology'}",set()
HBM758.DMQJ.492,snatac-seq [snapatac] data from the large intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Molecular biology', 'Immunology', 'Anatomy'}",set()
HBM883.SPLD.238,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Geriatric medicine', 'Biology'}",set()
HBM623.BNWW.574,pas stained microscopy data from the kidney (left) of a 20-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Medicine', 'Anatomy'}",set()
HBM468.XHTW.756,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Anatomy', 'Medicine'}",{'Microscopy'}
HBM657.XWQQ.636,snrna-seq (10x genomics v3) data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Genetics'}",set()
HBM687.SQJV.939,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Biology'}",set()
HBM544.SCBX.327,maldi ims data from the kidney (left) of a 76-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Respiratory medicine', 'Human biology'}",{'Pulmunology'}
HBM349.QCWZ.339,snrna-seq [salmon] data from the kidney (right) of a 29.0-year-old white male,gpt-3.5-turbo,"{'Gastroenterology', 'Animal study', 'Anatomy'}",set()
HBM396.BXSQ.568,codex [cytokit + sprm] data from the spleen of a 20-year-old white male,gpt-3.5-turbo,"{'Data acquisition', 'Cell biology', 'Genetics'}",set()
HBM467.RQDN.922,snrna-seq [salmon] data from the kidney (left) of a 41-year-old white male,gpt-3.5-turbo,"{'Genomics', 'Biobank', 'Biomedical science'}",{'Tissue collection'}
HBM852.XVLR.482,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Cell biology', 'Biology', 'RNA'}",set()
HBM226.BZMV.852,snatacseq (snare-seq2) data from the kidney (right) of a 28-year-old black or african american male,gpt-3.5-turbo,{'DNA'},set()
HBM366.TWHT.638,bulk atac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,{'Genetics'},set()
HBM543.RSRV.265,codex data from the spleen of a 17-year-old unknown male,gpt-3.5-turbo,{'Omics'},set()
HBM623.RPMC.638,pas stained microscopy data from the kidney (left) of a 61-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Genomic imprinting', 'Anatomy'}",set()
HBM768.GGMW.763,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Epigenomics', 'Human genetics'}",set()
HBM776.KFMZ.755,multiplex ion beam imaging data from the uterus of a 33.2-year-old unknown female,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Molecular biology'}",set()
HBM526.JMWM.852,snatacseq (snare-seq2) data from the kidney (left) of a 76.0-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Anatomy', 'Medicine'}",{''}
HBM825.PBVN.284,codex data from the spleen of a 10-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Phenomics', 'Molecular biology'}",set()
HBM593.JLCT.283,snrna-seq [salmon] data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Animal study', 'Gynaecology and obstetrics', 'Anatomy'}",set()
HBM223.RVJG.329,snrna-seq [salmon] data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Population genetics', 'Biology'}",set()
HBM547.PWMC.589,multiplex ion beam imaging data from the uterus of a 20.1-year-old black or african american female,gpt-3.5-turbo,"{'Immunology', 'Anatomy'}",{'PubMed'}
HBM594.GWVL.995,multiplex ion beam imaging data from the uterus of a 27.1-year-old unknown female,gpt-3.5-turbo,"{'Cell biology', 'Transcriptomics', 'Gastroenterology'}",set()
HBM787.WSCS.874,snrna-seq [salmon] data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Human biology', 'Transcriptomics', 'Immunology'}",set()
HBM423.MMGW.744,codex [cytokit + sprm] data from the large intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Cell biology', 'Human biology', 'Anatomy'}",set()
HBM945.QNRF.244,snrna-seq (10x genomics v3) data from the heart of a 61-year-old white male,gpt-3.5-turbo,"{'Human biology', 'Biology', 'Anatomy'}",set()
HBM344.VNRB.528,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Biology'}",set()
HBM342.QHMH.584,imaging mass cytometry (2d) data from the lymph node of a 18-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Human biology'}",set()
HBM657.JXDD.239,snrna-seq [salmon] data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Transcriptomics', 'Biology'}",set()
HBM438.JXJW.249,codex data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Molecular biology'}",set()
HBM475.ZQFV.863,autofluorescence microscopy data from the kidney (left) of a 56-year-old white male,gpt-3.5-turbo,"{'Biology', 'Immunology', 'Medicine'}",set()
HBM879.DFQN.248,snrna-seq (10x genomics v3) data from the small intestine of a 37-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Biology'}",set()
HBM279.SLFX.335,scrna-seq (10x genomics) [salmon] data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Molecular biology'}",set()
HBM894.NXBD.956,multiplex ion beam imaging data from the uterus of a 31.5-year-old unknown female,gpt-3.5-turbo,"{'Cell biology', 'Microbiology', 'Anatomy'}",set()
HBM562.BDQQ.934,multiplex ion beam imaging data from the uterus of a 23.3-year-old black or african american female,gpt-3.5-turbo,"{'Genomics', 'Bioinformatics', 'Molecular biology'}",set()
HBM526.VJKT.388,snrna-seq (10x genomics v3) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Immunology'}",set()
HBM624.PPVM.948,snatac-seq [snapatac] data from the small intestine of a 30-year-old white male,gpt-3.5-turbo,"{'Cell biology', 'Biology', 'Anatomy'}",set()
HBM455.HBZX.789,snrna-seq [salmon] data from the bladder of a 37-year-old unknown male,gpt-3.5-turbo,"{'Human biology', 'Anatomy'}",{'Imaging'}
HBM678.RQXR.362,lc-ms data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Immunology'}",set()
HBM265.NXDR.935,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Computational biology', 'Biology', 'Epigenetics'}",set()
HBM979.DRXV.239,snrna-seq (10x genomics v3) data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Medicine'}",set()
HBM894.JLHG.557,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Human biology'}",set()
HBM367.RBFR.728,lc-ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Medicine'}",set()
HBM942.FHXM.733,lc-ms data from the small intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Transcriptomics'}",set()
HBM373.RTKK.586,scrna-seq (10x genomics v3) data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Bioinformatics', 'Immunology'}",set()
HBM535.KPZS.733,snatac-seq data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Biochemistry', 'Molecular biology'}",set()
HBM727.DMKG.675,codex data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Microbiology', 'Proteomics'}",set()
HBM892.QSFS.952,snatacseq (snare-seq2) data from the lung (right) of a 37-year-old black or african american male,gpt-3.5-turbo,"{'Cell biology', 'Biology', 'Immunology'}",set()
HBM684.XVPK.336,slide-seq data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Immunology'}",set()
HBM852.FNJG.394,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Microbiology', 'Biomarkers', 'Anatomy'}",set()
HBM224.RCHM.744,multiplex ion beam imaging data from the uterus of a 23.3-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Molecular biology'}",set()
HBM654.NXWL.946,snatac-seq [snapatac] data from the small intestine of a 54-year-old black or african american female,gpt-3.5-turbo,"{'Genetics', 'Computational biology', 'Molecular biology'}",set()
HBM669.VQFV.937,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Molecular biology', 'Human genetics'}",set()
HBM848.MJVK.888,multiplex ion beam imaging data from the uterus of a 24.1-year-old unknown female,gpt-3.5-turbo,"{'Biomedical science', 'Biology', 'Anatomy'}",set()
HBM335.VRBP.555,sciatac-seq [snapatac] data from the small intestine of a 62-year-old white female,gpt-3.5-turbo,"{'Genomics', 'Genetics', 'Medicine'}",set()
HBM344.SXNJ.874,slide-seq [salmon] data from the kidney (left) of a 55-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Molecular biology', 'Epigenetics'}",set()
HBM862.VSGP.648,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Bioinformatics', 'Anatomy'}",set()
HBM575.XFCT.276,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genomics', '""Data submission, annotation, and curation""', 'Sequence analysis'}",set()
HBM794.ZFKH.622,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,{'Biology'},{'Anatomy   Biomarkers'}
HBM393.GHXD.627,ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Microbiology', 'Human biology', 'Molecular biology'}",set()
HBM728.XZQC.342,ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Medicine'}",set()
HBM238.MHWZ.654,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Biology'}",set()
HBM322.XJQZ.894,snrna-seq [salmon] data from the kidney (left) of a 66-year-old white male,gpt-3.5-turbo,{'Human genetics'},set()
HBM348.KSHK.482,multiplex ion beam imaging data from the uterus of a 27.9-year-old white female,gpt-3.5-turbo,{'Microbiology'},set()
HBM972.VRNF.956,scirna-seq data from the heart of a 43-year-old white male,gpt-3.5-turbo,{'Geriatric medicine'},set()
HBM557.VZPM.253,snrna-seq (10x genomics v3) data from the large intestine of a 24-year-old white male,gpt-3.5-turbo,"{'Metagenomics', 'Microbiology', 'Human biology'}",set()
HBM895.FSVF.555,snrna-seq (10x genomics v3) data from the small intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Biology'}",set()
HBM688.SMXJ.943,snatacseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Transcriptomics', 'Zoology', 'Human biology'}",set()
HBM786.RRSH.472,snrna-seq (10x genomics v3) data from the large intestine of a 38-year-old white male,gpt-3.5-turbo,"{'Reproductive health', 'Anatomy'}",{'Imaging'}
HBM477.SGMX.842,snrnaseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Human biology'}",set()
HBM727.VZCG.863,multiplex ion beam imaging data from the uterus of a 39.3-year-old unknown female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Biology'}",set()
HBM373.LDGF.766,codex [cytokit + sprm] data from the thymus of a 11-year-old white male,gpt-3.5-turbo,{'Genetics'},{''}
HBM793.KFWG.238,lc-ms bottom up data from the kidney (right) of a 62-year-old white male,gpt-3.5-turbo,{'RNA'},{''}
HBM549.VSNH.445,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,{'Biology'},set()
HBM664.LQSH.693,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Molecular biology', 'Gene expression'}",set()
HBM292.MTQK.563,snrna-seq [salmon] data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Gastroenterology', 'Transcriptomics'}",set()
HBM562.WTFG.364,snatacseq (snare-seq2) data from the kidney (right) of a 54.0-year-old white male,gpt-3.5-turbo,"{'Biomedical science', 'Biology', 'Genomics'}",set()
HBM937.DWCD.722,snrna-seq [salmon] data from the bladder of a 42-year-old black or african american female,gpt-3.5-turbo,"{'Biomedical science', 'Bioengineering', 'Anatomy'}",set()
HBM482.PNPS.853,scrna-seq (10x genomics v2) data from the liver of a 41-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Molecular biology', 'Immunology'}",set()
HBM793.TLPP.486,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Human biology', 'Biochemistry', 'Biology'}",set()
HBM576.HCWQ.728,multiplex ion beam imaging data from the uterus of a 39.6-year-old american indian or alaska native female,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'DNA'}",set()
HBM282.BKRZ.254,slide-seq [salmon] data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Cell biology', 'Human biology'}",set()
HBM277.PZLF.957,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Bioinformatics', 'Genetics'}",set()
HBM376.QCCJ.269,codex data from the thymus of a 14-year-old black or african american female,gpt-3.5-turbo,"{'Genomics', 'Transcriptomics', 'Human genetics'}",set()
HBM362.JVGH.934,snrna-seq [salmon] data from the small intestine of a 30-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Medicine'}",set()
HBM583.PJBG.338,imaging mass cytometry (2d) data from the spleen of a 18-year-old black or african american male,gpt-3.5-turbo,"{'Biomedical science', 'Cell biology', 'Genomics'}",set()
HBM492.ZVKW.999,multiplex ion beam imaging data from the uterus of a 15.7-year-old asian female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics'}",{'Kidney'}
HBM882.HGGT.859,lc-ms data from the large intestine of a 78-year-old black or african american male,gpt-3.5-turbo,"{'Genetics', 'Anatomy'}",{'Imaging'}
HBM226.QHVG.797,slide-seq data from the kidney (right) of a 67-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Biology', 'Medicine'}",set()
HBM678.FRJC.827,snrnaseq (snare-seq2) data from the kidney (right) of a 57-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Transcriptomics', 'Epigenomics'}",set()
HBM572.PHZP.966,imaging mass cytometry (2d) data from the thymus of a 1-year-old white male,gpt-3.5-turbo,"{'Genetics', 'Immunology', 'Anatomy'}",set()
HBM396.KGDR.538,pas stained microscopy data from the kidney (left) of a 73-year-old white female,gpt-3.5-turbo,"{'Transcriptomics', 'Small molecules', 'RNA'}",set()
HBM264.QCGR.632,snatac-seq data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Biology', 'Immunology'}",set()
HBM835.TVMC.668,lc-ms data from the large intestine of a 67-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Genetics', 'Anatomy'}",set()
HBM264.KNSL.465,snatacseq (snare-seq2) data from the kidney (left) of a 45.0-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Human biology'}",set()
HBM789.XSZP.797,multiplex ion beam imaging data from the uterus of a 30.2-year-old black or african american female,gpt-3.5-turbo,"{'Genomics', 'Cell biology', 'Biology'}",set()
HBM636.GVWP.354,pas stained microscopy data from the kidney (left) of a 58-year-old black or african american male,gpt-3.5-turbo,"{'Genomics', 'Human biology', 'Molecular biology'}",set()
HBM674.SNZJ.944,lc-ms data from the small intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Cell biology', 'Immunology', 'Anatomy'}",set()
HBM839.TQNM.958,snrna-seq (10x genomics v3) data from the kidney (right) of a 59-year-old white female,gpt-3.5-turbo,{'Anatomy'},"{'Age-related studies', 'Microscopy'}"
HBM873.FRQB.759,autofluorescence microscopy data from the kidney (left) of a 76-year-old white female,gpt-3.5-turbo,"{'Biomedical science', 'Gastroenterology', 'Biology'}",set()
HBM366.RVSS.338,snrnaseq (snare-seq2) data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Proteomics'}",set()
HBM439.BQLR.867,snrna-seq [salmon] data from the kidney (left) of a 25-year-old white female,gpt-3.5-turbo,"{'Genetics', 'Human biology', 'Medicine'}",set()
HBM356.DLHG.383,lc-ms data from the large intestine of a 24-year-old white female,gpt-3.5-turbo,"{'Anatomy', 'Biology', 'Medicine'}",set()
