Name,Description,Model,Predictions,Hallucinations
Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania,"Although humans have cospeciated with their gut-resident microbes, it is difficult to infer features of our ancestral microbiome. Here, we examine the microbiome profile of 350 stool samples collected longitudinally for more than a year from the Hadza hunter-gatherers of Tanzania. The data reveal annual cyclic reconfiguration of the microbiome, in which some taxa become undetectable only to reappear in a subsequent season. Comparison of the Hadza data set with data collected from 18 populations in 16 countries with varying lifestyles reveals that gut community membership corresponds to modernization: Notably, the taxa within the Hadza that are the most seasonally volatile similarly differentiate industrialized and traditional populations. These data indicate that some dynamic lineages of microbes have decreased in prevalence and abundance in modernized populations.",gpt-3.5-turbo,"{'Microbiology', 'Ecology', 'Evolutionary biology'}",set()
Environmental radiation alters the gut microbiome of the bank vole Myodes glareolus,"Gut microbiota composition depends on many factors, although the impact of environmental contaminants is largely unknown. We used amplicon sequencing of bacterial 16S rRNA genes to quantify whether anthropogenic radionuclides at Chernobyl (Ukraine) impact the gut microbiome of the bank vole Myodes glareolus. Exposure to elevated levels of environmental radionuclides had no detectable effect on the gut community richness but was associated with an almost two-fold increase in the Firmicutes:Bacteroidetes ratio. Animals inhabiting uncontaminated areas had remarkably similar gut communities irrespective of their proximity to the nuclear power plant. Hence, samples could be classified to high-radiation or low-radiation sites based solely on microbial community with >90% accuracy. These specific microbiota communities were associated with different predicted functional profiles, particularly in pathways involved in degradation, assimilation and transport of carbohydrates, xenobiotics biodegradation, and DNA repair. Our results suggest that exposure to environmental radionuclides significantly alters vertebrate gut microbiota.",gpt-3.5-turbo,"{'Animal study', 'Microbiology', 'Environmental sciences'}",set()
Chambers Breast Milk Microbiome,"As the recommended sole source of nutrition for infants, it is critical to understand what characteristics of breast milk influence infant and child health, both positively and negatively. However, little is known about the composition, content, and characteristics of human breast milk including measurable levels of medications and other substances taken by the mother, environmental chemicals/contaminants of breast milk; how these vary by maternal health status and residence; and how these relate to infant health",gpt-3.5-turbo,{'Biology'},"{'ab Environmental sciences', 'ab Immunology'}"
Microbiome of Mice Fed a High Fat Diet Supplemented with Lactobacillus plantarum and the impact of bacteriocin production ,"This study investigated the systemic metabolic effects of Lactobacillus plantarum supplementation in the context of a high fat diet in C57Bl/6 mice. We saw an increase in ileum, cecum and colon Lactobacillus abundance following supplementation independent of bacteriocin production.",gpt-3.5-turbo,"{'Animal study', 'Microbiology', 'Biology'}",set()
Longitudinal CF Study,A study of the longitudinal dynamics of microbiome and metabolomic data from 6 CF patients. Samples were collected daily or as frequently as possible through events of CF exacerbation and dual microbiome and metabolome data generated.,gpt-3.5-turbo,"{'Biomedical science', 'Microbiology', 'Metabolomics'}",set()
Anemia During Infancy Affects the Fecal Microbiome and Fecal and Serum Metabolomes,"The purpose of this dataset is to investigate associations between host iron status and the fecal microbiome during infancy. Note that in our analysis we excluded subjects whose sex was not consistently reported across datasets (MC164, MC179, MC193, MC208), had indications of urinary contamination of the fecal sample (MC124, MC213), or the provided sample had high alpha-diversity and was suspected to have come from an adult (MC010, MC013, MC041, MC189).",gpt-3.5-turbo,"{'Microbiology', 'Haematology', 'Metabolomics'}",{'Hematology'}
Surfer Biome Project,"A microbiome and metabolome study on the skin and guts of surfers across UK, North Africa, California and Hawai‘i. ",gpt-3.5-turbo,"{'Microbiology', 'Environmental sciences', 'Metabolomics'}",set()
The effect of legume supplementation on the gut microbiota in rural Malawian infants aged 6 to 12 months,"Interventions to decrease the burden of childhood malnutrition are urgently needed, as millions of children die annually owing to undernutrition and hundreds of millions more are left cognitively and physically stunted. Environmental enteric dysfunction (EED), a pervasive chronic subclinical inflammatory condition among children that develops when complementary foods are introduced, places them at high risk of stunting, malabsorption, and poor oral vaccine efficacy. Improved interventions to reduce the burden of EED and stunting are expected to markedly improve the nutritional status and survival of children throughout resource-limited settings. We conducted two prospective randomized controlled clinical trials to determine whether common beans or cowpeas improve growth, ameliorate EED, and alter the intestinal microbiome during a high-risk period in the lives of rural Malawian children.
",gpt-3.5-turbo,"{'Nutritional science', 'Microbiology', 'Paediatrics'}",{'Pediatrics'}
High-Throughput Miniaturized 16S rRNA Amplicon Library Preparation Reduces Costs while Preserving Microbiome Integrity,"Next-generation sequencing technologies have enabled many advances across biology, with microbial ecology benefiting primarily through expanded sample sizes. Although the cost of running sequencing instruments has decreased substantially over time, the price of library preparation methods has largely remained unchanged. In this study, we developed a low-cost miniaturized (5-µl volume) high-throughput (384-sample) amplicon library preparation method with the Echo 550 acoustic liquid handler. Our method reduces costs of library preparation to $1.42 per sample, a 58% reduction compared to existing automated methods and a 21-fold reduction from commercial kits, without compromising sequencing success or distorting the microbial community composition analysis. We further validated the optimized method by sampling five body sites from 46 Pacific chub mackerel fish caught across 16 sampling events over seven months from the Scripps Institution of Oceanography pier in La Jolla, CA. Fish microbiome samples were processed with the miniaturized 5-µl reaction volume with 0.2 µl of genomic DNA (gDNA) and the standard 25-µl reaction volume with 1 µl of gDNA. Between the two methods, alpha diversity was highly correlated (R2 > 0.95), while distances of technical replicates were much lower than within-body-site variation (P < 0.0001), further validating the method. The cost savings of implementing the miniaturized library preparation (going from triplicate 25-µl reactions to triplicate 5-µl reactions) are large enough to cover a MiSeq sequencing run for 768 samples while preserving accurate microbiome measurements.",gpt-3.5-turbo,"{'Metagenomics', 'Microbial ecology', 'Acoustics'}",set()
Enhancing untargeted metabolomics using metadata-based source annotation,"We've all heard the old adage you are what you eat-but, do we know what we eat? There is much we don't yet know about the precise composition of the foods we eat; for example, which different molecules and microbes are found in or on different foods? How does the manner in which you prepare the foods change the molecules that are present? How much do organic foods differ from all natural or conventionally grown foods?
The Global FoodOmics project will address these questions, and many more. The Global FoodOmics project will characterize the molecules and microbes present on a diverse set of foods and beverage- from fruits, vegetables, spices, to complex foods, exotic animal feed, pet food and more. Other categories that will be represented are fermented foods such as yogurt, pickled vegetables and beverages including beer, wine, kombucha as well as sodas and juices. Human untargeted metabolomics studies annotate only ~10% of molecular features. We introduce reference-data-driven analysis to match metabolomics tandem mass spectrometry (MS/MS) data against metadata-annotated source data as a pseudo-MS/MS reference library. Applying this approach to food source data, we show that it increases MS/MS spectral usage 5.1-fold over conventional structural MS/MS library matches and allows empirical assessment of dietary patterns from untargeted data.",gpt-3.5-turbo,"{'Metagenomics', 'Metabolomics', 'Omics'}",set()
Further Effects of preservation and storage conditions on the fecal microbiome,This study tests the effects of using commonly used preservation methods over the course of 1 week on the fecal and oral microbial community.,gpt-3.5-turbo,"{'Metagenomics', '""Data submission, annotation, and curation""', 'Microbiology'}",set()
Genome-wide mapping of gene-microbiome interaction: implication in behavior and effect on microbiome and metabolome,"Bacteria living in the intestine are known to affect behavior [1, 2]. We propose to study role of microbiome composition in drug abuse related behaviors. The study will be based on a ongoing a cohort of almost 5,000 rats that are part of our funded P50 center grant to perform GWAS of drug-abuse related behaviors in heterogeneous stock (HS) rats. The behavioral tests are being performed at multiple universities around the country (http://ratgenes.org/), and fecal and cecal material is already being collected. In addition, we will take advantage of this highly recombinant rat population to find genes involved in determining microbiome composition and can explore the interaction of genotype, microbiome and behavior. We also propose to perform GWAS using functional biomarkers for microbial communities measured with metabolomics. Finally, we will integrate genomic and high-dimensional phenotypic data to gain insight into the role of gene-microbiome interaction in drug abuse related behaviors. In summary, we request funds or âin kindâ support to perform microbiome and metabolomics analysis of 500 fecal and 500 cecal samples collected from HS rats that have been genotyped and tested on drug abuse-related behaviors. Dr. Oksana Polesskaya from Palmer lab will be leading this work, in close collaboration with Dr. Amelie Baud, who is a postdoctoral fellow currently supported by a EMBL grant.",gpt-3.5-turbo,"{'Genomics', 'Animal study', 'Metabolomics'}",set()
Multi-omics of the gut microbial ecosystem in inflammatory bowel diseases,"Inflammatory bowel diseases, which include Crohn's disease and ulcerative colitis, affect several million individuals worldwide. Crohn's disease and ulcerative colitis are complex diseases that are heterogeneous at the clinical, immunological, molecular, genetic, and microbial levels. Individual contributing factors have been the focus of extensive research. As part of the Integrative Human Microbiome Project (HMP2 or iHMP), we followed 132 subjects for one year each to generate integrated longitudinal molecular profiles of host and microbial activity during disease (up to 24 time points each; in total 2,965 stool, biopsy, and blood specimens). Here we present the results, which provide a comprehensive view of functional dysbiosis in the gut microbiome during inflammatory bowel disease activity. We demonstrate a characteristic increase in facultative anaerobes at the expense of obligate anaerobes, as well as molecular disruptions in microbial transcription (for example, among clostridia), metabolite pools (acylcarnitines, bile acids, and short-chain fatty acids), and levels of antibodies in host serum. Periods of disease activity were also marked by increases in temporal variability, with characteristic taxonomic, functional, and biochemical shifts. Finally, integrative analysis identified microbial, biochemical, and host factors central to this dysregulation. The study's infrastructure resources, results, and data, which are available through the Inflammatory Bowel Disease Multi'omics Database ( http://ibdmdb.org ), provide the most comprehensive description to date of host and microbial activities in inflammatory bowel diseases.",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Immunology'}",set()
Cheese rind communities provide tractable systems for in situ and in vitro studies of microbial diversity,Tractable microbial communities are needed to bridge the gap between observations of patterns of microbial diversity and mechanisms that can explain these patterns. We developed cheese rinds as model microbial communities by characterizing in situ patterns of diversity and by developing an in vitro system for community reconstruction. Sequencing of 137 different rind communities across 10 countries revealed 24 widely distributed and culturable genera of bacteria and fungi as dominant community members. Reproducible community types formed independent of geographic location of production. Intensive temporal sampling demonstrated that assembly of these communities is highly reproducible. Patterns of community composition and succession observed in situ can be recapitulated in a simple in vitro system. Widespread positive and negative interactions were identified between bacterial and fungal community members. Cheese rind microbial communities represent an experimentally tractable system for defining mechanisms that influence microbial community assembly and function.,gpt-3.5-turbo,"{'Metagenomics', 'Microbial ecology', 'Microbiology'}",set()
Coprolites reveal ecological interactions lost with the extinction of New Zealand birds,"Over the past 50,000 years, biotic extinctions and declines have left a legacy of vacant niches and broken ecological interactions across global terrestrial ecosystems. Reconstructing the natural, unmodified ecosystems that preceded these events relies on high-resolution analyses of palaeoecological deposits. Coprolites are a source of uniquely detailed information about trophic interactions and the behaviours, gut parasite communities and microbiotas of prehistoric animal species. Such insights are critical for understanding the legacy effects of extinctions on ecosystems, and can help guide contemporary conservation and ecosystem restoration efforts. Here, we use high-throughput sequencing (HTS) of ancient eukaryotic DNA from coprolites to reconstruct aspects of the biology and ecology of four species of extinct moa and the critically endangered kakapo parrot from New Zealand (NZ). Importantly, we provide the first evidence that moa and prehistoric kakapo consumed ectomycorrhizal fungi, suggesting these birds played a role in dispersing fungi key to NZ’s natural forest ecosystems. We also provide the first DNA-based evidence that moa frequently supplemented their broad diets with ferns and mosses. Finally, we also find parasite taxa that reveal insights into moa behaviour, and present new data supporting the hypothesis of co-extinction between moa and several parasite species. Our study demonstrates that HTS sequencing of coprolites provides a powerful tool for resolving key aspects of ancient ecosystems, and can rapidly provide insights not obtainable by yet is considerably more efficient and requires less specialist expertise than conventional palaeoecological techniques, such as fossil analyses",gpt-3.5-turbo,"{'Paleogenomics', 'Zoology', 'Ecology'}",set()
Gut microbiota utilize immunoglobulin A for mucosal colonization,"While it is known that many strains of bacteria persist for years within individuals, mechanisms that govern the steady-state stability of the gut microbiome remain poorly understood. We have discovered a sensor/regulatory system in the human commensal Bacteroides fragilis that modulates remodeling of its surface architecture to invite binding of immunoglobulin A (IgA), which promotes formation of bacterial aggregates in mucus and adherence to intestinal epithelial cells. Generation of IgA that binds the surface of B. fragilis is required for bacteria to occupy a defined mucosal niche that mediates stable colonization of the gut. Therefore, in addition to its role in pathogen clearance, we found that IgA responses are co-opted by the microbiome to enable host-microbial symbiosis. We have designed a sequencing experiment to test our theory with a full mouse microbiome using gnotobiotic wildtype and IgA knockout mice.
",gpt-3.5-turbo,"{'Microbiology', 'Immunology', 'Mouse clinic'}",set()
Prairie dog soils,Soils sampled around prairie dog burrows in Boulder CO,gpt-3.5-turbo,"{'Zoology', 'Environmental sciences'}",{'Soils'}
Gastrointestinal Surgery for Inflammatory Bowel Disease Persistently Lowers Microbiome and Metabolome Diversity,"Background
Many studies have investigated the role of the microbiome in inflammatory bowel disease (IBD), but few have focused on surgery specifically or its consequences on the metabolome that may differ by surgery type and require longitudinal sampling. Our objective was to characterize and contrast microbiome and metabolome changes after different surgeries for IBD, including ileocolonic resection and colectomy.

Methods
The UC San Diego IBD Biobank was used to prospectively collect 332 stool samples from 129 subjects (50 ulcerative colitis; 79 Crohn’s disease). Of these, 21 with Crohn’s disease had ileocolonic resections, and 17 had colectomies. We used shotgun metagenomics and untargeted liquid chromatography followed by tandem mass spectrometry metabolomics to characterize the microbiomes and metabolomes of these patients up to 24 months after the initial sampling.

Results
The species diversity and metabolite diversity both differed significantly among groups (species diversity: Mann-Whitney U test P value = 7.8e-17; metabolomics, P-value = 0.0043). Escherichia coli in particular expanded dramatically in relative abundance in subjects undergoing surgery. The species profile was better able to classify subjects according to surgery status than the metabolite profile (average precision 0.80 vs 0.68).

Conclusions
Intestinal surgeries seem to reduce the diversity of the gut microbiome and metabolome in IBD patients, and these changes may persist. Surgery also further destabilizes the microbiome (but not the metabolome) over time, even relative to the previously established instability in the microbiome of IBD patients. These long-term effects and their consequences for health outcomes need to be studied in prospective longitudinal trials linked to microbiome-involved phenotypes.",gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Metabolomics'}",set()
Intermittent hypoxia and hypercapnia reproducibly change the gut microbiome and metabolome across model systems,"Studying perturbations in the gut ecosystem using animal models of disease continues to provide valuable insights into the role of the microbiome in various physiological conditions. However, understanding which of these changes are consistent across different animal models, and hence potentially translatable to human populations remains a major unmet challenge in the field. Nonetheless, in relatively limited cases have the same interventions been studied in two animal models in the same laboratory. Moreover, such studies typically examine only one data layer and one-time point. Here we show the power of integrating microbiome (measured by 16S rRNA amplicon profiling) and metabolome (measured by untargeted LC-MS/MS) data over time in identifying features that relate two different mouse models of atherosclerosis: ApoE and Ldlr knockouts (ApoE-/-; Ldlr-/-), under conditions of intermittent hypoxia and hypercapnia (IHH), a model for human obstructive sleep apnea. Using Random Forest classifiers trained on each data layer, we show excellent accuracy values in predicting IHH-exposure within ApoE and Ldlr knockout models, and in cross-applying predictive features found in one animal model to the other.  Some of the key microbes and metabolites that were top predictors of IHH-exposure across animal models included bacterial species from the order Clostridiales, alpha-muricholic acid (bile acid) and vaccenic acid (fatty acid), providing a refined set of biomarkers reproducibly associated with this intervention. The results highlight that different animal models of disease can be related to one another using supervised machine learning techniques, especially when time series multi-omics data are available and provide a pathway towards identifying robust microbiome and metabolome features that underpin translation from animal models to understanding human disease.",gpt-3.5-turbo,"{'Microbiology', 'Animal study', 'Metabolomics'}",set()
Metaomics Reveals Microbiome Based Proteolysis as a Driver of Ulcerative Colitis Severity,"Ulcerative colitis (UC) is driven by disturbed host-microbiota relations, but current treatments exclusively target host inflammatory pathways. To understand how host-microbiota interactions go awry in UC, we collected and analyzed six fecal or serum based –omic datasets from 40 UC patient samples displaying varying clinical, endoscopic, and histologic disease activity. A validation cohort of 210 samples (73 UC, 117 Crohn’s disease (CD), 20 healthy controls) was collected and analyzed separately and independently. Data integration across both cohorts showed that a subset of the clinically active UC patients had an over-abundance of proteases that originated from the bacterium, Bacteroides vulgatus. To test the hypothesis that B. vulgatus proteases contribute to UC disease activity, we first profiled B. vulgatus proteases and then selected an appropriate broad-spectrum protease inhibitor to evaluate their involvement in colitis models. Protease inhibition improved B. vulgatus-induced barrier dysfunction in vitro, and prevented colitis in B. vulgatus IL10 deficient monocolonized mice. Furthermore, transplantation of feces from UC patients with over-abundant B. vulgatus proteases into germ-free mice induced colitis dependent on protease activity. Together, these results stemming from a multi-omics approach, improve understanding of functional alterations in microbiota that drive UC and suggest inhibition of B. vulgatus proteases as a novel strategy to treat this disease.",gpt-3.5-turbo,"{'Metagenomics', 'Microbiology', 'Infectious disease'}",set()
Diet rapidly and reproducibly alters the human gut microbiome,"Long-term dietary intake influences the structure and activity of the trillions of microorganisms residing in the human gut1 but it remains unclear how rapidly and reproducibly the human gut microbiome responds to short-term macronutrient change. Here we show that the short-term consumption of diets composed entirely of animal or plant products alters microbial community structure and overwhelms inter-individual differences in microbial gene expression. The animal-based diet increased the abundance of bile-tolerant microorganisms (Alistipes, Bilophila and Bacteroides) and decreased the levels of Firmicutes that metabolize dietary plant polysaccharides (Roseburia, Eubacterium rectale and Ruminococcus bromii). Microbial activity mirrored differences between herbivorous and carnivorous mammals, reflecting trade-offs between carbohydrate and protein fermentation. Foodborne microbes from both diets transiently colonized the gut, including bacteria, fungi and even viruses. Finally, increases in the abundance and activity of Bilophila wadsworthia on the animal-based diet support a link between dietary fat, bile acids and the outgrowth of microorganisms capable of triggering inflammatory bowel disease. In concert, these results demonstrate that the gut microbiome can rapidly respond to altered diet, potentially facilitating the diversity of human dietary lifestyles.",gpt-3.5-turbo,"{'Metagenomics', 'Nutritional science', 'Microbiology'}",set()
Ketogenic diet consumption and gut microbiota composition,"The ketogenic diet (KD) is a high-fat, low-carbohydrate dietary treatment used in clinical applications for epilepsy, neurodegenerative, and neurodevelopmental disorders. Here, we identify ketogenic diet-associated bacteria enriching after 4, 8 and 14 days of consumption when compared to a vitamin and mineral matched control diet (CD).",gpt-3.5-turbo,"{'Gastroenterology', 'Nutritional science', 'Microbiology'}",set()
Steves UK Twins Urobiome 2017,Study of urine from UK twins,gpt-3.5-turbo,"{'Genetics', 'Microbiology', 'Molecular biology'}",set()
The effect of treatment with the helminth product Tuftsin-phosphorylcholine (TPC) on the microbiome of mice with active lupus,"The hygiene hypothesis claims that lack of exposure to microorganisms in developed countries, correlates with increased incidence of autoimmune diseases. It was also found that helminths are able to modulate the immune response in hosts in order to survive. Consequently, several successful trials using helminths as a treatment for autoimmune diseases have been reported. The helminth derivative, phosphorylcholine (PC), was demonstrated to have immunomodulatory properties. We have recently shown in a murine model that when a conjugate of Tuftsin and PC, termed TPC, is prophylactically administered before the onset of glomerulonephritis, it attenuates the development of systemic lupus erythematosus (SLE). The current study aimed to examine the effect of TPC on the gut microbiome in a mouse model of lupus. TPC treatment altered the gut composition in the mice with active lupus, in correlation with a significant decrease in glomerulonephritis, followed by an increased level of anti-inflammatory IL-10, decreased levels of pro-inflammatory mediators, as well as expansion of the T regulatory cell population. Importantly, we found that TPC treatment altered the microbiome composition in the mouse gut, in correlation with a significant decrease in protein secretion and improved disease parameters. The major effect of TPC treatment on the genera in the gut microbiome included increased abundance of Odoribacter and decreased abundance of Akkermansia. Overall, our results suggest involvement of the microbiome in the immunomodulation of glomerulonephritis in lupus mice. ",gpt-3.5-turbo,"{'Genomics', 'Microbiology', 'Immunology'}",set()
Gut Microbial Metabolism and Nonalcoholic Fatty Liver Disease,"The presence of cirrhosis in nonalcoholic-fatty-liver-disease (NAFLD) is the most important predictor of liver-related mortality. Limited data exist concerning the diagnostic accuracy of gut-microbiome-derived signatures for detecting NAFLD-cirrhosis. We characterized by16S rRNA amplicon sequencing gut-microbiome compositions of 203 uniquely well-characterized participants from a prospective twin and family cohort, including 98 probands encompassing the entire spectrum of NAFLD and their first-degree relatives (n=105), assessed by advanced magnetic-resonance-imaging (MRI). We observed strong familial correlation of gut-microbiome profiles, driven by shared housing. We identified a panel of 30 features, including 27 bacterial features, which were used to build a Random Forest classifier for detecting NAFLD-cirrhosis.  In a derivation cohort of probands, the model had a robust diagnostic accuracy (AUROC of 0.92) for detecting NAFLD-cirrhosis, confirmed in a validation cohort of relatives of proband with NAFLD-cirrhosis (AUROC of 0.87). This study provides novel evidence for a novel fecal-microbiome-derived signature to detect NAFLD-cirrhosis.",gpt-3.5-turbo,"{'Taxonomy', 'Microbiology', 'Gastroenterology'}",set()
"Microbial structure and function in infant and juvenile rhesus macaques are primarily affected by age, not vaccination status","This project aims to understand the potential impact of ethylmercury-based preservative, thimerosal, as well as the common pediatric vaccination schedules on the infant gut microbiota. ",gpt-3.5-turbo,"{'Microbiology', 'Animal study', 'Vaccinology'}",set()
"Gut microbiome composition in the Hispanic Community Health Study/Study of Latinos is shaped by geographic relocation, environmental factors, and obesity","Amplicon sequencing of 16S rRNA gene V4 and fungal ITS1 fragments from self-collected stool samples indicate that the host microbiome is determined by sociodemographic and migration-related variables. Those who relocate from Latin America to the USA at an early age have reductions in Prevotella to Bacteroides ratios that persist across the life course. Shannon index of alpha diversity in fungi and bacteria is low in those who relocate to the USA in early life. In contrast, those who relocate to the USA during adulthood, over 45 years old, have high bacterial and fungal diversity and high Prevotella to Bacteroides ratios, compared to USA-born and childhood arrivals. Low bacterial diversity is associated in turn with obesity. Contrasting with prior studies, our study of the Latino population shows increasing Prevotella to Bacteroides ratio with greater obesity. Taxa within Acidaminococcus, Megasphaera, Ruminococcaceae, Coriobacteriaceae, Clostridiales, Christensenellaceae, YS2 (Cyanobacteria), and Victivallaceae are significantly associated with both obesity and earlier exposure to the USA, while Oscillospira and Anaerotruncus show paradoxical associations with both obesity and late-life introduction to the USA. Our analysis of the gut microbiome of Latinos demonstrates unique features that might be responsible for health disparities affecting Hispanics living in the USA.",gpt-3.5-turbo,"{'Metagenomics', 'Gastroenterology', 'Microbiology'}",set()
Fecal microbiota composition drives immune activation in HIV-infected individuals,"The inflammatory properties of the enteric microbiota of HIV-infected individuals are of considerable interest because of strong evidence that bacterial translocation contributes to chronic immune activation and disease progression. Altered enteric microbiota composition occurs with HIV infection but whether altered microbiota composition or increased intestinal permeability alone drives peripheral immune activation is controversial. To comprehensively assess the inflammatory properties of HIV-associated enteric microbiota and relate these to systemic immune activation, we developed methods to purify whole fecal bacterial communities (FBCs) from stool for use in in vitro immune stimulation assays with human cells. We show that the enteric microbiota of untreated HIV-infected subjects induce significantly higher levels of activated monocytes and T cells compared to seronegative subjects. FBCs from anti-retroviral therapy (ART)-treated HIV-infected individuals induced intermediate T cell activation, indicating an only partial correction of adaptive immune cell activation capacity of the microbiome with ART. In vitro activation levels correlated with activation levels and viral load in blood and were particularly high in individuals harboring specific gram-positive opportunistic pathogens. Blockade experiments implicated TNF-α and Toll-Like Receptor-2 (TLR2), which recognizes peptidoglycan, as strong mediators of T cell activation; This may contradict a previous focus on lipopolysaccharide as a primary mediator of chronic immune activation. These data support that increased inflammatory properties of the enteric microbiota and not increased permeability alone drives chronic inflammation in HIV. 
",gpt-3.5-turbo,"{'Microbiology', 'Immunology', 'Infectious disease'}",set()
Microbiome signature in post-treatment Lyme disease syndrome patients,"Lyme disease is the most common vector-borne disease in the United States with an estimated incidence of 300,000 infections annually. Antibiotic intervention cures Lyme disease in the majority of cases; however, 10-20% of patients develop post-treatment Lyme disease syndrome (PTLDS), a debilitating condition characterized by chronic fatigue, pain, and cognitive difficulties. The underlying mechanism responsible for PTLDS symptoms, as well as a reliable diagnostic tool, has remained elusive. We reasoned that the gut microbiome may play an important role in PTLDS given that the symptoms overlap considerably with conditions in which a dysbiotic microbiome has been observed, including mood, cognition, and autoimmune disorders. Analysis of sequencing data from a rigorously curated cohort of PTLDS patients revealed a gut microbiome signature distinct from healthy control subjects, as well as from ICU patients being treated with antibiotics. Notably, microbiome sequencing data alone was indicative of PTLDS which presents a potential, novel diagnostic tool for PTLDS.  ",gpt-3.5-turbo,"{'Microbial ecology', 'Infectious disease'}","{'Microbiome', 'Clinical immunology and immunotherapeutics'}"
Dietary weight loss-induced improvements in metabolic function are enhanced by exercise in people with obesity and prediabetes,"The additional therapeutic effects of regular exercise during a dietary weight loss program in people with obesity and prediabetes are unclear. Here, we show whole-body (primarily muscle) insulin sensitivity (primary outcome) was two-fold greater (P=0.006) after 10% weight loss induced by calorie-restriction plus exercise training (Diet+EX; n=8, 4 women) than 10% weight loss induced by calorie restriction alone (Diet-ONLY; n=8, 6 women) in participants participating in two concurrent studies. The greater improvement in insulin sensitivity was accompanied by increased muscle expression of genes involved in mitochondrial biogenesis, energy metabolism and angiogenesis (secondary outcomes) in the Diet+EX group. There were no differences between groups in plasma branched-chain amino acids or markers of inflammation, and both interventions caused similar changes in the gut microbiome. Few adverse events were reported. These results demonstrate that regular exercise during a diet-induced weight loss program has profound additional metabolic benefits in people with obesity and prediabetes.",gpt-3.5-turbo,"{'Endocrinology and metabolism', 'Physiology'}",{'Obesity'}
Mouse Vaginal Microbiota Stability - publication sequencing,"This project characterizes the vaginal microbiome of mice followed longitudinally every 3 days over 2 weeks by vaginal lavage. Additionally, a subset of 15 mice were lavaged twice, 15 days apart, to test for effects of repeated lavaging in the primary study. ",gpt-3.5-turbo,"{'Genetics', 'Animal study', 'Microbiology'}",set()
A Prebiotic Diet Alters the Fecal Microbiome and Improves Sleep in Response to Sleep Disruption in Rats,"Sleep deprivation and prebiotic diet rat studies conducted at Northwestern University. Rats were placed either on normal (Regular Chow; RC) or prebiotic diet (GOS_PDX) upon arrival and maintained on that diet for the duration of the study. After 6 weeks, rats were subjected to 5 days of sleep disruption or allowed to sleep ad libitum. After the 5 days, rats were subjected to acute social defeat, or a cage change as a control. Thus, there are 8 experimental groups: RC/Ad Lib/No Stress: n = 10; RC/Sleep Dep/No Stress: n= 12; RC/Ad Lib/Stress: n= 10; RC/Sleep Disruption/Stress: n= 10; GOX_PDX/Ad Lib/No Stress: n = 11; GOS_PDX/Sleep Dep/No Stress: n= 9; GOS_PDX/Ad Lib/Stress: n= 11; GOS_PDX/Sleep Dep/Stress: n= 12. Fecal samples were taken at three time points for each animal: At arrival (week 0; T1), at week 4 (T2), before sleep disruption (week 6; T3), and at necropsy (week 9; T4). 
",gpt-3.5-turbo,"{'Microbiology', 'Animal study', 'Nutritional science'}",set()
UPenn LHMP E3D01BAL,This study samples healthy individuals with a single scope bronchoscopy procedure.,gpt-3.5-turbo,"{'Respiratory medicine', 'Sample collections', 'Public health and epidemiology'}",set()
Gut microbiome differences between patients with schizophrenia and healthy subjects I,This study investigated differences in gut microbiome composition between 25 patients with chronic schizophrenia and 25 demographically-matched non-psychiatric comparison subjects (NCs).,gpt-3.5-turbo,"{'Gastroenterology', 'Microbiology', 'Medicine'}",set()
Multiomic Analyses of Nascent Preterm Infant Microbiomes Differentiation Suggest Opportunities for Targeted Intervention,"Background:
Donor human milk (DHM), unlike formula, contains human milk oligosaccharides that act as prebiotics to help shape the gut microbiome.  DHM is not routinely used in late preterm infants (LPIs, born between 34-36 6/7 weeks gestation) who are at risk for an unhealthy gut microbiome.

Objective:
Describe differences in the microbiome and clinical outcomes of LPIs fed donor human milk compared to infants exposed to formula early in life.

Methods:
LPIs were randomized to DHM or formula to supplement maternal breastmilk (MBM).  Block randomization was by gestational age and delivery mode. Oral, skin, and stool samples were obtained daily until discharge to analyze the microbiome.  Major clinical outcomes included length of stay (LOS), weight gain, and feeding tolerance were recorded.

Results: 
Pending",gpt-3.5-turbo,"{'Nutritional science', 'Microbiology'}",{'Neonatology'}
The effect of oral colostrum care on very low birth weight infants,"To characterize the effects of early oral colostrum care on the microbiome profile, feeding tolerance, and rate of infection in VLBW infants. We hypothesize that compared with infants not receiving oral colostrum care, those receiving oral colostrum care will have higher diversity of microbiota and more commensal organisms, better feeding tolerance and time to full feedings, and reduced documented infection and clinical signs of infection.

Importance: Premature infants with birth weight less than 1500 grams are considered very low birth weight (VLBW) infants and are a vulnerable population that comprises 1.4% of all live births in the US. (National Vital Statistics Report 2015) Although survival for these infants improves every year with advances in neonatal intensive care, there continues to be significant morbidity relating to infections and prematurity-related complications. Additionally, these infants are at risk for dysbiosis given high rates of de",gpt-3.5-turbo,"{'Bioinformatics', 'Microbiology', 'Paediatrics'}",set()
