Name,Description,Ground Truth,Predictions,Filtered Predictions,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
Hierarchical Clustering Can Identify B Cell Clones With High Confidence in Ig Repertoire Sequencing Data,"Adaptive immunity is driven by the expansion, somatic hypermutation, and selection of B cell clones. Each clone is the progeny of a single B cell responding to Ag, with diversified Ig receptors. These receptors can now be profiled on a large scale by next-generation sequencing. Such data provide a window into the microevolutionary dynamics that drive successful immune responses and the dysregulation that occurs with aging or disease. Clonal relationships are not directly measured, but they must be computationally inferred from these sequencing data. Although several hierarchical clustering-based methods have been proposed, they vary in distance and linkage methods and have not yet been rigorously compared. In this study, we use a combination of human experimental and simulated data to characterize the performance of hierarchical clustering-based methods for partitioning sequences into clones. We find that single linkage clustering has high performance, with specificity, sensitivity, and positive predictive value all >99%, whereas other linkages result in a significant loss of sensitivity. Surprisingly, distance metrics that incorporate the biases of somatic hypermutation do not outperform simple Hamming distance. Although errors were more likely in sequences with short junctions, using the entire dataset to choose a single distance threshold for clustering is near optimal. Our results suggest that hierarchical clustering using single linkage with Hamming distance identifies clones with high confidence and provides a fully automated method for clonal grouping. The performance estimates we develop provide important context to interpret clonal analysis of repertoire sequencing data and allow for rigorous testing of other clonal grouping algorithms. NIH, Grant ID RO1AI104739, Grant 2013395, Grant R12886, Grants RR19895 and RR029676-01","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Computational biology', 'Immunology', 'Bioinformatics'}","Computational biology, Immunology, Bioinformatics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Computational biology', 'Immunology', 'Bioinformatics'}",0.687641723356009,0.16666666666666666,1.0,1.0,0.687641723356009
T follicular helper and T follicular regulatory cells have different TCR specificity,"Immunization leads to the formation of germinal centres (GCs) that contain both T follicular helper (Tfh) and T follicular regulatory (Tfr) cells. Whether T-cell receptor (TCR) specificity defines the differential functions of Tfh and Tfr cells is unclear. Here we show that antigen-specific T cells after immunization are preferentially recruited to the GC to become Tfh cells, but not Tfr cells. Tfh cells, but not Tfr cells, also proliferate efficiently on restimulation with the same immunizing antigen in vitro. Ex vivo TCR repertoire analysis shows that immunization induces oligoclonal expansion of Tfh cells. By contrast, the Tfr pool has a TCR repertoire that more closely resembles that of regulatory T (Treg) cells. Our data thus indicate that the GC Tfh and Tfr pools are generated from distinct TCR repertoires, with Tfh cells expressing antigen-responsive TCRs to promote antibody responses, and Tfr cells expressing potentially autoreactive TCRs to suppress autoimmunity. Fundação para Ciência e Tecnologia (FCT) grants PTDC/SAU-IMU/120225/2010, HMSP-ICT/0034/2013 and FCT-FAPESP/19906/2014 (to L.G.).","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Molecular biology', 'Genetics', 'Immunology'}","Immunology, Genetics, Molecular biology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Molecular biology', 'Genetics', 'Immunology'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
"Snir et al., Stereotyped antibody responses target posttranslationally modified gluten in celiac disease",Celiac Study,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Gastroenterology'}","Immunology, Genetics, Gastroenterology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Gastroenterology'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis,"Central nervous system B cells have several potential roles in multiple sclerosis (MS): secretors of proinflammatory cytokines and chemokines, presenters of autoantigens to T cells, producers of pathogenic antibodies, and reservoirs for viruses that trigger demyelination. To interrogate these roles, single-cell RNA sequencing (scRNA-Seq) was performed on paired cerebrospinal fluid (CSF) and blood from subjects with relapsing-remitting MS (RRMS; n = 12), other neurologic diseases (ONDs; n = 1), and healthy controls (HCs; n = 3). Single-cell immunoglobulin sequencing (scIg-Seq) was performed on a subset of these subjects and additional RRMS (n = 4), clinically isolated syndrome (n = 2), and OND (n = 2) subjects. Further, paired CSF and blood B cell subsets (RRMS; n = 7) were isolated using fluorescence activated cell sorting for bulk RNA sequencing (RNA-Seq). Independent analyses across technologies demonstrated that nuclear factor kappa B (NF-κB) and cholesterol biosynthesis pathways were activated, and specific cytokine and chemokine receptors were up-regulated in CSF memory B cells. Further, SMAD/TGF-β1 signaling was down-regulated in CSF plasmablasts/plasma cells. Clonally expanded, somatically hypermutated IgM+ and IgG1+ CSF B cells were associated with inflammation, blood-brain barrier breakdown, and intrathecal Ig synthesis. While we identified memory B cells and plasmablast/plasma cells with highly similar Ig heavy-chain sequences across MS subjects, similarities were also identified with ONDs and HCs. No viral transcripts, including from Epstein-Barr virus, were detected. Our findings support the hypothesis that in MS, CSF B cells are driven to an inflammatory and clonally expanded memory and plasmablast/plasma cell phenotype. All RRMS and clinically isolated syndrome (CIS) subjects were participants in either the University of California, San Francisco (UCSF) Origins or Expression, Proteomics, Imaging, Clinical (EPIC) studies and were diagnosed according to the 2017 McDonald criteria. Subjects were not on immunomodulatory or immunosuppressive disease-modifying therapy at the time of sample collection. OND and HC participants were enrolled in a biobanking study “Immunological Studies of Neurologic Subjects"". The Origins and EPIC cohorts are supported by the Valhalla Foundation. S.L.H., A.R., S.S.Z., and M.R.W. received support from NIH/National Institute of Neurological Disorders and Stroke (NINDS) Grant R01NS092835. S.L.H., A.R., and M.R.W. received support from NIH/NINDS Grant R35NS111644. R.D.S. received research support from the National Multiple Sclerosis Society and American Brain Foundation Clinician-Scientist Development Award FAN-1608-25607. A.L.G. was supported by National Multiple Sclerosis Society Clinician-Scientist Development Award Kathleen C. Moore Postdoctoral Fellowship FAN-1507-05479. S.S.Z., R.D., J.J.S., and M.R.W. received support from NIH/National Institute of Allergy and Infectious Diseases Grant R21AI142186. J.J.S. is supported by NIH/NINDS Grant K08NS107619, National Multiple Sclerosis Society Grant TA-1903-33713, and a Race to Erase MS Young Investigator Award. A.-K.P. is supported by Swiss National Science Foundation Fellowships P2SKP3_164938/1 and P300PB_177927/1 and National Multiple Sclerosis Society Kathleen C. Moore Postdoctoral Fellowship FG-1708-28871. M.R.W. received support from the Debbie and Andy Rachleff Foundation.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genetics', 'Immunology'}","Immunology, Infectious disease, Genetics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genetics', 'Immunology'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Determinants governing T cell receptor α/β-chain pairing in repertoire formation of identical twins,"The T cell repertoire in each individual includes T cell receptors (TCRs) of enormous sequence diversity through the pairing of diverse TCR α- and β-chains, each generated by somatic recombination of paralogous gene segments. Whether the TCR repertoire contributes to susceptibility to infectious or autoimmune diseases in concert with disease-associated major histocompatibility complex (MHC) polymorphisms is unknown. Due to a lack in high-throughput technologies to sequence TCR α-β pairs, current studies on whether the TCR repertoire is shaped by host genetics have so far relied only on single-chain analysis. Using a high-throughput single T cell sequencing technology, we obtained the largest paired TCRαβ dataset so far, comprising 965,523 clonotypes from 15 healthy individuals including 6 monozygotic twin pairs. Public TCR α- and, to a lesser extent, TCR β-chain sequences were common in all individuals. In contrast, sharing of entirely identical TCRαβ amino acid sequences was very infrequent in unrelated individuals, but highly increased in twins, in particular in CD4 memory T cells. Based on nucleotide sequence identity, a subset of these shared clonotypes appeared to be the progeny of T cells that had been generated during fetal development and had persisted for more than 50 y. Additional shared TCRαβ in twins were encoded by different nucleotide sequences, implying that genetic determinants impose structural constraints on thymic selection that favor the selection of TCR α-β pairs with entire sequence identities. This work was supported by NIH Grants U19 AI057266 (to G.G. and J.J.G.) and R01 AI129191 (to J.J.G.) and US Defense Threat Reduction Agency Grant HDTRA1-12-C-0105 (to G.G.). H.T. was supported by University of Texas Health Innovation for Cancer Prevention Research Training Program Postdoctoral Fellowship (Cancer Prevention and Research Institute of Texas Grant RP160015), Japan Society for the Promotion of Science Postdoctoral Fellowships for Research Abroad, and Uehara Memorial Foundation Research Fellowship.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Data integration and warehousing'}","Immunology, Genetics, Data integration and warehousing",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Data integration and warehousing'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
Single-cell landscape of bronchoalveolar immune cells in patients with COVID-19,Respiratory immune characteristics associated with Coronavirus Disease 2019 (COVID-19) severity are currently unclear. We characterized bronchoalveolar lavage fluid immune cells from patients with varying severity of COVID-19 and from healthy people by using single-cell RNA sequencing. Proinflammatory monocyte-derived macrophages were abundant in the bronchoalveolar lavage fluid from patients with severe COVID-9. Moderate cases were characterized by the presence of highly clonally expanded CD8+ T cells. This atlas of the bronchoalveolar immune microenvironment suggests potential mechanisms underlying pathogenesis and recovery in COVID-19. This study was conducted according to the principles expressed in the Declaration of Helsinki. Ethical approval was obtained from the Research Ethics Committee of Shenzhen Third People’s Hospital (2020-112). All participants provided written informed consent for sample collection and subsequent analyses. This study was supported by the Science and Technology Innovation Committee of Shenzhen Municipality (202002073000002) and the National Natural Science Foundation of China (91442127 to Z.Z.; 81700540 to Y.L.).,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Respiratory medicine'}","Respiratory medicine, Immunology, Infectious disease",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Respiratory medicine'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Dynamics of B-cell repertoires and emergence of cross-reactive responses in COVID-19 patients with different disease severity,"COVID-19 patients show varying severity of the disease ranging from asymptomatic to requiring intensive care. Although a number of monoclonal antibodies against SARS-CoV-2 have been identified, we still lack an understanding of the overall landscape of B-cell receptor (BCR) repertoires in COVID-19 patients. Here, we used high-throughput sequencing of BCR repertoires collected over multiple time points during an infection to characterize statistical and dynamical signatures of the B-cell response to SARS-CoV-2 in 19 patients with different disease severities. Based on principled statistical approaches, we determined differential sequence features of BCRs associated with different disease severity. We identified 34 significantly expanded rare clonal lineages shared among patients as candidates for a specific response to SARS-CoV-2. Moreover, we identified natural emergence of a BCR with cross-reactivity to SARS-CoV and SARS-CoV-2 in a number of patients. Overall, our results provide important insights for development of rational therapies and vaccines against COVID-19. This work was supported by DFG grant (SFB1310) on Predictability in Evolution (A.N., Z.M., J.O., G.I.), the Max Planck Society through MPRG funding (A.N., Z.M., J.O., G.I.), Department of Physics at the University of Washington (A.N., Z.M.), NIH NIAID F31AI150163 (WSD), Calmette and Yersin scholarship from the Pasteur International Network Association (H.L.), Bill and Melinda Gates Foundation OPP1170236 (I.A.W.), NIH K99 AI139445 (N.C.W.), US National Institutes of Health (contract no. HHSN272201400006C) (J.S.M.P), National Natural Science Foundation of China (NSFC)/Research Grants Council (RGC) Joint Research Scheme (N_HKU737/18) (C.K.P.M. and J.S.M.P) and the Research Grants Council of the Hong Kong Special Administrative Region, China (Project no. T11-712/19-N) (J.S.M.P).","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genomics', 'Immunology'}","Immunology, Infectious disease, Genomics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genomics', 'Immunology'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
Distinct populations of antigen-specific tissue-resident CD8+ T cells in human cervix mucosa,"The ectocervix is part of the lower female reproductive tract (FRT), which is susceptible to sexually transmitted infections (STIs). Comprehensive knowledge of the phenotypes and T cell receptor (TCR) repertoire of tissue-resident memory T cells (TRMs) in the human FRT is lacking. We took single-cell RNA-Seq approaches to simultaneously define gene expression and TCR clonotypes of the human ectocervix. There were significantly more CD8+ than CD4+ T cells. Unsupervised clustering and trajectory analysis identified distinct populations of CD8+ T cells with IFNGhiGZMBloCD69hiCD103lo or IFNGloGZMBhiCD69medCD103hi phenotypes. Little overlap was seen between their TCR repertoires. Immunofluorescence staining showed that CD103+CD8+ TRMs were preferentially localized in the epithelium, whereas CD69+CD8+ TRMs were distributed evenly in the epithelium and stroma. Ex vivo assays indicated that up to 14% of cervical CD8+ TRM clonotypes were HSV-2 reactive in HSV-2-seropositive persons, reflecting physiologically relevant localization. Our studies identified subgroups of CD8+ TRMs in the human ectocervix that exhibited distinct expression of antiviral defense and tissue residency markers, anatomic locations, and TCR repertoires that target anatomically relevant viral antigens. Optimization of the location, number, and function of FRT TRMs is an important approach for improving host defenses to STIs. Female adults were recruited at the University of Washington Virology Research Clinic in Seattle, Washington. The biopsy protocol was approved by University of Washington IRB committee (STUDY00004709), and all participants provided written consent. All participants were HSV-2 seropositive and HIV seronegative. This work was supported by grants from NIH (R01 AI134878 and R01 AI111780). This work was also supported by NIH contract 75N93019C00063 (DMK).","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}",{'Immunology'},Immunology,"{'Infectious Disease', 'Female Reproductive Health'}",0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}",{'Immunology'},0.7374338624338624,0.5,3.0,1.0,0.7374338624338624
"Boyd et al., Measurement and Clinical Monitoring of Human Lymphocyte Clonality by Massively Parallel V-D-J Pyrosequencing",Cancer Study,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology'}","Immunology, Genetics",{'Cancer Study'},0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology'}",0.7374338624338624,0.5,1.5,1.0,0.7374338624338624
omega,MPG:Strategic_Innovation_Fund,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Drug development', 'Bioengineering', 'Biotechnology'}","Biotechnology, Drug development, Bioengineering",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Drug development', 'Bioengineering', 'Biotechnology'}",0.7464285714285714,1.25,1.0,1.0,0.7464285714285714
High Frequency of Shared Clonotypes in Human T Cell Receptor Repertoires,"The collection of T cell receptors (TCRs) generated by somatic recombination is large but unknown. We generate large TCR repertoire datasets as a resource to facilitate detailed studies of the role of TCR clonotypes and repertoires in health and disease. We estimate the size of individual human recombined and expressed TCRs by sequence analysis and determine the extent of sharing between individual repertoires. Our experiments reveal that each blood sample contains between 5 million and 21 million TCR clonotypes. Three individuals share 8% of TCRβ- or 11% of TCRα-chain clonotypes. Sorting by T cell phenotypes in four individuals shows that 5% of naive CD4+ and 3.5% of naive CD8+ subsets share their TCRβ clonotypes, whereas memory CD4+ and CD8+ subsets share 2.3% and 0.4% of their clonotypes, respectively. We identify the sequences of these shared TCR clonotypes that are of interest for studies of human T cell biology. We acknowledge the use of cord blood cells procured by the National Disease Research Interchange (NDRI) with support from NIH grant U42 OD11158. This work was supported by a grant from the Human Vaccines Project, and institutional funding from Vanderbilt University Medical Center.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Genomics'}","Immunology, Genetics, Genomics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Genomics'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
T cell receptor repertoires after adoptive transfer of expanded allogeneic regulatory T cells,"T regulatory cell (Treg) therapy has been exploited in autoimmune disease, solid organ transplantation and in efforts to prevent or treat graft-versus-host disease (GvHD). However, our knowledge on in vivo persistence of transfused Treg is limited. Whether Treg transfusion leads to notable changes in the overall Treg repertoire and or whether longevity of Treg in the periphery is restricted to certain clones is unknown. Here we use T cell receptor alpha chain sequencing (TCRα-NGS) to monitor changes in the repertoire of Treg upon polyclonal expansion and after subsequent adoptive transfer. We applied TCRα-NGS to samples from two patients with chronic GvHD who received comparable doses of stem cell donor derived expanded Treg. We found that in vitro polyclonal expansion led to notable repertoire changes in vitro and that Treg cell therapy considerably altered peripheral Treg repertoire toward that of the infused cell product, to different degrees in each patient. Clonal changes in the peripheral blood were transient and correlated well with the clinical parameters. We suggest that T cell clonotype analyses using TCR sequencing should be considered as a means to monitor longevity and fate of adoptively transferred T cells.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology'}","Immunology, Genetics","{'Allergy', 'clinical immunology and immunotherapeutics'}",0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology'}",0.7374338624338624,0.5,1.5,1.0,0.7374338624338624
omega,MPG:Strategic_Innovation_Fund,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Bioengineering', 'Biotechnology'}","Biotechnology, Bioengineering","{'analysis and design', 'Data architecture'}",0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Bioengineering', 'Biotechnology'}",0.7441798941798944,1.0,1.5,1.0,0.7441798941798944
Biophysicochemical Motifs in T cell Receptor Sequences as a Potential Biomarker for High-Grade Serous Ovarian Carcinoma,"We previously showed, in a pilot study with publicly available data, that T cell receptor (TCR) repertoires from tumor infiltrating lymphocytes (TILs) could be distinguished from adjacent healthy tissue repertoires by the presence of TCRs bearing specific, biophysicochemical motifs in their antigen binding regions. We hypothesized that such motifs might allow development of a novel approach to cancer detection. The motifs were cancer specific and achieved high classification accuracy: we found distinct motifs for breast versus colorectal cancer-associated repertoires, and the colorectal cancer motif achieved 93% accuracy, while the breast cancer motif achieved 94% accuracy. In the current study, we sought to determine whether such motifs exist for ovarian cancer, a cancer type for which detection methods are urgently needed. We made two significant advances over the prior work. First, the prior study used patient-matched TILs and healthy repertoires, collecting healthy tissue adjacent to the tumors. The current study collected TILs from patients with high-grade serous ovarian carcinoma (HGSOC) and healthy ovary repertoires from cancer-free women undergoing hysterectomy/salpingo-oophorectomy for benign disease. Thus, the classification task is distinguishing women with cancer from women without cancer. Second, in the prior study, classification accuracy was measured by patient-hold-out cross-validation on the training data. In the current study, classification accuracy was additionally assessed on an independent cohort not used during model development to establish the generalizability of the motif to unseen data. Classification accuracy was 95% by patient-hold-out cross-validation on the training set and 80% when the model was applied to the blinded test set. The results on the blinded test set demonstrate a biophysicochemical TCR motif found overwhelmingly in women with HGSOC but rarely in women with healthy ovaries, strengthening the proposal that cancer detection approaches might benefit from incorporation of TCR motif-based biomarkers. Furthermore, these results call for studies on large cohorts to establish higher classification accuracies, as well as for studies in other cancer types.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Immunology', 'Biomarkers'}","Immunology, Biomarkers, Oncology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Oncology', 'Immunology', 'Biomarkers'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
"Busse et al., Single-cell based high-throughput sequencing of full-length immunoglobulin heavy and light chain genes",MPG:Strategic_Innovation_Fund,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Genomics'}","Immunology, Genetics, Genomics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology', 'Genomics'}",0.7374338624338624,0.5,1.0,1.0,0.7374338624338624
A large-scale database of T-cell receptor beta (TCRb) sequences and binding associations from natural and synthetic exposure to SARS-CoV-2,"COVID-19-Adaptive: We describe the establishment and current content of the ImmuneCODE™ database, which includes hundreds of millions of T-cell Receptor (TCR) sequences from over 1,400 subjects exposed to or infected with the SARSCoV-2 virus, as well as over 135,000 high-confidence SARS-CoV-2-specific TCRs.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genomics', 'Immunology'}","Immunology, Infectious disease, Genomics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genomics', 'Immunology'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
A large-scale database of T-cell receptor beta (TCRb) sequences and binding associations from natural and synthetic exposure to SARS-CoV-2,"COVID-19-BWNW: We describe the establishment and current content of the ImmuneCODE™ database, which includes hundreds of millions of T-cell Receptor (TCR) sequences from over 1,400 subjects exposed to or infected with the SARSCoV-2 virus, as well as over 135,000 high-confidence SARS-CoV-2-specific TCRs.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genetics', 'Immunology'}","Immunology, Infectious disease, Genetics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Genetics', 'Immunology'}",0.7419312169312169,0.8,1.0,1.0,0.7419312169312169
A large-scale database of T-cell receptor beta (TCRb) sequences and binding associations from natural and synthetic exposure to SARS-CoV-2,"COVID-19-DLS: We describe the establishment and current content of the ImmuneCODE™ database, which includes hundreds of millions of T-cell Receptor (TCR) sequences from over 1,400 subjects exposed to or infected with the SARSCoV-2 virus, as well as over 135,000 high-confidence SARS-CoV-2-specific TCRs.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Immunogenetics', 'Immunology', 'Infectious disease'}","Immunology, Infectious disease, Immunogenetics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Immunogenetics', 'Immunology', 'Infectious disease'}",0.7464285714285714,1.25,1.0,1.0,0.7464285714285714
A large-scale database of T-cell receptor beta (TCRb) sequences and binding associations from natural and synthetic exposure to SARS-CoV-2,"COVID-19-IRST/AUSL: We describe the establishment and current content of the ImmuneCODE™ database, which includes hundreds of millions of T-cell Receptor (TCR) sequences from over 1,400 subjects exposed to or infected with the SARSCoV-2 virus, as well as over 135,000 high-confidence SARS-CoV-2-specific TCRs.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Bioinformatics'}","Immunology, Infectious disease, Bioinformatics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Bioinformatics'}",0.7331065759637188,0.75,1.0,1.0,0.7331065759637188
A large-scale database of T-cell receptor beta (TCRb) sequences and binding associations from natural and synthetic exposure to SARS-CoV-2,"COVID-19-ISB: We describe the establishment and current content of the ImmuneCODE™ database, which includes hundreds of millions of T-cell Receptor (TCR) sequences from over 1,400 subjects exposed to or infected with the SARSCoV-2 virus, as well as over 135,000 high-confidence SARS-CoV-2-specific TCRs.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Bioinformatics'}","Immunology, Bioinformatics, Infectious disease",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Bioinformatics'}",0.7331065759637188,0.75,1.0,1.0,0.7331065759637188
A large-scale database of T-cell receptor beta (TCRb) sequences and binding associations from natural and synthetic exposure to SARS-CoV-2,"COVID-19-NIH/NIAID: We describe the establishment and current content of the ImmuneCODE™ database, which includes hundreds of millions of T-cell Receptor (TCR) sequences from over 1,400 subjects exposed to or infected with the SARSCoV-2 virus, as well as over 135,000 high-confidence SARS-CoV-2-specific TCRs.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Omics'}","Immunology, Infectious disease, Omics",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Omics'}",0.7110670194003528,0.5,1.0,1.0,0.7110670194003528
Antibody repertoire RNA-seq throughout key stages of mouse B-cell development,"We sought to investigate the extent of genetic and antigen-driven predetermination of antibody repertoires throughout B-cell development (pre-B cells, naive B cells, plasma cells). To this end, we used (i) an inbred model organism (mouse, C57BL/6J) to quantify genetic predetermination and (ii) cohort-stratification (4 cohorts: 1 untreated, 3 antigen-immunized) to quantify antigen-driven predetermination. To ensure generalizability of our research, we additionally sequenced naive B cells from Balb/c and pet shop mice.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology'}","Immunology, Genetics",{'Sequencing'},0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Genetics', 'Immunology'}",0.7374338624338624,0.5,1.5,1.0,0.7374338624338624
"Chang et al., Network Signatures of IgG Immune Repertoires in Hepatitis B Associated Chronic Infection and Vaccination Responses.",Hepatitis B Study,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Vaccinology'}","Immunology, Infectious disease, Vaccinology",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Infectious disease', 'Immunology', 'Vaccinology'}",0.7464285714285714,1.25,1.0,1.0,0.7464285714285714
"Putintseva et al., Mother and child T cell receptor repertoires: deep profiling study",Healthy baseline Study,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Biomedical science', 'Immunology', 'DNA'}","Biomedical science, Immunology, DNA",set(),0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Biomedical science', 'Immunology', 'DNA'}",0.7110670194003527,0.5,1.0,1.0,0.7110670194003527
B cells populating the multiple sclerosis brain mature in the draining cervical lymph nodes,"Multiple sclerosis (MS) is an inflammatory disease of the central nervous system (CNS) characterized by autoimmune-mediated demyelination and neurodegeneration. The CNS of patients with MS harbors expanded clones of antigen-experienced B cells that reside in distinct compartments including the meninges, cerebrospinal fluid (CSF), and parenchyma. It is not understood whether this immune infiltrate initiates its development in the CNS or in peripheral tissues. B cells in the CSF can exchange with those in peripheral blood, implying that CNS B cells may have access to lymphoid tissue that may be the specific compartment(s) in which CNS-resident B cells encounter antigen and experience affinity maturation. Paired tissues were used to determine whether the B cells that populate the CNS mature in the draining cervical lymph nodes (CLNs). High-throughput sequencing of the antibody repertoire demonstrated that clonally expanded B cells were present in both compartments. Founding members of clones were more often found in the draining CLNs. More mature clonal members derived from these founders were observed in the draining CLNs and also in the CNS, including lesions. These data provide new evidence that B cells traffic freely across the tissue barrier, with the majority of B cell maturation occurring outside of the CNS in the secondary lymphoid tissue. Our study may aid in further defining the mechanisms of immunomodulatory therapies that either deplete circulating B cells or affect the intrathecal B cell compartment by inhibiting lymphocyte transmigration into the CNS.","{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Immunology', 'Neurology'}","Immunology, Neurology",{'Neuroscience'},0.0,0.0,0.0,"{'Immunoinformatics', 'Structure analysis', 'Immunoproteins and antigens'}","{'Immunology', 'Neurology'}",0.7374338624338624,0.5,1.5,1.0,0.7374338624338624
