Name,Description,Model,Predictions,Ground Truth,Hallucinations,Jaccard Similarity,Precision,Recall,Exclusive Ground Truth,Exclusive Predictions,Weight,Broadness Score,overprediction penalty,penalty,Adjusted Weights
MEMA HMEC240L Staining Set 1,The MEP-LINCS uses a novel microenvironment microarray (MEMA) based platform to assess the impacts of different pairwise combinations of ME perturbagens (MEPs) on specific biological and molecular endpoints.,gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Systems biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Computational biology', 'Systems biology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
MEMA MCF10A Staining Set I,The MEP-LINCS uses a novel microenvironment microarray (MEMA) based platform to assess the impacts of different pairwise combinations of ME perturbagens (MEPs) on specific biological and molecular endpoints.,gpt-3.5-turbo,"{'Biology', 'Biochemistry', 'Biotechnology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Biology', 'Biochemistry', 'Biotechnology'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
MEMA MCF10A Staining Set C,The MEP-LINCS uses a novel microenvironment microarray (MEMA) based platform to assess the impacts of different pairwise combinations of ME perturbagens (MEPs) on specific biological and molecular endpoints.,gpt-3.5-turbo,"{'Bioinformatics', 'Biology', 'Biotechnology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Biology', 'Biotechnology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
MEMA HCC1954 Staining Set 100 (Lapatinib treatment),The MEP-LINCS uses a novel microenvironment microarray (MEMA) based platform to assess the impacts of different pairwise combinations of ME perturbagens (MEPs) on specific biological and molecular endpoints.,gpt-3.5-turbo,"{'Genomics', 'Drug development', 'Oncology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Genomics', 'Drug development', 'Oncology'}",0.7884960718294053,0.2857142857142857,1.0,1.0,0.7884960718294053
Breast Cancer Deubiquitinating Enzyme (DUB) Inhibitor Profiling: Fixed-cell GR measures of 21 breast cell lines to 32 small molecule perturbagens. Dataset 1 of 2: Normalized growth rate inhibition values.,"We measured the sensitivities of one non-malignant breast cell line and 20 breast cancer cell lines (six triple negative, six hormone receptor positive, five Her2 amplified, and three established from triple negative patient-derived xenografts) to 32 pre-clinical small molecule deubiquitinating enzyme (DUB) inhibitors. A microscopy-based dose response assay was used to measure drug potency, and to quantify drug efficacy in terms of growth inhibition (GR metrics) and cell death. We treated cells with single drugs over a 9-point ½ log dilution series and then measured cell number and viability after three days of drug exposure.",gpt-3.5-turbo,"{'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",{'Cancer'},0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Drug discovery'}",0.7078042328042328,0.0,1.5,1.0,0.7078042328042328
Growth factor-induced ERK activity pulsing dynamics in a mammary epithelial cell line. Dataset 3 of 3: mean reporter pulsing metrics.,ERK activity as measured by the EKAREV fluorescent reporter was assessed in the MCF 10A mammary epithelial cell line at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors.,gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology', 'Biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology', 'Biology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
"Evaluation of the sensitivity of two triple-negative breast cancer cell lines (HCC1806, HCC70) to a collection of dual mTOR and PI3K-like kinase (PIKK) inhibitors. Dataset 2 of 2: GR metrics.","We measured the sensitivities of two triple-negative breast cancer cell lines to nine uncharacterized dual mTOR-PIKK inhibitors, Torin1, Torin2, and the conventional mTOR kinase inhibitor AZD8055 (N=12 drugs). Cells were treated with each drug using a 9-point ½ log dilution series. Live cell counts were measured at the start and end of the 72 hour treatment period using fixed cell microscopy. Drug potency and efficacy were calculated using GR metrics. ",gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology', 'Drug discovery'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
"Breast Cancer Profiling Project, Gene Expression 1: Baseline mRNA sequencing on 35 breast cell lines","We measured the baseline mRNAseq profiles of two non-malignant breast cell lines and 33 breast cancer cell lines of which twenty were triple negative, six were hormone receptor positive, four were Her2 amplified, and three were established from triple negative patient-derived xenografts. ",gpt-3.5-turbo,"{'Cell biology', 'Oncology', 'Gene expression'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Oncology', 'Gene expression'}",0.7884960718294053,0.2857142857142857,1.0,1.0,0.7884960718294053
Evaluation of the sensitivities of six triple-negative breast cancer (TNBC) cell lines to 23 different PI3K/AKT/mTOR inhibitors or to a MEK inhibitor (trametinib). Dataset 2 of 2: GR metrics.,We measured the sensitivities of six TNBC cell lines to 23 clinical and pre-clinical small molecule inhibitors of kinases in the PI3K/AKT/mTOR signaling pathway and to one inhibitor of MEK. Cells were treated with each drug using a 9-point ½ log dilution series. Live cell counts were measured at the start and end of the 72 hour treatment period using fixed cell microscopy. Drug potency and efficacy were calculated using GR metrics.,gpt-3.5-turbo,"{'Drug development', 'Cell biology', 'Oncology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Drug development', 'Oncology'}",0.7884960718294053,0.2857142857142857,1.0,1.0,0.7884960718294053
Growth factor-induced ERK activity and FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line. Dataset 1 of 1: single-cell reporter measurements.,ERK activity and the nuclear-cytoplasmic pulsing behavior of FoxO3a as measured by a dual fluorescent reporter (EKAREV-FoxO3aN400-mCherry) were assessed in the MCF 10A mammary epithelial cell line at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors.,gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology', 'Computational biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology', 'Computational biology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
PLSR model loadings (pMEK and pERK excluded) from analysis of the covariation of molecular signals with cell viability and apoptosis fraction in BRAF(V600E/D) melanoma cell lines,This analysis dataset presents partial-least-squares regression (PLSR) model loadings arising from analysis of HMS LINCS datasets #20217 and 20218 for covariation of molecular signals (measured by RPPA; dataset #20218) with cellular responses (relative viability and apoptotic fractions; datasets #20217) when pMEK and pERK signals are excluded.,gpt-3.5-turbo,"{'Bioinformatics', 'Oncology', 'Molecular biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Oncology', 'Molecular biology'}",0.7833333333333333,0.0,1.0,1.0,0.7833333333333333
"Growth rate-corrected (GR) dose-response metric signatures across a panel of 71 breast cancer cell lines treated with a library of small molecule and antibody perturbagens. Dataset 3 of 4: Median, upper quartile, and lower quartile GR metrics per perturbagen. ","Dose-response data were collected for a panel of 73 breast cancer cell lines grown under standard or modified culture conditions and treated with 139 small molecule and antibody perturbagens. A subset of these data was previously described in Heiser et al. (2012) (PMID: 22003129) and Daemen et al. (2013) (PMID: 24176112). Here, the complete dataset was analyzed using the growth rate inhibition (GR) metrics described in Hafner et al. (2016) (PMID: 27135972) to account for differences in growth rates across the cell lines and treatment conditions.",gpt-3.5-turbo,"{'Computational biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",{'Cancer research'},0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Computational biology', 'Drug discovery'}",0.6322751322751322,0.0,1.5,1.0,0.6322751322751322
"Evaluation of the sensitivity of two triple-negative breast cancer cell lines (HCC1806, HCC70) to a collection of dual mTOR and PI3K-like kinase (PIKK) inhibitors. Dataset 1 of 2: GR values.","We measured the sensitivities of two triple-negative breast cancer cell lines to nine uncharacterized mTOR-PIKK inhibitors, Torin1, Torin2, and the conventional mTOR kinase inhibitor AZD8055 (N=12 drugs). Cells were treated with each drug using a 9-point ½ log dilution series. Live cell counts were measured at the start and end of the 72 hour treatment period using fixed cell microscopy. Drug potency and efficacy were calculated using GR metrics.",gpt-3.5-turbo,"{'Pharmacology', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Pharmacology', 'Cell biology', 'Drug discovery'}",0.7329805996472663,0.0,1.0,1.0,0.7329805996472663
Breast Cancer Profiling Project - Proteomics 2: 1 phosphoproteome dataset (including phosphotyrosine enrichment) for a 35-cell line breast cancer panel under basal conditions ,"We measured the baseline phosphoproteomic profiles of two non-malignant breast cell lines and 33 breast cancer cell lines of which twenty were triple negative, six were hormone receptor positive, four were Her2 amplified, and three were established from triple negative patient-derived xenografts. ",gpt-3.5-turbo,"{'Proteomics', 'Cell biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",{'Breast cancer'},0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Proteomics', 'Cell biology'}",0.7833333333333333,0.0,1.5,1.0,0.7833333333333333
MEMA MCF10A Deep Dive Dataset: treatment with ligands,No description,gpt-3.5-turbo,"{'Molecular biology', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Cell biology', 'Drug discovery'}",0.7329805996472663,0.0,1.0,1.0,0.7329805996472663
Growth factor-induced ERK activity pulsing dynamics in a mammary epithelial cell line. Dataset 1 of 3: single-cell reporter measurements.,ERK activity as measured by the EKAREV fluorescent reporter was assessed in the MCF 10A mammary epithelial cell line at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors.,gpt-3.5-turbo,"{'Cell biology', 'Biochemistry', 'Biotechnology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Biochemistry', 'Biotechnology'}",0.7329805996472664,0.0,1.0,1.0,0.7329805996472664
Growth factor-induced ERK activity pulsing dynamics in a mammary epithelial cell line. Dataset 2 of 3: single-cell reporter pulsing metrics.,ERK activity as measured by the EKAREV fluorescent reporter was assessed in the MCF 10A mammary epithelial cell line at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors.,gpt-3.5-turbo,"{'Cell biology', 'Computational biology', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Computational biology', 'Biochemistry'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 1 of 3: single-cell reporter measurements.,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with IGF-I in the absence or presence of increasing doses of an AKT inhibitor.,gpt-3.5-turbo,"{'Molecular biology', 'Cell biology', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Cell biology', 'Biochemistry'}",0.7329805996472663,0.0,1.0,1.0,0.7329805996472663
EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 3 of 3: mean reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with EGF in the absence or presence of increasing doses of a MEK inhibitor.,gpt-3.5-turbo,"{'Cell biology', 'Drug discovery', 'Biochemistry'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Drug discovery', 'Biochemistry'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
diMN (Exp 3) - ALS and Control (unaffected) diMN cell lines differentiated from iPS cell lines using a short and direct differentiation protocol - Proteomics,"DIA proteomics was carried out on total protein obtained from motor neuron lines generated from subject induced pluripotent stem cell (iPSC) lines. The iPSC lines were derived from 11 ALS and 4 Control (unaffected) individuals, in duplicate.",gpt-3.5-turbo,"{'Proteomics', 'Biochemistry', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Proteomics', 'Biochemistry', 'Genetics'}",0.7329805996472664,0.0,1.0,1.0,0.7329805996472664
IGF-I-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of an AKT inhibitor. Dataset 3 of 3: mean reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with IGF-I in the absence or presence of increasing doses of an AKT inhibitor.,gpt-3.5-turbo,"{'Biomedical science', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Biomedical science', 'Cell biology', 'Drug discovery'}",0.6826278659611993,0.0,1.0,1.0,0.6826278659611993
Evaluation of the sensitivities of six triple-negative breast cancer (TNBC) cell lines to 23 different PI3K/AKT/mTOR inhibitors or to a MEK inhibitor (trametinib). Dataset 1 of 2: GR values.,We measured the sensitivities of six TNBC cell lines to 23 clinical and pre-clinical small molecule inhibitors of kinases in the PI3K/AKT/mTOR signaling pathway and to one inhibitor of MEK. Cells were treated with each drug using a 9-point ½ log dilution series. Live cell counts were measured at the start and end of the 72 hour treatment period using fixed cell microscopy. Drug potency and efficacy were calculated using GR metrics.,gpt-3.5-turbo,"{'Pharmacology', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Pharmacology', 'Cell biology', 'Drug discovery'}",0.7329805996472663,0.0,1.0,1.0,0.7329805996472663
EGF-induced FoxO3a nuclear-cytoplasmic pulsing dynamics in mammary epithelial cell lines following treatment with increasing doses of a MEK inhibitor. Dataset 2 of 3: single-cell reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-HA-Venus) expressed in two mammary epithelial cell lines was assessed at the single-cell level using live imaging of cells that were untreated or treated with EGF in the absence or presence of increasing doses of a MEK inhibitor.,gpt-3.5-turbo,"{'Molecular biology', 'Cell biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'features and motifs', 'Nuclear acid sites'}",0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Cell biology'}",0.7833333333333333,0.0,1.5,1.0,0.7833333333333333
"Growth rate-corrected (GR) dose-response metric signatures across a panel of 71 breast cancer cell lines treated with a library of small molecule and antibody perturbagens. Dataset 4 of 4: Median, upper quartile, and lower quartile GR metrics per perturbagen class.","Dose-response data were collected for a panel of 73 breast cancer cell lines grown under standard or modified culture conditions and treated with 139 small molecule and antibody perturbagens. A subset of these data was previously described in Heiser et al. (2012) (PMID: 22003129) and Daemen et al. (2013) (PMID: 24176112). Here, the complete dataset was analyzed using the growth rate inhibition (GR) metrics described in Hafner et al. (2016) (PMID: 27135972) to account for differences in growth rates across the cell lines and treatment conditions.",gpt-3.5-turbo,"{'Pharmacology', 'Drug discovery', 'Biotechnology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Pharmacology', 'Drug discovery', 'Biotechnology'}",0.7329805996472664,0.0,1.0,1.0,0.7329805996472664
Immunofluorescence MCF10A Deep Dive Dataset: treatment with ligands,No description,gpt-3.5-turbo,"{'Biomedical science', 'Cell biology', 'Immunology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Biomedical science', 'Cell biology', 'Immunology'}",0.7329805996472665,0.0,1.0,1.0,0.7329805996472665
FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 2 of 3: single-cell reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-Venus) expressed in the 184A1 mammary epithelial cell line was assessed at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors in the absence or presence of an AKT or MEK inhibitor.,gpt-3.5-turbo,"{'Cell biology', 'Biomarkers'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",{'Single-cell analysis'},0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Biomarkers'}",0.7833333333333333,0.0,1.5,1.0,0.7833333333333333
Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 1 of 3: single-cell reporter measurements.,The nuclear-cytoplasmic pulsing behavior of FoxO3a fluorescent reporters (FoxO3aN400-Venus) with or without AKT- and ERK-dependent phosphorylation site mutations was assessed in two mammary epithelial cell lines at the single-cell level using live imaging of cells that were untreated or treated with one of five growth factors.,gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology', 'Computational biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology', 'Computational biology'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 2 of 3: single-cell reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of FoxO3a fluorescent reporters (FoxO3aN400-Venus) with or without AKT- and ERK-dependent phosphorylation site mutations was assessed in two mammary epithelial cell lines at the single-cell level using live imaging of cells that were untreated or treated with one of five growth factors.,gpt-3.5-turbo,"{'Molecular biology', 'Cell biology', 'Bioinformatics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Cell biology', 'Bioinformatics'}",0.7833333333333333,0.0,1.0,1.0,0.7833333333333333
Phosphorylation state and protein levels measured by imaging in BRAF(V600E/D) melanoma cell lines following treatment with combinations of two compounds (immunofluorescence dataset 2 of 4),"Three human melanoma cell lines were treated in 2 replicates with Vemurafenib at 3 doses in combination with DMSO or 1 dose of 9 other compounds. This dataset presents the mean intensity measurements for 3 protein or phosphoprotein readouts (KI-67, Rb (pS807; pS811), and ERK-1 (pT202; pY204) / ERK-2 (pT185; pY187) extracted from microscopy images across each condition. ",gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology', 'Drug discovery'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
Protein levels measured by imaging in BRAF(V600E/D) melanoma cell lines following treatment with Vemurafenib in combination with chromatin-targeting compounds (immunofluorescence dataset 3 of 4),Three human melanoma cell lines were treated in 2 replicates with 1 dose of Vemurafenib in combination with DMSO or 3 doses of each of 41 compounds in a chromatin-targeting library (LINCS 3 Chromatin Targeting Library). This dataset presents the number of nuclei assayed and the mean intensity measurements for 2 protein readouts (KI-67 and NGFR) extracted from microscopy images across each condition.,gpt-3.5-turbo,"{'Proteomics', 'Cell biology', 'Drug discovery'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Proteomics', 'Cell biology', 'Drug discovery'}",0.7329805996472663,0.0,1.0,1.0,0.7329805996472663
Tyrosine Kinase Inhibitor-induced cardiotoxicity in hiPSC derived cardiomyocytes - pilot dataset,"To define molecular network markers of tyrosine kinase inhibitor-induced cardiotoxicity, we treated human induced pluripotent stem cell-derived cardiomyocytes (hiPSC-CMs) with one of four tyrosine kinase inhibitors displaying a range of mild to severe effects on heart function (Erlotinib, Lapatinib, Sorafenib, or Sunitinib) or vehicle control (DMSO). We performed 6 different treatments for each drug, including three doses (1, 3.16 and 10 µM) at 24 hours and the intermediate dose (3.16 µM) for an additional three time points (6h, 72h and 168h). Gene expression changes were assessed at the cell population level using total RNA-Seq, which measured levels of both mRNAs and long non-coding RNAs. Validation of RNA-Seq results was performed by qPCR (HMS-LINCS Dataset #20325).",gpt-3.5-turbo,"{'Drug development', 'Cell biology', 'Molecular biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Cell biology', 'Drug development', 'Molecular biology'}",0.7884960718294053,0.2857142857142857,1.0,1.0,0.7884960718294053
Growth factor-induced FoxO3a nuclear-cytoplasmic pulsing dynamics of non-phosphorylatable reporters in mammary epithelial cell lines. Dataset 3 of 3: mean reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of FoxO3a fluorescent reporters (FoxO3aN400-Venus) with or without AKT- and ERK-dependent phosphorylation site mutations was assessed in two mammary epithelial cell lines at the single-cell level using live imaging of cells that were untreated or treated with one of five growth factors.,gpt-3.5-turbo,"{'Molecular biology', 'Cell biology', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Cell biology', 'Genetics'}",0.7833333333333334,0.0,1.0,1.0,0.7833333333333334
FoxO3a nuclear-cytoplasmic pulsing dynamics in a mammary epithelial cell line following growth-factor treatment with varying ERK/AKT activation loads. Dataset 3 of 3: mean reporter pulsing metrics.,The nuclear-cytoplasmic pulsing behavior of a FoxO3a fluorescent reporter (FoxO3aN400-Venus) expressed in the 184A1 mammary epithelial cell line was assessed at the single-cell level using live imaging of cells that were untreated or treated with one of six growth factors in the absence or presence of an AKT or MEK inhibitor.,gpt-3.5-turbo,"{'Bioinformatics', 'Cell biology', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Cell biology', 'Genetics'}",0.7833333333333333,0.0,1.0,1.0,0.7833333333333333
MEMA MCF7 Staining Set 1,The MEP-LINCS uses a novel microenvironment microarray (MEMA) based platform to assess the impacts of different pairwise combinations of ME perturbagens (MEPs) on specific biological and molecular endpoints.,gpt-3.5-turbo,"{'Bioinformatics', 'Computational biology', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Bioinformatics', 'Computational biology', 'Genetics'}",0.7078042328042328,0.0,1.0,1.0,0.7078042328042328
MEMA YAPC Staining Set 2,The MEP-LINCS uses a novel microenvironment microarray (MEMA) based platform to assess the impacts of different pairwise combinations of ME perturbagens (MEPs) on specific biological and molecular endpoints.,gpt-3.5-turbo,"{'Molecular biology', 'Microbiology', 'Biotechnology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Molecular biology', 'Microbiology', 'Biotechnology'}",0.7833333333333334,0.0,1.0,1.0,0.7833333333333334
Breast Cancer Profiling Project - Proteomics,We measured the baseline proteomic profiles of non-malignant breast cell lines and breast cancer cell lines. ,gpt-3.5-turbo,"{'Proteomics', 'Cell biology'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",{'Cancer'},0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Proteomics', 'Cell biology'}",0.7833333333333333,0.0,1.5,1.0,0.7833333333333333
GCP aggregated data - Chemical perturbations,"Global chromatin profiling technology is a mass spectrometry-based assay to identify and quantify post-translational modifications on histone proteins from bulk chromatin. The assay quantifies around 60 different combinations of histone modifications on H3, with even more possible combinations on H4, H2A (including isoforms), and H2B. GCP can be considered as orthogonal to ChIP-Seq. Instead of characterizing one histone mark at a time with locus resolution across the genome, one can profile almost all combinations of histone marks together in bulk chromatin with no genomic resolution. The technique is particularly useful in assessing the functional consequences of genetic mutations to the epigenetic machinery and can be employed to make connections among biological conditions and perturbations.",gpt-3.5-turbo,"{'Epigenetics', 'Biochemistry', 'Genetics'}","{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}",set(),0.0,0.0,0.0,"{'Metabolomics', 'Protein binding sites', 'Molecular interactions, pathways and networks'}","{'Epigenetics', 'Biochemistry', 'Genetics'}",0.7381433381433381,0.2857142857142857,1.0,1.0,0.7381433381433381
