Model,Abstract,MeSH Terms,Old Ground Truth,New Ground Truth,Predictions,Prioritized Predictions,Jaccard Similarity,Precision,Recall,Added Labels (Predictions against New Ground Truth),Missing Labels (Predictions against New Ground Truth),Added Labels (Predictions against GPT-3.5),Missing Labels (Predictions against GPT-3.5)
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"The utilization of methane, a potent greenhouse gas, is an important component of local and global carbon cycles that is characterized by tight linkages between methane-utilizing (methanotrophic) and nonmethanotrophic bacteria. It has been suggested that the methanotroph sustains these nonmethanotrophs by cross-feeding, because subsequent products of the methane oxidation pathway, such as methanol, represent alternative carbon sources. We established cocultures in a microcosm model system to determine the mechanism and substrate that underlay the observed cross-feeding in the environment. Lanthanum, a rare earth element, was applied because of its increasing importance in methylotrophy. We used co-occurring strains isolated from Lake Washington sediment that are involved in methane utilization: a methanotroph and two nonmethanotrophic methylotrophs. Gene-expression profiles and mutant analyses suggest that methanol is the dominant carbon and energy source the methanotroph provides to support growth of the nonmethanotrophs. However, in the presence of the nonmethanotroph, gene expression of the dominant methanol dehydrogenase (MDH) shifts from the lanthanide-dependent MDH (XoxF)-type, to the calcium-dependent MDH (MxaF)-type. Correspondingly, methanol is released into the medium only when the methanotroph expresses the MxaF-type MDH. These results suggest a cross-feeding mechanism in which the nonmethanotrophic partner induces a change in expression of methanotroph MDHs, resulting in release of methanol for its growth. This partner-induced change in gene expression that benefits the partner is a paradigm for microbial interactions that cannot be observed in studies of pure cultures, underscoring the importance of synthetic microbial community approaches to understand environmental microbiomes.","['Alcohol Oxidoreductases/metabolism', 'Bacteria/drug effects/*metabolism', 'Bacterial Proteins/metabolism', 'Carbon/*metabolism', 'Gene Expression Regulation, Bacterial/drug effects', 'Lanthanoid Series Elements/*pharmacology', 'Methane/*metabolism', 'Methanol/metabolism', 'Microbial Interactions/*drug effects', 'Oxidation-Reduction/drug effects', 'Washington']","Carbohydrates, Carbon cycle, Gene expression, Gene regulation, Microbial collection, Microbial ecology, Mobile genetic elements, Plant biology, Protein interactions, Proteins","{'Gene expression', 'Proteins', 'Pharmacology', 'Drug metabolism', 'Carbon cycle'}","{'Gene expression', 'Microbiology', 'Human biology', 'Proteins', 'Antimicrobial Resistance', 'Human genetics', 'Plant biology', 'Microbial collection', 'Microbial ecology', 'Carbon cycle'}","Animal study, Carbon cycle, Gene expression, Laboratory animal science, Microbial collection, Microbial ecology, Microbiology, Microfluidics, Protein expression, Zoology",0.25,0.3,0.6,"{'Microbiology', 'Human biology', 'Antimicrobial Resistance', 'Human genetics', 'Plant biology', 'Microbial collection', 'Microbial ecology'}","{'Drug metabolism', 'Pharmacology'}","{'Chemistry', 'Membrane and lipoproteins', 'Metagenomics', 'Open science', 'Genomics', 'Microbial ecology'}","{'Synthetic microbial community', 'Gene expression profiles', 'Methanotroph', 'Environmental sciences', 'Methanol', 'Microcosm model system'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"We designed and constructed a genome-wide microarray with 22,987 70-mer oligonucleotides covering the presently known and predicted genes in the silkworm genome, and surveyed the gene expression in multiple silkworm tissues on day 3 of the fifth instar. Clusters of tissue-prevalent and tissue-specific genes and genes that are differentially expressed in different tissues were identified, and they reflect well major tissue-specific functions on the molecular level. The data presented in this study provide a new resource for annotating the silkworm genome.","['Animals', 'Bombyx/*genetics', 'Drosophila/genetics', 'Female', 'Gene Expression Profiling/*methods', '*Genome, Insect', 'Male', '*Oligonucleotide Array Sequence Analysis', 'Oligonucleotides/chemistry', 'Salivary Glands/metabolism', 'Sex Characteristics']","Animal study, Laboratory animal science, Sequence analysis, Zoology","{'Chemistry', 'Zoology', 'Medicinal chemistry', 'Drug metabolism', 'Genetics', 'Biochemistry'}","{'Animal study', 'Gene expression', 'Laboratory animal science', 'Zoology'}","Animal study, Gene expression, Laboratory animal science, Zoology",0.1111111111111111,0.25,0.16666666666666666,"{'Laboratory animal science', 'Gene expression', 'Animal study'}","{'Chemistry', 'Genetics', 'Biochemistry', 'Drug metabolism', 'Medicinal chemistry'}","{'Laboratory animal science', 'Animal study', 'Zoology'}","{'Genomics', 'Bioinformatics', 'Molecular biology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Influenza A viruses (IAVs) quickly adapt to new environments and are well known to cross species barriers. To reveal a molecular basis for these phenomena, we compared the Ser/Thr and Tyr phosphoproteomes of murine lung epithelial cells early and late after infection with mouse-adapted SC35M virus or its nonadapted SC35 counterpart. With this analysis we identified a large set of upregulated Ser/Thr phosphorylations common to both viral genotypes, while Tyr phosphorylations showed little overlap. Most of the proteins undergoing massive changes of phosphorylation in response to both viruses regulate chromatin structure, RNA metabolism, and cell adhesion, including a focal adhesion kinase (FAK)-regulated network mediating the regulation of actin dynamics. IAV also affected phosphorylation of activation loops of 37 protein kinases, including FAK and several phosphatases, many of which were not previously implicated in influenza virus infection. Inhibition of FAK proved its contribution to IAV infection. Novel phosphorylation sites were found on IAV-encoded proteins, and the functional analysis of selected phosphorylation sites showed that they either support (NA Ser178) or inhibit (PB1 Thr223) virus propagation. Together, these data allow novel insights into IAV-triggered regulatory phosphorylation circuits and signaling networks.<b>IMPORTANCE</b> Infection with IAVs leads to the induction of complex signaling cascades, which apparently serve two opposing functions. On the one hand, the virus highjacks cellular signaling cascades in order to support its propagation; on the other hand, the host cell triggers antiviral signaling networks. Here we focused on IAV-triggered phosphorylation events in a systematic fashion by deep sequencing of the phosphoproteomes. This study revealed a plethora of newly phosphorylated proteins. We also identified 37 protein kinases and a range of phosphatases that are activated or inactivated following IAV infection. Moreover, we identified new phosphorylation sites on IAV-encoded proteins. Some of these phosphorylations support the enzymatic function of viral components, while other phosphorylations are inhibitory, as exemplified by PB1 Thr223 modification. Our global characterization of IAV-triggered patterns of phospho-proteins provides a rich resource to further understand host responses to infection at the level of phosphorylation-dependent signaling networks.","['Animals', 'Antiviral Agents/*pharmacology', 'Cell Line', 'Focal Adhesion Protein-Tyrosine Kinases/metabolism', 'Genome', 'Host-Pathogen Interactions/physiology', 'Humans', 'Influenza A virus/genetics/*metabolism', 'Mice', 'Models, Molecular', 'Orthomyxoviridae Infections/*metabolism', 'Phosphorylation', 'Protein Conformation', 'Proteome/*analysis', 'Signal Transduction/*drug effects', 'Viral Proteins/chemistry/metabolism']","Animal study, Human biology, Human genetics, Laboratory animal science, Molecular modelling, Plant biology, Protein interactions, Proteins, Proteomics, Zoology","{'Chemistry', 'Zoology', 'Proteins', 'Human biology', 'Genetics', 'Physiology', 'Sequence analysis', 'Biochemistry', 'Pharmacology', 'Drug metabolism', 'Medicinal chemistry', 'Molecular genetics'}","{'Gene expression', 'Immunoproteins and antigens', 'DNA binding sites', 'Gene regulation', 'Pathology', 'Cell culture collection', 'Laboratory animal science', 'Virology', 'Protein variants', 'Animal study'}","Animal study, Cell biology, Infectious disease, Laboratory animal science, Microbiology, Mouse clinic, Proteins, Sequence analysis, Structural variation, Zoology",0.0,0.0,0.0,"{'Gene expression', 'Immunoproteins and antigens', 'DNA binding sites', 'Gene regulation', 'Pathology', 'Cell culture collection', 'Laboratory animal science', 'Virology', 'Protein variants', 'Animal study'}","{'Chemistry', 'Human biology', 'Proteins', 'Zoology', 'Genetics', 'Physiology', 'Sequence analysis', 'Pharmacology', 'Medicinal chemistry', 'Drug metabolism', 'Biochemistry', 'Molecular genetics'}","{'Animal study', 'Chemistry', 'Gene expression', 'Zoology', 'Proteins', 'RNA', 'Gene regulation', 'Cell culture collection', 'Laboratory animal science', 'Critical care medicine'}","{'Signal transduction', 'Host-pathogen interaction', 'Cell biology', 'Genetics', 'Molecular biology', 'Bioinformatics', 'Phosphorylation', 'Virology', 'Infectious disease', 'Proteomics'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Activating mutations in JAK1 have been reported in acute lymphoblastic leukemias (ALLs). In this study, we found a type I interferon (IFN) transcriptional signature in JAK1 mutation-positive human ALL samples. This signature was recapitulated in vitro by the expression of JAK1 mutants in BW5147 and BaF3 hematopoietic cell lines. Binding of JAK1 to the IFN receptor was essential because mutations in the FERM domain abrogated this effect. Beside the constitutive activation of the type I IFN signaling cascade, JAK1 mutations also strongly potentiated the response to IFN in vitro. Typically, the proliferation of cell lines expressing JAK1(A634D) was abrogated by type I IFNs. Interestingly, we found that different JAK1 mutations differentially potentiate responses to type I IFNs or to interleukin-9, another cytokine using JAK1 to mediate its effects. This suggests that the type of mutation influences the specificity of the effect on distinct cytokine receptor signaling. Finally, we also showed in an in vivo leukemia model that cells expressing JAK1(A634D) are hypersensitive to the antiproliferative and antitumorigenic effect of type I IFN, suggesting that type I IFNs should be considered as a potential therapy for ALL with JAK1-activating mutations.","['Animals', 'Blotting, Western', 'Cell Line, Tumor', 'Cell Proliferation/drug effects', 'Clinical Trials as Topic', 'Female', 'Gene Expression', 'Humans', 'Interferon Type I/*immunology/metabolism/pharmacology', 'Janus Kinase 1/*genetics/metabolism', 'Mice', 'Mice, Knockout', 'Mutation', 'Oligonucleotide Array Sequence Analysis', 'Precursor Cell Lymphoblastic Leukemia-Lymphoma/*genetics/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Signal Transduction/*physiology', 'Transcription, Genetic', 'Transfection']","Animal study, DNA mutation, Gene expression, Human biology, Human genetics, Laboratory animal science, Preclinical and clinical studies, Sequence analysis, Zoology","{'Gene expression', 'Immunoinformatics', 'Zoology', 'Human biology', 'DNA mutation', 'Genetics', 'Physiology', 'Immunogenetics', 'Immunology', 'Pharmacology', 'Drug metabolism'}","{'Gene expression', 'Zoology', 'Proteins', 'Human biology', 'Gene regulation', 'Human genetics', 'Laboratory animal science', 'Sample collections', 'Animal study'}","Animal study, Cell culture collection, DNA binding sites, DNA mutation, DNA polymorphism, Gene expression, Human biology, Human genetics, Laboratory animal science",0.17647058823529413,0.3333333333333333,0.2727272727272727,"{'Proteins', 'Gene regulation', 'Human genetics', 'Laboratory animal science', 'Sample collections', 'Animal study'}","{'Immunoinformatics', 'DNA mutation', 'Genetics', 'Physiology', 'Immunogenetics', 'Immunology', 'Pharmacology', 'Drug metabolism'}","{'Human biology', 'Proteins', 'Zoology', 'RNA', 'Antimicrobial Resistance', 'Sequence analysis', 'Human genetics', 'Laboratory animal science', 'Rare diseases'}","{'Genetics', 'Biotechnology', 'Bioinformatics', 'Molecular biology', 'Immunology', 'Pharmacology', 'Genomics', 'Proteomics', 'Oncology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"DNA recombination is required for effective segregation and diversification of genomes and for the successful completion of meiosis. Recent studies in various species hybrids have demonstrated a genetic link between DNA recombination and speciation. Consistent with this, we observed a striking suppression of recombination in the hybrids between two nematodes, the hermaphroditic Caenorhabditis briggsae and the gonochoristic C. nigoni. To unravel the molecular basis underlying the recombination suppression in their hybrids, we generated a C. nigoni genome with chromosome-level contiguity and produced an improved C. briggsae genome with resolved gaps up to 2.8 Mb. The genome alignment reveals not only high sequence divergences but also pervasive intra- and inter-chromosomal sequence re-arrangements between the two species, which are plausible culprits for the observed suppression. Comparison of recombination boundary sequences suggests that recombination in the hybrid requires extensive sequence homology, which is rarely seen between the two genomes. The new genomes and genomic libraries form invaluable resources for studying genome evolution, hybrid incompatibilities and sex evolution for this pair of model species.","['Animals', 'Base Sequence', 'Biological Evolution', 'Caenorhabditis/classification/*genetics', 'Chimera/*genetics', 'Chromosome Mapping', 'Crosses, Genetic', 'Female', '*Genome', 'Genomic Library', 'Hermaphroditic Organisms/*genetics', 'Male', 'Meiosis', '*Recombination, Genetic', 'Sequence Alignment']","Animal study, Clone library, DNA replication and recombination, Evolutionary biology, Genetics, Genomics, Laboratory animal science, Model organisms, Zoology","{'Genetics', 'Zoology', 'DNA replication and recombination'}","{'Gene expression', 'Genetic variation', 'Model organisms', 'Zoology', 'Gene regulation', 'Laboratory animal science', 'Genomics', 'Animal study', 'DNA'}","Comparative genomics, DNA polymorphism, DNA replication and recombination, DNA, Gene expression, Gene regulation, Genomic imprinting, Genomics, Protein binding sites",0.09090909090909091,0.1111111111111111,0.3333333333333333,"{'Gene expression', 'Genetic variation', 'Model organisms', 'Gene regulation', 'Laboratory animal science', 'Genomics', 'Animal study', 'DNA'}","{'Genetics', 'DNA replication and recombination'}","{'Zoology', 'DNA binding sites', 'Genotype and phenotype', 'Reproductive health', 'Sequence analysis', 'Laboratory animal science', 'DNA polymorphism', 'Animal study'}","{'Hybrid incompatibilities', 'Sex evolution', 'DNA', 'Sequence homology', 'Comparative genomics', 'Molecular basis', 'Genomics', 'Genome evolution'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Newborns are frequently affected by mucocutaneous candidiasis. Th17 cells essentially limit mucosal invasion by commensal <i>Candida</i> spp. Here, we sought to understand the molecular basis for the developmental lack of Th17 cell responses in circulating blood neonatal T cells. Naive cord blood CD4 T cells stimulated in Th17-differentiating conditions inherently produced high levels of the interleukin-22 immunoregulatory cytokine, particularly in the presence of neonatal antigen-presenting cells. A genome-wide transcriptome analysis comparing neonatal and adult naïve CD4 T cells <i>ex vivo</i> revealed major developmental differences in gene networks regulating Small Drosophila Mothers Against Decapentaplegic (SMAD) and Signal Transducer and Activator of Transcription 3 (STAT3) signaling. These changes were functionally validated by experiments showing that the requirement for TGF-β in human Th17 cell differentiation is age-dependent. Moreover, STAT3 activity was profoundly diminished while overexpression of the <i>STAT3</i> gene restored Th17 cell differentiation capacity in neonatal T cells. These data reveal that Th17 cell responses are developmentally regulated at the gene expression level in human neonates. These developmental changes may protect newborns against pathological Th17 cell responses, at the same time increasing their susceptibility to mucocutaneous candidiasis.","['Age Factors', 'Cell Differentiation/genetics/immunology', 'Cytokines/biosynthesis', 'Humans', '*Immunomodulation', 'Infant, Newborn', 'Interleukins/*metabolism', 'Lymphocyte Activation/immunology', 'STAT3 Transcription Factor/metabolism', 'T-Lymphocyte Subsets/immunology/metabolism', 'Th17 Cells/*immunology/*metabolism', 'Transforming Growth Factor beta/metabolism']","Cytogenetics, Human biology, Human genetics, Immunogenetics, Immunology, Immunomics, Protein interactions, Transcription factors and regulatory sites","{'Immunogenetics', 'Human biology', 'Immunology', 'Drug metabolism', 'Genetics'}","{'Gene expression', 'Zoology', 'Proteins', 'Human biology', 'Sequence assembly', 'Sequence analysis', 'Human genetics', 'Animal study'}","Animal study, Human biology, Human genetics, Laboratory animal science, Protein expression, Proteins, Regenerative medicine, Sequence analysis",0.08333333333333333,0.125,0.2,"{'Gene expression', 'Proteins', 'Zoology', 'Sequence assembly', 'Sequence analysis', 'Human genetics', 'Animal study'}","{'Immunogenetics', 'Genetics', 'Drug metabolism', 'Immunology'}","{'Human biology', 'Zoology', 'Proteins', 'Human genetics', 'Transcriptomics', 'Laboratory animal science', 'Infectious disease', 'Animal study'}","{'""Developmental biology""', '""Allergy', '""Biology""', 'clinical immunology and immunotherapeutics""', '""Pediatrics""', '""Molecular biology""', '""Genetics""', '""Immunology""', '""Cell biology""'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Glioblastoma stem cells (GSCs) are implicated in tumor neovascularization, invasiveness, and therapeutic resistance. To illuminate mechanisms governing these hallmark features, we developed a de novo glioblastoma multiforme (GBM) model derived from immortalized human neural stem/progenitor cells (hNSCs) to enable precise system-level comparisons of pre-malignant and oncogene-induced malignant states of NSCs. Integrated transcriptomic and epigenomic analyses uncovered a PAX6/DLX5 transcriptional program driving WNT5A-mediated GSC differentiation into endothelial-like cells (GdECs). GdECs recruit existing endothelial cells to promote peritumoral satellite lesions, which serve as a niche supporting the growth of invasive glioma cells away from the primary tumor. Clinical data reveal higher WNT5A and GdECs expression in peritumoral and recurrent GBMs relative to matched intratumoral and primary GBMs, respectively, supporting WNT5A-mediated GSC differentiation and invasive growth in disease recurrence. Thus, the PAX6/DLX5-WNT5A axis governs the diffuse spread of glioma cells throughout the brain parenchyma, contributing to the lethality of GBM.","['Endothelial Cells/cytology/metabolism', 'Epigenomics', 'Gene Expression Regulation, Neoplastic', 'Glioblastoma/*genetics/*pathology', 'Homeodomain Proteins/metabolism', 'Humans', 'Neoplasm Invasiveness/*genetics', 'Neural Stem Cells/metabolism', 'PAX6 Transcription Factor/metabolism', 'Proto-Oncogene Proteins c-akt/metabolism', 'Transcription Factors/metabolism', 'Wnt-5a Protein/*genetics']","Epigenetics, Epigenomics, Gene expression, Gene regulation, Genomics, Human biology, Human genetics, Proteins, Regenerative medicine","{'Gene expression', 'Human biology', 'Genetics', 'Epigenomics', 'Gene regulation', 'Pathology', 'Genomics', 'Drug metabolism'}","{'Zoology', 'Human biology', 'Cell biology', 'Epigenomics', 'Cell culture collection', 'Human genetics', 'Laboratory animal science', 'Epigenetics', 'Animal study'}","Animal study, Cell culture collection, Gene expression, Gene regulation, Human biology, Human genetics, Laboratory animal science, Proteins, Zoology",0.13333333333333333,0.2222222222222222,0.25,"{'Zoology', 'Cell biology', 'Cell culture collection', 'Human genetics', 'Laboratory animal science', 'Epigenetics', 'Animal study'}","{'Gene expression', 'Genetics', 'Gene regulation', 'Pathology', 'Genomics', 'Drug metabolism'}","{'Neurology', 'Gene expression', 'Human biology', 'Cell biology', 'Gene regulation', 'Human genetics', 'Drug development', 'Epigenetics'}","{'Biology', 'Genetics', 'Translational medicine', 'Biotechnology', 'Bioinformatics', 'Molecular biology', 'Genomics', 'Oncology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Genetic variations affecting neural tube closure along the head result in malformations of the face and brain. Neural tube defects (NTDs) are among the most common birth defects in humans. We previously reported a mouse mutant called tuft that arose spontaneously in our wild-type 3H1 colony. Adult tuft mice present midline craniofacial malformations with or without an anterior cephalocele. In addition, affected embryos presented neural tube closure defects resulting in insufficient closure of the anterior neuropore or exencephaly. Here, through whole-genome sequencing, we identified a nonsense mutation in the Tet1 gene, which encodes a methylcytosine dioxygenase (TET1), co-segregating with the tuft phenotype. This mutation resulted in premature termination that disrupts the catalytic domain that is involved in the demethylation of cytosine. We detected a significant loss of TET enzyme activity in the heads of tuft embryos that were homozygous for the mutation and had NTDs. RNA-Seq transcriptome analysis indicated that multiple gene pathways associated with neural tube closure were dysregulated in tuft embryo heads. Among them, the expressions of Cecr2, Epha7 and Grhl2 were significantly reduced in some embryos presenting neural tube closure defects, whereas one or more components of the non-canonical WNT signaling pathway mediating planar cell polarity and convergent extension were affected in others. We further show that the recombinant mutant TET1 protein was capable of entering the nucleus and affected the expression of endogenous Grhl2 in IMCD-3 (inner medullary collecting duct) cells. These results indicate that TET1 is an epigenetic determinant for regulating genes that are crucial to closure of the anterior neural tube and its mutation has implications to craniofacial development, as presented by the tuft mouse.","['Animals', 'Body Size', 'Cell Polarity', 'Codon, Nonsense/genetics', 'DNA-Binding Proteins/genetics', 'Ectoderm/metabolism', 'Embryo, Mammalian/metabolism', 'Gene Expression Regulation, Developmental', 'Homozygote', 'Mice', 'Models, Biological', 'Mutation/*genetics', 'Neural Tube', 'Point Mutation', 'Proto-Oncogene Proteins/genetics', 'RNA/metabolism', 'Transcription Factors/metabolism', 'Wnt Signaling Pathway/genetics']","Animal study, Cell biology, DNA binding sites, DNA mutation, Embryology, Gene expression, Gene regulation, Laboratory animal science, Neurology, Protein binding sites, Proteins, RNA, Zoology","{'Gene expression', 'Zoology', 'RNA', 'DNA mutation', 'Developmental biology', 'Biology', 'Genetics', 'Gene regulation', 'Drug development', 'Drug metabolism'}","{'Gene expression', 'Genetic variation', 'Zoology', 'Proteins', 'Regenerative medicine', 'Gene regulation', 'Sequence analysis', 'Synthetic biology', 'Laboratory animal science', 'Embryology', 'Epigenetics', 'Animal study', 'Mouse clinic'}","Animal study, Embryology, Epigenetics, Gene expression, Gene regulation, Laboratory animal science, Mapping, Mouse clinic, Protein binding sites, RNA, Sequence analysis, Sequence assembly, Zoology",0.15,0.23076923076923078,0.3,"{'Genetic variation', 'Proteins', 'Regenerative medicine', 'Sequence analysis', 'Synthetic biology', 'Laboratory animal science', 'Embryology', 'Epigenetics', 'Animal study', 'Mouse clinic'}","{'DNA mutation', 'RNA', 'Developmental biology', 'Biology', 'Genetics', 'Drug development', 'Drug metabolism'}","{'Genetic variation', 'Proteins', 'Zoology', 'Regenerative medicine', 'Enzymes', 'Genotype and phenotype', 'Sequence analysis', 'Synthetic biology', 'Laboratory animal science', 'Animal study'}","{'Gene expression', 'Developmental biology', 'RNA-Seq', 'Genetics', 'Gene regulation', 'Epigenetic determinant', 'WNT signaling pathway', 'Neural tube defects', 'Methylcytosine dioxygenase', 'Craniofacial development', 'Neurobiology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Yin and yang 1 (YY1) is a well-known zinc-finger transcription factor with crucial roles in normal development and malignancy. YY1 acts both as a repressor and as an activator of gene expression. We have identified 23 individuals with de novo mutations or deletions of YY1 and phenotypic features that define a syndrome of cognitive impairment, behavioral alterations, intrauterine growth restriction, feeding problems, and various congenital malformations. Our combined clinical and molecular data define ""YY1 syndrome"" as a haploinsufficiency syndrome. Through immunoprecipitation of YY1-bound chromatin from affected individuals' cells with antibodies recognizing both ends of the protein, we show that YY1 deletions and missense mutations lead to a global loss of YY1 binding with a preferential retention at high-occupancy sites. Finally, we uncover a widespread loss of H3K27 acetylation in particular on the YY1-bound enhancers, underscoring a crucial role for YY1 in enhancer regulation. Collectively, these results define a clinical syndrome caused by haploinsufficiency of YY1 through dysregulation of key transcriptional regulators.","['Acetylation', 'Adolescent', 'Base Sequence', 'Child, Preschool', 'Chromatin/*metabolism', 'Chromatin Immunoprecipitation', 'Cohort Studies', 'Enhancer Elements, Genetic/genetics', 'Female', 'Gene Ontology', 'Haploinsufficiency/*genetics', 'Haplotypes/genetics', 'Hemizygote', 'Histones/metabolism', 'Humans', 'Intellectual Disability/*genetics', 'Lymphocytes/metabolism', 'Male', 'Methylation', 'Models, Molecular', 'Mutation, Missense/genetics', 'Protein Binding/genetics', 'Protein Domains', '*Transcription, Genetic', 'YY1 Transcription Factor/chemistry/*genetics']","DNA mutation, Human biology, Human genetics, Mobile genetic elements, Molecular modelling, Paediatrics, Preclinical and clinical studies, Protein binding sites","{'Protein binding sites', 'Chemistry', 'Human biology', 'Genetics', 'Biochemistry', 'Drug metabolism', 'Medicinal chemistry', 'Molecular genetics'}","{'Protein binding sites', 'Gene expression', 'Human biology', 'DNA mutation', 'DNA binding sites', 'Transcription factors and regulatory sites', 'Gene regulation', 'Human genetics'}","Biology, Cell biology, DNA binding sites, Gene expression, Gene regulation, Human biology, Human genetics, Transcription factors and regulatory sites",0.14285714285714285,0.25,0.25,"{'Gene expression', 'DNA mutation', 'DNA binding sites', 'Transcription factors and regulatory sites', 'Gene regulation', 'Human genetics'}","{'Chemistry', 'Genetics', 'Biochemistry', 'Drug metabolism', 'Medicinal chemistry', 'Molecular genetics'}","{'Gene expression', 'Human biology', 'DNA mutation', 'DNA binding sites', 'Gene regulation', 'Pathology', 'Human genetics', 'Carbon cycle'}","{'Cell biology', 'Developmental biology', 'Genetics', 'Transcription factors and regulatory sites', 'Molecular biology', 'Epigenetics', 'Genomics', 'Biochemistry'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Duck enteritis virus (DEV) is an important herpesvirus pathogen associated with acute, highly contagious lethal disease in waterfowls. Using a deep sequencing approach on RNA from infected chicken embryo fibroblast cultures, we identified several novel DEV-encoded micro (mi)RNAs. Unlike most mardivirus-encoded miRNAs, DEV-encoded miRNAs mapped mostly to the unique long region of the genome. The precursors of DEV miR-D18 and miR-D19 overlapped with each other, suggesting similarities to miRNA-offset RNAs, although only the DEV-miR-D18-3p was functional in reporter assays. Identification of these novel miRNAs will add to the growing list of virus-encoded miRNAs enabling the exploration of their roles in pathogenesis.","['Animals', 'Cells, Cultured', 'Chickens', 'Fibroblasts/virology', 'High-Throughput Nucleotide Sequencing', 'Mardivirus/*genetics', 'MicroRNAs/*genetics', 'RNA, Viral/*genetics']","Animal study, Cell culture collection, Laboratory animal science, RNA, Zoology","{'Genetics', 'Zoology', 'Virology'}","{'Animal study', 'Laboratory animal science', 'RNA', 'Virology', 'Infectious disease'}","Animal study, DNA, Gene expression, Genomics, Virology",0.14285714285714285,0.2,0.3333333333333333,"{'Laboratory animal science', 'Animal study', 'RNA', 'Infectious disease'}","{'Genetics', 'Zoology'}","{'Zoology', 'RNA', 'Ribosome Profiling', 'Laboratory animal science', 'Animal study'}","{'Microbiology', 'Genetics', 'Bioinformatics', 'Molecular biology', 'Virology'}"
ft:gpt-3.5-turbo-0613:personal::8SAHvdnS,"Candida parapsilosis is a pathogenic fungus that is major cause of hospital-acquired infection, predominantly due to growth as biofilms on indwelling medical devices. It is related to Candida albicans, which remains the most common cause of candidiasis disease in humans. The transcription factor Bcr1 is an important regulator of biofilm formation in vitro in both C. parapsilosis and C. albicans. We show here that C. parapsilosis Bcr1 is required for in vivo biofilm development in a rat catheter model, like C. albicans. By comparing the transcription profiles of a bcr1 deletion in both species we found that regulation of expression of the CFEM family is conserved. In C. albicans, three of the five CFEM cell wall proteins (Rbt5, Pga7 and Csa1) are associated with both biofilm formation and acquisition of iron from heme, which is an important virulence characteristic. In C. parapsilosis, the CFEM family has undergone an expansion to 7 members. Expression of three genes (CFEM2, CFEM3, and CFEM6) is dependent on Bcr1, and is induced in low iron conditions. All three are involved in the acquisition of iron from heme. However, deletion of the three CFEM genes has no effect on biofilm formation in C. parapsilosis. Our data suggest that the role of the CFEM family in iron acquisition is conserved between C. albicans and C. parapsilosis, but their role in biofilm formation is not.","['Animals', 'Biofilms/*growth & development', 'Biomarkers/metabolism', 'Candida/metabolism/*pathogenicity', 'Candidiasis/*genetics/*microbiology/pathology', 'Fungal Proteins/antagonists & inhibitors/*genetics/*metabolism', 'Gene Expression Profiling', 'Iron/*metabolism', 'Oligonucleotide Array Sequence Analysis', 'RNA, Messenger/genetics', 'Rats', 'Real-Time Polymerase Chain Reaction', 'Signal Transduction', 'Species Specificity']","Animal study, Biomarkers, Laboratory animal science, Proteins, RNA, Sequence analysis, Zoology","{'Microbiology', 'Zoology', 'Proteins', 'Biomarkers', 'Drug metabolism', 'Genetics', 'Pathology'}","{'Protein binding sites', 'Gene expression', 'Laboratory animal science', 'Zoology', 'Genomic imprinting', 'Animal study', 'Gene regulation'}","Animal study, DNA binding sites, Gene expression, Gene regulation, Laboratory animal science, Proteins, Zoology",0.07692307692307693,0.14285714285714285,0.14285714285714285,"{'Protein binding sites', 'Gene expression', 'Genomic imprinting', 'Gene regulation', 'Laboratory animal science', 'Animal study'}","{'Microbiology', 'Proteins', 'Biomarkers', 'Genetics', 'Pathology', 'Drug metabolism'}","{'Gene expression', 'Zoology', 'Proteins', 'Transcription factors and regulatory sites', 'Gene regulation', 'Laboratory animal science', 'Animal study'}","{'CFEM family', 'Hospital-acquired infection', 'Iron acquisition', 'Transcription factor Bcr1', 'Candida albicans', 'Biofilm formation', 'Candida parapsilosis'}"
